timestamp,pixel_flow_x_integral,pixel_flow_y_integral,gyro_x_rate_integral,gyro_y_rate_integral,gyro_z_rate_integral,ground_distance_m,integration_timespan,time_since_last_sonar_update,max_flow_rate,min_ground_distance,max_ground_distance,frame_count_since_last_readout,gyro_temperature,sensor_id,quality,mode
8620653,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,90,0
8637529,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,92,0
8653881,0.0,0.0,nan,nan,0.0,0.0,16247,0,5.0,0.1,30.0,0,0,124,90,0
8671207,0.0,0.0,nan,nan,0.0,0.0,16286,0,5.0,0.1,30.0,0,0,124,84,0
8685551,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,94,0
8711289,0.002,1.7484555e-10,nan,nan,0.0,0.0,24214,0,5.0,0.1,30.0,0,0,124,90,0
8724917,-0.002,-1.7484555e-10,nan,nan,0.0,0.0,15304,0,5.0,0.1,30.0,0,0,124,89,0
8740401,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,94,0
8756554,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,93,0
8774058,0.0,0.0,nan,nan,0.0,0.0,16692,0,5.0,0.1,30.0,0,0,124,96,0
8791500,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,95,0
8804795,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,89,0
8820635,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,93,0
8836532,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,88,0
8855072,0.0,0.0,nan,nan,0.0,0.0,16532,0,5.0,0.1,30.0,0,0,124,86,0
8871509,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,97,0
8885048,0.0,0.0,nan,nan,0.0,0.0,16097,0,5.0,0.1,30.0,0,0,124,88,0
8900755,0.0,0.0,nan,nan,0.0,0.0,15687,0,5.0,0.1,30.0,0,0,124,91,0
8924546,-1.7484555e-10,0.002,nan,nan,0.0,0.0,23804,0,5.0,0.1,30.0,0,0,124,91,0
8940543,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,94,0
8956333,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,86,0
8980583,0.0020000003,-0.0019999999,nan,nan,0.0,0.0,24267,0,5.0,0.1,30.0,0,0,124,88,0
8997037,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,93,0
9020826,-0.002,-1.7484555e-10,nan,nan,0.0,0.0,24141,0,5.0,0.1,30.0,0,0,124,93,0
9037017,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,90,0
9060643,-1.7484555e-10,0.002,nan,nan,0.0,0.0,24144,0,5.0,0.1,30.0,0,0,124,88,0
9084665,1.7484555e-10,-0.002,nan,nan,0.0,0.0,24022,0,5.0,0.1,30.0,0,0,124,94,0
9100571,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,93,0
9116564,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,93,0
9134558,1.7484555e-10,-0.002,nan,nan,0.0,0.0,16971,0,5.0,0.1,30.0,0,0,124,91,0
9151836,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,95,0
9164862,-3.496911e-10,0.004,nan,nan,0.0,0.0,15549,0,5.0,0.1,30.0,0,0,124,91,0
9188881,-0.0020000006,0.004,nan,nan,0.0,0.0,24021,0,5.0,0.1,30.0,0,0,124,95,0
9204907,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,90,0
9231943,0.0020000003,-0.0019999999,nan,nan,0.0,0.0,24642,0,5.0,0.1,30.0,0,0,124,91,0
9255013,0.0020000003,-0.0019999999,nan,nan,0.0,0.0,24175,0,5.0,0.1,30.0,0,0,124,89,0
9268990,-0.0019999999,-0.0020000003,nan,nan,0.0,0.0,15364,0,5.0,0.1,30.0,0,0,124,91,0
9284872,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,93,0
9300758,0.0,0.0,nan,nan,0.0,0.0,15895,0,5.0,0.1,30.0,0,0,124,92,0
9316645,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,95,0
9334817,0.0,0.0,nan,nan,0.0,0.0,17060,0,5.0,0.1,30.0,0,0,124,89,0
9349600,0.0,0.0,nan,nan,0.0,0.0,15895,0,5.0,0.1,30.0,0,0,124,92,0
9365584,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,91,0
9389633,-0.002,-1.7484555e-10,nan,nan,0.0,0.0,24154,0,5.0,0.1,30.0,0,0,124,91,0
9405362,0.002,1.7484555e-10,nan,nan,0.0,0.0,15442,0,5.0,0.1,30.0,0,0,124,88,0
9421060,0.0,0.0,nan,nan,0.0,0.0,15975,0,5.0,0.1,30.0,0,0,124,91,0
9436954,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,92,0
9454946,-0.002,-1.7484555e-10,nan,nan,0.0,0.0,16912,0,5.0,0.1,30.0,0,0,124,89,0
9469760,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,91,0
9485752,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,96,0
9501278,0.002,1.7484555e-10,nan,nan,0.0,0.0,15623,0,5.0,0.1,30.0,0,0,124,91,0
9517168,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,89,0
9535363,0.0,0.0,nan,nan,0.0,0.0,16804,0,5.0,0.1,30.0,0,0,124,92,0
9549870,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,93,0
9565210,-1.7484555e-10,0.002,nan,nan,0.0,0.0,15358,0,5.0,0.1,30.0,0,0,124,92,0
9581553,0.0,0.0,nan,nan,0.0,0.0,16341,0,5.0,0.1,30.0,0,0,124,92,0
9598084,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,92,0
9615176,0.0,0.0,nan,nan,0.0,0.0,16623,0,5.0,0.1,30.0,0,0,124,86,0
9629972,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,96,0
9645917,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,91,0
9670021,1.7484555e-10,-0.002,nan,nan,0.0,0.0,24159,0,5.0,0.1,30.0,0,0,124,89,0
9685906,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,92,0
9701822,0.0,0.0,nan,nan,0.0,0.0,15898,0,5.0,0.1,30.0,0,0,124,87,0
9717694,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,124,89,0
