timestamp,load,ram_usage
58640232,0.6305213,0.7512318
59141010,0.6343382,0.7512318
59640163,0.6329887,0.7512318
60140131,0.62977505,0.7512318
60640133,0.6262455,0.7512318
61140133,0.63113874,0.7512318
61640480,0.62550664,0.7512318
62140167,0.6346711,0.7512318
62640132,0.6274468,0.7512318
63140199,0.6346885,0.7512318
63640132,0.62788904,0.7512318
64140260,0.63629675,0.7512318
64640131,0.6368667,0.7512318
65140185,0.64292586,0.75163954
65640173,0.6375886,0.75163954
66140140,0.6379602,0.75163954
66640151,0.6397226,0.75163954
67140136,0.63493323,0.75163954
67640165,0.635158,0.75163954
68140132,0.63548654,0.75163954
68640714,0.6326724,0.75163954
69140166,0.6311286,0.75163954
69640133,0.6275395,0.75163954
70140133,0.6321155,0.75163954
70640163,0.64610875,0.75163954
71140190,0.66925293,0.75231916
71640164,0.6971494,0.7528628
72140390,0.7001577,0.7528628
72640169,0.6902464,0.7528628
73140196,0.70037675,0.7528628
73640137,0.7034608,0.76557136
74140165,0.69633,0.7625811
74640288,0.6882498,0.75327057
75140170,0.692824,0.75327057
75640899,0.6907747,0.75327057
76140165,0.700896,0.75327057
76640148,0.6930082,0.75327057
77140132,0.69585687,0.75327057
77640163,0.6963384,0.75327057
78140265,0.6952631,0.75327057
78640163,0.6976757,0.75327057
79140487,0.69542086,0.75327057
79640135,0.701335,0.75327057
80140203,0.69667983,0.75327057
80640150,0.6928489,0.75327057
81140167,0.6961684,0.75327057
81640133,0.69449556,0.75327057
82140195,0.69391245,0.75327057
82641090,0.69082534,0.75327057
83140132,0.6979962,0.75327057
83640264,0.697194,0.75327057
84140133,0.6972506,0.75327057
84640165,0.6948406,0.75327057
85140414,0.6943871,0.75327057
85640168,0.68889546,0.75327057
86140824,0.68876874,0.75327057
86640292,0.6765326,0.75327057
87140133,0.67006934,0.75327057
87640275,0.6411673,0.73220295
88140134,0.6067499,0.73220295
88640171,0.6431415,0.70202863
89140133,0.5937996,0.70202863
89641192,0.59253305,0.70202863
90140162,0.59307075,0.67392707
90640128,0.5923779,0.67392707
91140160,0.5967169,0.67392707
91640127,0.59612,0.67392707
92140687,0.59905994,0.67392707
92640162,0.5938432,0.67392707
93140265,0.59525627,0.67392707
93640129,0.58627,0.67392707
94140129,0.5932232,0.67392707
94640264,0.58548033,0.67392707
95140125,0.59163004,0.67392707
95640327,0.59144115,0.67392707
96140166,0.5936332,0.67392707
96640128,0.5921035,0.67392707
97140159,0.60867393,0.67392707
97640128,0.61091614,0.67392707
98140130,0.6079308,0.67392707
98640127,0.6109555,0.67392707
99141015,0.61626625,0.67392707
99640130,0.60950094,0.67392707
100140149,0.61279917,0.67392707
100640162,0.6119839,0.67392707
101140128,0.61628413,0.67392707
101640343,0.609461,0.67392707
102140128,0.6099652,0.67392707
102640704,0.6074674,0.67392707
103140128,0.6116056,0.67392707
103640311,0.6128006,0.67392707
104140130,0.6149851,0.67392707
104640129,0.6127092,0.67392707
105140129,0.61849403,0.67392707
105640128,0.6064588,0.67392707
106141053,0.6156707,0.67392707
106640165,0.61339796,0.67392707
107140128,0.6104754,0.67392707
107640132,0.61412954,0.67392707
108140128,0.6159232,0.67392707
108640559,0.60731566,0.67392707
109140157,0.61497086,0.67392707
109640591,0.61142766,0.67392707
110140128,0.6113756,0.67392707
110640128,0.6135185,0.67392707
111140130,0.61607075,0.67392707
111640144,0.6098528,0.67392707
112140248,0.6109936,0.67392707
112640134,0.6159777,0.67392707
113140127,0.6113006,0.67392707
113640188,0.61472,0.67392707
114140130,0.61596227,0.67392707
114640128,0.6107728,0.67392707
115140173,0.61085355,0.67392707
115640753,0.6170727,0.67392707
116140128,0.60577106,0.67392707
116640128,0.60953796,0.67392707
117140207,0.62119305,0.67392707
117640397,0.6012632,0.67392707
118140538,0.61902297,0.67392707
118640127,0.6163668,0.67392707
119140427,0.61055994,0.67392707
119640128,0.61410165,0.67392707
120140130,0.617378,0.67392707
120640158,0.61346185,0.67392707
121140127,0.61939216,0.67392707
121640237,0.61134696,0.67392707
122140139,0.6142852,0.67392707
122640782,0.60876286,0.67392707
123140158,0.6178305,0.67392707
123640162,0.6110209,0.67392707
124140164,0.6167294,0.67392707
124640129,0.6062425,0.67392707
125140465,0.61135256,0.67392707
125640162,0.61930895,0.67392707
126140524,0.61135244,0.67392707
126640132,0.61105454,0.67392707
127140128,0.62157094,0.67392707
127640161,0.60758996,0.67392707
128140128,0.61586094,0.67392707
128640128,0.6129472,0.67392707
129140159,0.6120531,0.67392707
129641162,0.6119882,0.67392707
130140159,0.61552465,0.67392707
130640127,0.6075561,0.67392707
131140131,0.6117723,0.67392707
131640141,0.6130016,0.67392707
132140740,0.6110301,0.67392707
132640292,0.6144046,0.67392707
133140127,0.6144597,0.67392707
133640133,0.6118263,0.67392707
134140132,0.6158805,0.67392707
134640130,0.6155568,0.67392707
135140128,0.6209172,0.67392707
135640383,0.6155026,0.67392707
136140163,0.6114737,0.67392707
136640128,0.6110525,0.67392707
137140158,0.61687434,0.67392707
137640128,0.6113077,0.67392707
138140129,0.6118705,0.67392707
138640127,0.6146809,0.67392707
139141004,0.61433256,0.67392707
139640161,0.61105746,0.67392707
140140289,0.60920465,0.67392707
140640165,0.6191872,0.67392707
141140128,0.61860543,0.67392707
141640310,0.60667527,0.67392707
142140127,0.61500514,0.67392707
142640646,0.6129576,0.67392707
143140159,0.61366904,0.67392707
143640164,0.6107809,0.67392707
144140161,0.61080635,0.67392707
144640125,0.6109973,0.67392707
145140148,0.61394906,0.67392707
145640128,0.60992646,0.67392707
146141205,0.61099446,0.67392707
146640160,0.6170386,0.67392707
147140282,0.61807287,0.67392707
147640165,0.6093377,0.67392707
148140233,0.6218183,0.67392707
148640469,0.61581784,0.67392707
149140141,0.61717224,0.67392707
149640159,0.62046224,0.67392707
150140163,0.62115914,0.67392707
150640327,0.6131823,0.67392707
151140130,0.61413205,0.67392707
151640128,0.61315244,0.67392707
152140309,0.6113404,0.67392707
152640128,0.60721326,0.67392707
153140129,0.61182725,0.67392707
153640160,0.6138289,0.67392707
154140129,0.6092535,0.67392707
154640152,0.6099268,0.67392707
155140127,0.62124646,0.67392707
155640863,0.6131715,0.67392707
156140160,0.61628795,0.67392707
156641000,0.61695385,0.67392707
157140130,0.6082854,0.67392707
157640147,0.6184107,0.67392707
158140530,0.61346805,0.67392707
158640129,0.6143824,0.67392707
159140590,0.6156794,0.67392707
159640131,0.60508746,0.67392707
160140284,0.6124946,0.67392707
160640130,0.6144837,0.67392707
161140167,0.61530554,0.67392707
161640358,0.61279595,0.67392707
162140128,0.61460304,0.67392707
162641173,0.6166805,0.67392707
163140162,0.6168184,0.67392707
163640127,0.61867267,0.67392707
164140128,0.6134028,0.67392707
164640129,0.6140908,0.67392707
165140819,0.62124115,0.67392707
165640128,0.6117673,0.67392707
166140705,0.61424434,0.67392707
166640131,0.6149117,0.67392707
167140189,0.6121633,0.67392707
167640190,0.6152963,0.67392707
168140128,0.6159295,0.67392707
168640511,0.6109905,0.67392707
169140157,0.61282325,0.67392707
169640236,0.6150117,0.67392707
170140129,0.6164955,0.67392707
170640126,0.61116046,0.67392707
171140241,0.62298274,0.67392707
171640162,0.61042833,0.67392707
172140934,0.61779845,0.67392707
172640164,0.6228517,0.67392707
173140162,0.60943294,0.67392707
173640127,0.620286,0.67392707
174140158,0.6122871,0.67392707
174640543,0.61860085,0.67392707
175140141,0.6131456,0.67392707
175640689,0.61241966,0.67392707
176140158,0.6142751,0.67392707
176640239,0.61470294,0.67392707
177140132,0.61501074,0.67392707
177640127,0.6160712,0.67392707
178140318,0.6143669,0.67392707
178640157,0.6132729,0.67392707
179140128,0.62031245,0.67392707
179640217,0.61162055,0.67392707
180140127,0.6142952,0.67392707
180640129,0.61560273,0.67392707
181140129,0.61199796,0.67392707
181640628,0.6145775,0.67392707
182140199,0.6184762,0.67392707
182640159,0.607805,0.67392707
183140128,0.6147097,0.67392707
183640127,0.61485004,0.67392707
184140278,0.61028194,0.67392707
184640157,0.61543417,0.67392707
185140571,0.6150743,0.67392707
185640130,0.614295,0.67392707
186140162,0.61795175,0.67392707
186640193,0.6085019,0.67392707
187140227,0.61772096,0.67392707
187640172,0.6124747,0.67392707
188140129,0.6162088,0.67392707
188641273,0.6140821,0.67392707
189140161,0.60956085,0.67392707
189640128,0.6132349,0.67392707
190140162,0.61495984,0.67392707
190640127,0.60809004,0.67392707
191140567,0.61691105,0.67392707
191640160,0.6169641,0.67392707
192140801,0.613186,0.67392707
192640162,0.6150155,0.67392707
193140366,0.6206952,0.67392707
193640202,0.6164389,0.67392707
194140135,0.6241021,0.67392707
194640300,0.6153703,0.67392707
195140137,0.61340845,0.67392707
195640127,0.61652315,0.67392707
196140169,0.6115891,0.67392707
196640126,0.6168369,0.67392707
197140130,0.61344075,0.67392707
197640128,0.611322,0.67392707
198140793,0.6185699,0.67392707
198640322,0.61113,0.67392707
199140162,0.61689097,0.67392707
199640162,0.6144519,0.67392707
200140129,0.61851096,0.67392707
200640348,0.6110574,0.67392707
201140175,0.61966115,0.67392707
201640760,0.6143217,0.67392707
202140172,0.61925656,0.67392707
202640130,0.6122661,0.67392707
203140351,0.6120172,0.67392707
203640129,0.6177008,0.67392707
204140199,0.6156795,0.67392707
204640164,0.61450493,0.67392707
205140127,0.61146736,0.67392707
205640317,0.6092103,0.67392707
206140128,0.6165746,0.67392707
206640129,0.616048,0.67392707
207140130,0.60636675,0.6703592
207641360,0.56078446,0.6703592
208140275,0.56373966,0.6703592
208640133,0.566768,0.6703592
209140209,0.5668061,0.6703592
209640131,0.5613147,0.670631
210140454,0.5543449,0.670631
210640131,0.54008114,0.670631
211140503,0.54651666,0.670631
211640132,0.54476786,0.670631
212140170,0.5468407,0.670631
212640291,0.54197896,0.6711747
213140132,0.5505846,0.6711747
213640296,0.5639451,0.6711747
214140351,0.5699705,0.6711747
214641340,0.56893444,0.6711747
215140212,0.57374495,0.6711747
215640131,0.5641533,0.6711747
216140177,0.54966164,0.6711747
216640161,0.5481664,0.6711747
217140482,0.5488865,0.6711747
217640165,0.54889715,0.6711747
218140652,0.5517197,0.6711747
218640165,0.5516464,0.6711747
219140130,0.5478622,0.6711747
219640166,0.54859746,0.6711747
220140148,0.55336624,0.6711747
220640137,0.54621583,0.6711747
221140129,0.5754417,0.6711747
221641130,0.5717428,0.6711747
222140191,0.574872,0.6711747
222640131,0.5679201,0.6711747
223140164,0.57243824,0.6711747
223640130,0.5750149,0.6711747
224140521,0.5552489,0.6711747
224640134,0.554488,0.6711747
225140573,0.5521883,0.6711747
225640157,0.55017984,0.6711747
226140147,0.5498773,0.6711747
226640133,0.5482609,0.6711747
227140140,0.5498007,0.6711747
227640133,0.5473424,0.6711747
228140671,0.5536816,0.6711747
228641198,0.5528647,0.6711747
229140439,0.54717314,0.6711747
229640243,0.5462558,0.6711747
230140164,0.5477936,0.6711747
230640131,0.5515955,0.6711747
231140351,0.5526299,0.6711747
231640211,0.5514015,0.6711747
232140442,0.55215675,0.6711747
232640131,0.5517919,0.6711747
233140136,0.5514587,0.6711747
233640166,0.55221486,0.6711747
234140131,0.5507915,0.6711747
234640132,0.548704,0.6711747
235140131,0.55786204,0.6711747
235640889,0.54958117,0.6711747
236140131,0.5499843,0.6711747
236640131,0.5468831,0.6711747
237140161,0.5532067,0.6711747
237640130,0.54588526,0.6711747
238140305,0.5534824,0.6711747
238640130,0.5467089,0.6711747
239140285,0.5500042,0.6711747
239640244,0.5469408,0.6711747
240140134,0.550575,0.6711747
240640306,0.54604256,0.6711747
241140167,0.5509366,0.6711747
241640140,0.5463131,0.6711747
242140161,0.558082,0.6711747
242640489,0.54921114,0.6711747
243140143,0.5548397,0.6711747
243640583,0.55046904,0.6711747
244140161,0.5457845,0.6711747
244640199,0.5510729,0.6711747
245140537,0.54782796,0.6711747
245640131,0.549255,0.6711747
246140131,0.553524,0.6711747
246640132,0.5468958,0.6711747
247140917,0.5512339,0.6711747
247640132,0.55382854,0.6711747
248140132,0.548482,0.6711747
248640144,0.5516418,0.6711747
249140132,0.55006707,0.6711747
249640133,0.55552804,0.6711747
250140131,0.54670596,0.6711747
250640133,0.549096,0.6711747
251140159,0.55076563,0.6711747
251640952,0.5515474,0.6711747
252140164,0.5576308,0.6711747
252640162,0.5458964,0.6711747
253140133,0.55709374,0.6711747
253640130,0.5454693,0.6711747
254140184,0.54968065,0.6711747
254640130,0.55304587,0.6711747
255140314,0.55038977,0.6711747
255640329,0.5518305,0.6711747
256140137,0.5537471,0.6711747
256640168,0.55269575,0.6711747
257140286,0.5514324,0.6711747
257640169,0.54879194,0.6711747
258140132,0.55212593,0.6711747
258640290,0.5475347,0.6711747
259140131,0.55073917,0.6711747
259640720,0.5528462,0.6711747
260140144,0.55052954,0.6711747
260640164,0.5473118,0.6711747
261140165,0.548255,0.6711747
261640134,0.5514766,0.6711747
262140333,0.5537166,0.6711747
262640194,0.5413467,0.6711747
263140705,0.5495229,0.6711747
263640131,0.5479816,0.6711747
264140690,0.54992914,0.6711747
264640192,0.5499707,0.6711747
265140132,0.5507791,0.6711747
265640171,0.5450376,0.6711747
266140131,0.5466317,0.6711747
266640166,0.54707414,0.6711747
267140130,0.5517888,0.6711747
267640795,0.54540825,0.6711747
268140260,0.54890907,0.6711747
268640130,0.55476177,0.6711747
269140130,0.55070996,0.6711747
269640131,0.548246,0.6711747
270140194,0.554433,0.6711747
270640291,0.5491806,0.6711747
271140133,0.54798985,0.6711747
271640238,0.5655254,0.6711747
272140884,0.5725908,0.6711747
272640131,0.57159567,0.6711747
273140134,0.56821686,0.6711747
273640161,0.554906,0.6711747
274140131,0.55303097,0.6711747
274640144,0.5463667,0.6711747
275140129,0.5504135,0.6711747
275640132,0.5418159,0.6711747
276140130,0.5543391,0.6711747
276640815,0.5440433,0.6711747
277140161,0.5565342,0.6711747
277640133,0.54773253,0.6711747
278140132,0.5593029,0.6711747
278640165,0.5511527,0.6711747
279140132,0.5564513,0.6711747
279640132,0.5497922,0.6711747
280140132,0.55362976,0.6711747
280640129,0.55269134,0.6711747
281140900,0.5541507,0.6711747
281640196,0.5486809,0.6711747
282140691,0.5513026,0.6711747
282640130,0.54752886,0.6711747
283140234,0.54069185,0.6711747
283640378,0.55030286,0.6711747
284140200,0.5496186,0.6711747
284640132,0.55133814,0.6711747
285140130,0.54954803,0.6711747
285640826,0.5502594,0.6711747
286140132,0.55253875,0.6711747
286640131,0.5535631,0.6711747
287140163,0.54625654,0.6711747
287640131,0.5495795,0.6711747
288140165,0.55435246,0.6711747
288640190,0.54966843,0.6711747
289140152,0.5519012,0.6711747
289640131,0.5441062,0.6711747
290140759,0.5496353,0.6711747
290640212,0.56198597,0.6711747
291140943,0.572245,0.6711747
291640130,0.56859887,0.6711747
292140164,0.56620914,0.6711747
292640131,0.5685389,0.6711747
293140134,0.56431514,0.6711747
293640134,0.5471709,0.6711747
294140148,0.5501733,0.6711747
294640694,0.5543966,0.6711747
295140132,0.5494535,0.6711747
295640535,0.55094707,0.6711747
296140130,0.5528455,0.6711747
296640161,0.5519318,0.6711747
297140166,0.55175865,0.6711747
297640133,0.5485126,0.6711747
298140137,0.5457307,0.6711747
298640134,0.5473242,0.6711747
299140412,0.5473,0.6711747
299640132,0.5549078,0.6711747
300140386,0.54618794,0.6711747
300640322,0.55188644,0.6711747
301140162,0.54946536,0.6711747
301640387,0.54793334,0.6711747
302140453,0.55060434,0.6711747
302640132,0.55470353,0.6711747
303140130,0.5471711,0.6711747
303640484,0.55637115,0.6711747
304140131,0.5527661,0.6711747
304640442,0.55160403,0.6711747
305140131,0.5499629,0.6711747
305641209,0.543898,0.6711747
306140132,0.5513918,0.6711747
306640164,0.5432151,0.6711747
307140169,0.5510821,0.6711747
307640131,0.551841,0.6711747
308140138,0.546584,0.6711747
308640201,0.5915833,0.6711747
