timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
9207008,9206034,3670026,3670026,1.130022e-05,-9.419058e-06,1.9942274e-06,-9.307937e-05,0.00048267026,-0.038839795,4022,4022,0,1,1
9715026,9714388,3670026,3670026,-1.0836869e-06,-9.058965e-06,3.0458357e-05,0.0006895511,0.00014537568,-0.039154466,4024,4024,0,1,1
10214876,10214066,3670026,3670026,-5.904771e-07,2.591647e-06,-8.8515935e-06,0.00056341506,5.2489155e-05,-0.039287288,4023,4023,0,1,1
10715138,10714500,3670026,3670026,5.019412e-06,5.0207427e-06,-4.5726865e-06,0.00047459014,0.00016736602,-0.039310582,4024,4024,0,1,1
11214823,11214178,3670026,3670026,3.7857467e-06,4.087063e-06,3.3040203e-06,0.00036913535,8.3474915e-05,-0.039195634,4021,4021,0,1,1
11713823,11713103,3670026,3670026,8.374756e-06,-3.1761517e-06,3.306861e-06,0.0005103726,0.00015957233,-0.03923035,4023,4023,0,1,1
12214048,12213412,3670026,3670026,8.292901e-07,-4.7859237e-07,1.2931177e-05,0.00038866955,0.0004243648,-0.039223928,4024,4024,0,1,1
12713630,12712966,3670026,3670026,5.0015327e-08,-3.6007616e-06,2.2340048e-06,0.00012985489,2.9109777e-05,-0.03915726,4024,4024,0,1,1
13213915,13213276,3670026,3670026,1.5360758e-06,7.6150644e-07,3.2723434e-05,0.0008060017,5.509244e-05,-0.03906361,4025,4025,0,1,1
13713465,13712829,3670026,3670026,3.3618576e-06,-1.0218349e-06,-5.0990377e-07,0.0003276046,0.00034764886,-0.03940061,4021,4021,0,1,1
14214278,14213642,3670026,3670026,-1.2015013e-06,-3.209621e-06,-1.1039348e-05,0.0001925253,0.00015079982,-0.03913521,4024,4024,0,1,1
14713841,14713197,3670026,3670026,9.549338e-06,1.3406419e-05,-2.8234663e-05,0.0009268823,0.00013373792,-0.039160557,4024,4024,0,1,1
15213659,15212753,3670026,3670026,5.8764645e-06,1.4617927e-05,5.19707e-06,0.00056562223,0.00028942828,-0.03934511,4024,4024,0,1,1
15713575,15712937,3670026,3670026,1.9365467e-05,1.7657627e-05,1.7348188e-05,0.00012738867,0.00022237799,-0.039332658,4024,4024,0,1,1
16213761,16213122,3670026,3670026,-2.8122833e-05,-2.8499278e-05,2.9763378e-05,-0.00018741736,-0.00020893599,-0.039651442,4022,4022,0,1,1
16713944,16713307,3670026,3670026,9.14805e-06,-5.583419e-06,-2.5416028e-05,0.0005216402,5.758035e-05,-0.039497722,4024,4024,0,1,1
17213501,17212863,3670026,3670026,2.781628e-06,2.7813473e-06,6.292193e-06,0.00042451077,0.00017815777,-0.039275683,4023,4023,0,1,1
17713196,17712419,3670026,3670026,6.627902e-08,1.1414987e-05,1.5169187e-05,0.00025381104,0.0001898356,-0.039170675,4023,4023,0,1,1
18213999,18213359,3670026,3670026,-7.332941e-07,2.7457816e-05,1.1967351e-05,0.00038131874,3.6518035e-05,-0.03921163,4023,4023,0,1,1
18713776,18712917,3670026,3670026,3.0229526e-06,-3.9101926e-07,-1.1425687e-05,0.00047371685,0.00033115732,-0.03908131,4024,4024,0,1,1
19213755,19213103,3670026,3670026,8.794575e-06,-6.0749976e-06,4.819001e-06,0.00048688817,0.00019893874,-0.039332345,4024,4024,0,1,1
19713299,19712660,3670026,3670026,-1.9475623e-05,3.9801354e-05,2.2511902e-06,0.0004908856,-0.00045371798,-0.039519787,4024,4024,0,1,1
20208957,20208320,3670026,3670026,1.702148e-05,7.3827287e-06,-3.1400366e-05,0.0005363904,0.00018729118,-0.03908529,4024,4024,0,1,1
20713299,20712656,3670026,3670026,4.3559425e-07,-9.009725e-06,6.4952183e-06,0.0008729851,0.0005194237,-0.03913464,4024,4024,0,1,1
21213810,21212843,3670026,3670026,-9.639947e-07,-3.375872e-06,3.0286815e-06,0.00038336476,-7.9257494e-05,-0.03915648,4024,4024,0,1,1
21714299,21713658,3670026,3670026,1.2534398e-06,9.562809e-06,-2.3353015e-05,0.0004700925,2.8529666e-05,-0.038951546,4024,4024,0,1,1
22214451,22213342,3670026,3670026,3.248449e-06,-9.678736e-06,7.929986e-07,0.00017487758,0.0002388417,-0.039196715,4024,4024,0,1,1
22713541,22712901,3670026,3670026,2.1313278e-06,-4.3650566e-06,-3.913489e-06,0.00045235068,0.0003227682,-0.039314117,4024,4024,0,1,1
23213733,23213088,3670026,3670026,8.816435e-06,-5.751401e-06,2.947416e-06,0.00054676115,0.00026541442,-0.03912249,4024,4024,0,1,1
23714048,23713401,3670026,3670026,1.0518206e-05,9.079943e-06,3.040842e-06,0.0007542877,0.00026574035,-0.038961265,4022,4022,0,1,1
24214265,24213589,3670026,3670026,-1.4215162e-06,-2.561511e-06,7.7891145e-06,0.00028213672,0.00018202158,-0.039202753,4024,4024,0,1,1
24713890,24713148,3670026,3670026,3.17253e-06,3.306473e-06,4.360779e-06,0.00064026733,0.0002018765,-0.03914073,4023,4023,0,1,1
25214237,25213588,3670026,3670026,3.003876e-06,-5.034073e-06,4.529231e-06,0.00063004094,0.00034238503,-0.039137766,4024,4024,0,1,1
25713942,25713147,3670026,3670026,2.6777277e-06,3.6565025e-06,-5.3516953e-05,0.00020788479,0.00062440144,-0.03898098,4024,4024,0,1,1
26213973,26213335,3670026,3670026,3.7276209e-06,5.9417844e-06,-2.8878938e-05,0.0003917543,-6.582355e-05,-0.03912442,4022,4022,0,1,1
26713534,26712895,3670026,3670026,1.08587265e-05,2.7902317e-05,8.492371e-06,0.0012435926,4.5538214e-05,-0.039277013,4023,4023,0,1,1
27213727,27213084,3670026,3670026,-2.727234e-06,-2.7075688e-05,-8.560563e-07,0.00074666325,0.0003323018,-0.03940391,4024,4024,0,1,1
27713287,27712644,3670026,3670026,1.1400806e-05,-2.0973246e-06,1.9667323e-05,0.00046707486,0.00045158595,-0.03915705,4024,4024,0,1,1
28214546,28212961,3670026,3670026,3.819777e-06,3.1185642e-05,7.534156e-05,0.00053099694,0.0012090385,-0.039677147,4026,4026,0,1,1
28713913,28713273,3670026,3670026,6.2390955e-06,2.994026e-06,-1.4492891e-05,0.000776921,-5.9681857e-05,-0.03924307,4023,4023,0,1,1
29213471,29212834,3670026,3670026,-7.1722097e-06,-1.3973872e-05,1.5525224e-05,0.0002390131,0.0005020299,-0.03935153,4024,4024,0,1,1
29713792,29713149,3670026,3670026,-6.059064e-06,7.4375967e-06,-2.3289856e-06,0.00058731745,0.00021930823,-0.039449573,4024,4024,0,1,1
30213357,30212717,3670026,3670026,-9.71946e-07,-1.5440663e-06,1.2181696e-05,0.0005489393,0.0001286654,-0.0392181,4031,4031,0,1,1
30713379,30712271,3670026,3670026,-4.0412124e-06,1.0626518e-05,8.416785e-06,0.0006175561,0.0002980213,-0.03940914,4024,4024,0,1,1
31213097,31212460,3670026,3670026,7.0222363e-06,7.55929e-06,-4.448731e-06,0.00046718118,0.00013791196,-0.039218225,4021,4021,0,1,1
31712684,31712021,3670026,3670026,1.0967508e-05,-5.3697895e-06,-6.5334125e-06,0.00037307636,0.000117961536,-0.039098784,4023,4023,0,1,1
32213737,32213091,3670026,3670026,3.6671768e-06,1.7562936e-05,2.1576077e-06,0.0003809289,-1.202104e-05,-0.039307047,4023,4023,0,1,1
32713302,32712653,3670026,3670026,2.1760748e-06,-7.023249e-07,-1.06020125e-05,0.0007091399,6.2625506e-05,-0.03936207,4024,4024,0,1,1
33213636,33212969,3670026,3670026,9.889086e-07,-7.0498195e-06,7.86464e-06,0.0007919767,0.00023787281,-0.039107602,4024,4024,0,1,1
33713294,33712656,3670026,3670026,6.3354146e-06,1.1770082e-06,1.1775757e-05,0.0004583558,0.0002246255,-0.039518766,4024,4024,0,1,1
34212945,34212218,3670026,3670026,3.326276e-06,-3.906865e-06,-2.9899093e-06,0.00043714768,0.00024312027,-0.0392499,4024,4024,0,1,1
34713045,34712408,3670026,3670026,5.377848e-06,6.5163968e-06,4.759306e-06,0.0005219141,0.0002186773,-0.03923915,4023,4023,0,1,1
35213537,35212725,3670026,3670026,-2.6870014e-06,3.608021e-06,7.177317e-06,0.00032830937,0.0002836176,-0.03931483,4024,4024,0,1,1
35714192,35713544,3670026,3670026,-1.1482359e-06,7.7271125e-06,-1.2633759e-06,0.00044622767,0.00012122716,-0.039253943,4024,4024,0,1,1
36214639,36213860,3670026,3670026,-1.9010469e-06,-5.9876566e-06,1.1591913e-05,0.00048215452,0.00015875108,-0.039288484,4023,4023,0,1,1
36714059,36713423,3670026,3670026,3.3221056e-06,-4.6271578e-07,5.9603435e-06,0.00046831643,0.00022672281,-0.039263275,4024,4024,0,1,1
37214524,37213613,3670026,3670026,3.3030728e-06,6.4851033e-06,-3.9380366e-06,0.00065386685,0.00017662173,-0.038965058,4023,4023,0,1,1
37714443,37713805,3670026,3670026,2.5180054e-06,1.3130123e-06,-2.6026355e-06,0.0003488126,0.00015932444,-0.039497633,4024,4024,0,1,1
38214005,38213367,3670026,3670026,1.5144445e-06,5.533656e-06,-5.6108875e-06,0.0003332728,0.00017267826,-0.039144356,4023,4023,0,1,1
38711059,38710419,3670026,3670026,3.7532361e-06,-2.281576e-06,6.653727e-06,0.00044817783,0.0001412613,-0.03944764,4028,4028,0,1,1
39215392,39214756,3670026,3670026,8.1847e-06,9.875243e-07,-3.3434274e-06,0.0006159983,0.00024316115,-0.038686857,4023,4023,0,1,1
39711691,39711049,3670026,3670026,1.6506833e-06,4.2320476e-06,-1.43680645e-05,0.000779462,-1.6544242e-06,-0.0391961,4024,4024,0,1,1
40214651,40214007,3670026,3670026,1.1006119e-05,5.0226354e-05,1.8600749e-06,0.00061979407,0.00078526523,-0.039033886,4024,4024,0,1,1
40715885,40714324,3670026,3670026,-1.4303606e-06,-1.5320463e-06,8.538096e-06,0.0005865785,3.9076578e-05,-0.039154515,4024,4024,0,1,1
41215292,41214642,3670026,3670026,9.700748e-08,1.2446362e-05,6.4120126e-05,0.00081899716,0.00021524885,-0.039332785,4024,4024,0,1,1
41716359,41715716,3670026,3670026,-8.141997e-07,-1.7669377e-05,4.504741e-06,0.0017006389,0.0007108025,-0.03920663,4026,4026,0,1,1
42212017,42211379,3670026,3670026,-8.381626e-06,2.1632234e-06,2.7323895e-05,0.00032732473,0.00028264642,-0.039410908,4024,4024,0,1,1
42715817,42715091,3670026,3670026,4.834835e-06,1.4206929e-06,-3.2099479e-06,0.00065381685,0.0003617296,-0.03919256,4023,4023,0,1,1
43212025,43211386,3670026,3670026,2.9830676e-06,9.8493e-06,5.8524137e-07,0.0005093649,3.5037767e-05,-0.039297592,4024,4024,0,1,1
43711588,43710949,3670026,3670026,3.990069e-06,-5.3810523e-05,-3.4018238e-05,-0.00025151783,-0.00013590316,-0.03865148,4024,4024,0,1,1
44215803,44215165,3670026,3670026,3.6490857e-07,8.134658e-06,3.950567e-06,0.0012444927,0.00019489483,-0.03938888,4024,4024,0,1,1
44712104,44711459,3670026,3670026,-4.1020917e-06,2.3614261e-06,-1.2076355e-05,0.0008168615,0.00028731886,-0.039363734,4023,4023,0,1,1
45215910,45215047,3670026,3670026,1.0307112e-05,-1.032862e-05,4.4476634e-05,0.00042855777,-0.0004621371,-0.03967418,4024,4024,0,1,1
45715257,45714611,3670026,3670026,3.2312155e-06,2.1178868e-05,3.0933574e-05,0.00041265474,0.00055065745,-0.03875152,4024,4024,0,1,1
46214192,46213545,3670026,3670026,5.273154e-06,1.2259668e-06,-2.3532737e-05,0.0010463987,3.5828707e-06,-0.038862575,4023,4023,0,1,1
46715271,46714627,3670026,3670026,-1.3210333e-05,2.248905e-05,2.5045083e-05,0.0014058134,0.0005030427,-0.084462926,8684,8684,0,1,1
47214826,47214182,3670026,3670026,-1.6888894e-06,1.47881865e-05,4.8761653e-06,0.00062953366,0.00020942042,-0.039300438,4024,4024,0,1,1
47711116,47710478,3670026,3670026,5.6362405e-06,7.2115213e-06,8.250898e-08,0.00060536794,0.00019748816,-0.039264858,4025,4025,0,1,1
48211945,48211299,3670026,3670026,2.1187858e-05,4.9148017e-05,5.914054e-05,0.0012847986,0.00035291084,-0.03923086,4024,4024,0,1,1
48716703,48714886,3670026,3670026,1.5696547e-05,1.5352962e-05,7.622705e-05,0.0012372503,0.001074657,-0.039310202,4024,4024,0,1,1
49211692,49211055,3670026,3670026,-1.6407883e-05,-6.4706755e-06,3.5258196e-05,0.00071230554,0.00034523036,-0.038891338,4023,4023,0,1,1
49716069,49715398,3670026,3670026,2.5957766e-06,-2.4555177e-06,-1.2283305e-05,0.00014787361,0.00035198932,-0.039159242,4021,4021,0,1,1
50212959,50212322,3670026,3670026,3.9199986e-06,5.0923086e-06,3.520976e-06,0.0002777595,3.882383e-05,-0.03908586,4024,4024,0,1,1
50712679,50711886,3670026,3670026,1.1914215e-06,1.8269163e-06,7.702163e-06,0.00044410018,0.00014236309,-0.039277684,4023,4023,0,1,1
51213470,51212834,3670026,3670026,3.0964445e-06,3.563919e-06,1.3809264e-05,0.0005055054,0.00043943708,-0.039147712,4024,4024,0,1,1
51713185,51712398,3670026,3670026,-2.798397e-06,8.082967e-06,2.4386666e-06,0.0003373663,0.0001999565,-0.039185535,4023,4023,0,1,1
52213365,52212717,3670026,3670026,-0.001688163,6.427982e-05,0.001567461,-0.0012966765,0.00078357046,-0.039123375,4023,4023,0,1,1
52713766,52713036,3670026,3670026,-0.0024481048,-0.000657485,0.0002824087,0.0026011656,0.016829003,-0.033455737,4023,4023,0,1,1
53214619,53213983,3670026,3670026,-0.0021288677,-0.00044650782,0.0003133143,0.0014293047,0.028139018,-0.02969546,4023,4023,0,1,1
53714356,53713547,3670026,3670026,-0.0011654893,0.0014539271,0.00048697053,-0.0021579368,0.033392355,-0.009293162,4024,4024,0,1,1
54213775,54213111,3670026,3670026,-0.0035108512,0.002182301,-0.0009363812,0.0020561735,0.033767212,-0.017642317,4024,4024,0,1,1
54713311,54712675,3670026,3670026,-0.0013994498,0.0010726572,-0.0006032728,0.0017313121,0.036601983,-0.0134963645,4024,4024,0,1,1
55212878,55212239,3670026,3670026,-1.8427587e-05,-0.0002563742,0.00014177726,0.0015858004,0.03757113,-0.011634453,4024,4024,0,1,1
55711812,55711174,3670026,3670026,6.55616e-05,0.00010168091,-4.3784876e-05,0.0016437605,0.038685452,-0.010436618,4024,4024,0,1,1
56216795,56216144,3670026,3670026,4.1798503e-05,-8.851633e-05,3.507723e-05,0.0017610585,0.038249355,-0.010374162,4024,4024,0,1,1
56716692,56715708,3670026,3670026,3.9016762e-05,-0.00018854548,0.00041917444,0.0028626139,0.038184814,-0.009512311,4024,4024,0,1,1
57212516,57211877,3670026,3670026,-9.270742e-05,-9.461434e-05,-9.930312e-05,0.0015808168,0.038607292,-0.0093533695,4024,4024,0,1,1
57712213,57711566,3670026,3670026,-0.0003508151,0.00020818712,-0.00031226166,0.0013147745,0.03891104,-0.008359213,4024,4024,0,1,1
58212397,58211758,3670026,3670026,0.00020693468,-2.6001422e-05,-1.5608832e-05,0.0010992534,0.03895495,-0.007823427,4024,4024,0,1,1
58712616,58711950,3670026,3670026,-0.00012273257,0.00017146923,-0.00020663471,0.00068496674,0.039042253,-0.008030788,4024,4024,0,1,1
59216202,59215537,3670026,3670026,-3.417392e-05,3.6015517e-05,-9.4806026e-05,0.0009948615,0.038417157,-0.008880172,4023,4023,0,1,1
59715745,59715101,3670026,3670026,9.905259e-05,-0.00016113809,5.9404538e-05,3.0663585e-05,0.039324913,-0.006302189,4024,4024,0,1,1
60215456,60214790,3670026,3670026,6.05281e-05,-0.00014772535,8.0248385e-05,-0.00054149935,0.03829104,-0.007994694,4024,4024,0,1,1
60715627,60714982,3670026,3670026,0.00021278803,-0.00019146671,4.9344464e-05,-0.0016874871,0.038506098,-0.008159987,4023,4023,0,1,1
61212079,61211402,3670026,3670026,-2.805272e-05,-0.00017159116,-7.765469e-05,6.9865026e-05,0.038895205,-0.0075952755,4024,4024,0,1,1
61715752,61714989,3670026,3670026,-0.00029091028,0.00017766359,-0.00023954341,-0.000612117,0.039493542,-0.00669283,4024,4024,0,1,1
62214563,62213923,3670026,3670026,7.325616e-05,0.00024023984,-0.00017347412,-0.00025268472,0.039618894,-0.007323569,4023,4023,0,1,1
62714252,62713612,3670026,3670026,0.0002720182,0.00018083825,-0.00016830534,-0.0005519456,0.03898046,-0.00811762,4023,4023,0,1,1
63215069,63214433,3670026,3670026,-0.00023234652,0.00018332616,-4.6438137e-05,-0.00091040914,0.038739152,-0.007395995,4024,4024,0,1,1
63714633,63713996,3670026,3670026,0.00042023938,-0.00037132818,0.0010905759,0.000104919214,0.038839385,-0.007915309,4024,4024,0,1,1
64213568,64212931,3670026,3670026,0.00075223227,0.00023806225,0.00034935577,0.004483594,0.038014445,-0.008963013,4024,4024,0,1,1
64713891,64713248,3670026,3670026,0.010384981,0.0032590232,-0.002382078,0.0056893826,0.07077766,-0.037759654,8676,8676,0,1,1
65213573,65212937,3670026,3670026,0.0016443114,-0.0013857773,0.001750558,0.001661929,0.015789518,-0.038729656,4017,4017,0,1,1
65713418,65712500,3670026,3670026,0.0015928375,-0.0008369596,-0.0015171466,0.0016422175,0.0011264563,-0.039001036,4024,4024,0,1,1
66213344,66212692,3670026,3670026,-8.042494e-05,-0.00012690804,-0.0005393969,-0.0013894078,0.001560647,-0.039495945,4024,4024,0,1,1
66712891,66712255,3670026,3670026,-2.9934581e-05,-3.5576362e-05,9.817716e-05,0.0020821246,-0.00066147815,-0.039680474,4023,4023,0,1,1
67216878,67215843,3670026,3670026,9.0052135e-06,6.021159e-06,4.1027208e-05,0.00066613476,0.00029423906,-0.038907234,4023,4023,0,1,1
67712903,67712263,3670026,3670026,-1.6211703e-05,-1.9331863e-05,2.9918314e-05,0.0005092383,0.0007189142,-0.039107542,4023,4023,0,1,1
68213539,68212582,3670026,3670026,-3.847661e-06,3.325846e-05,1.4782779e-05,0.0006145959,0.00021072992,-0.039233156,4024,4024,0,1,1
68712800,68712147,3670026,3670026,5.974678e-07,-5.1624147e-06,1.5544661e-05,0.0005969695,0.00067274104,-0.039482567,4022,4022,0,1,1
69212982,69212343,3670026,3670026,1.950175e-06,7.2120165e-06,3.1233265e-06,0.00043793273,0.0002980399,-0.039576232,4027,4027,0,1,1
69716700,69716055,3670026,3670026,-1.3749446e-06,-2.4451496e-05,6.6597663e-06,0.00065008993,0.00044553308,-0.03910139,4024,4024,0,1,1
70216278,70215620,3670026,3670026,2.4797512e-06,2.256978e-05,3.4755299e-06,0.00095615286,0.00041155962,-0.039228175,4023,4023,0,1,1
70715833,70715185,3670026,3670026,2.983028e-06,1.2097861e-05,-3.3786422e-05,0.00018597224,0.00013069027,-0.039089758,4024,4024,0,1,1
71212150,71211481,3670026,3670026,1.5363252e-05,1.8812165e-05,2.16359e-05,0.0010200806,0.00079542364,-0.039251607,4024,4024,0,1,1
71711684,71711046,3670026,3670026,-5.07744e-06,2.7108064e-05,-6.070732e-06,0.0010878177,0.00046218158,-0.039714552,4024,4024,0,1,1
72215397,72214635,3670026,3670026,-6.0477764e-06,-5.576417e-06,-2.3349485e-05,0.0008487527,0.00063070294,-0.03930253,4024,4024,0,1,1
72712210,72711560,3670026,3670026,1.0485988e-05,-2.2198341e-05,-1.3807204e-05,0.00016455172,-0.00024963528,-0.03908608,4024,4024,0,1,1
73215943,73215149,3670026,3670026,-3.0045574e-06,3.5300425e-05,-5.680526e-06,0.00075390254,0.00024420666,-0.03928249,4023,4023,0,1,1
73716746,73716098,3670026,3670026,-2.2595099e-05,-6.204128e-05,-6.614527e-05,0.0018501956,0.00025829763,-0.03855661,4024,4024,0,1,1
74216462,74215664,3670026,3670026,2.7778708e-05,-1.4615003e-05,-2.048199e-05,0.0009509851,7.714428e-05,-0.039110355,4024,4024,0,1,1
74713352,74712715,3670026,3670026,-1.2586553e-05,-1.7433647e-05,-7.712272e-05,0.00077202934,-0.0002811714,-0.03992548,4024,4024,0,1,1
75213082,75212281,3670026,3670026,-3.1633178e-06,3.9670676e-06,-2.9135987e-05,0.0013087313,0.00010618254,-0.039367154,4020,4020,0,1,1
75713116,75712476,3670026,3670026,6.069945e-06,1.9219464e-05,2.8343558e-05,0.0009811057,0.0005032951,-0.039324936,4021,4021,0,1,1
76213576,76212670,3670026,3670026,-1.5249178e-06,7.816166e-06,5.1964394e-06,0.0008203616,0.0008386363,-0.039122358,4023,4023,0,1,1
76713514,76712874,3670026,3670026,2.0367252e-05,-3.2584572e-05,-1.8606331e-06,0.00045258636,-4.805428e-05,-0.039232254,4032,4032,0,1,1
77213069,77212432,3670026,3670026,3.6733452e-06,5.0795798e-06,4.488091e-06,0.00048838137,0.00040754981,-0.0389456,4023,4023,0,1,1
77714027,77713381,3670026,3670026,3.4668e-08,-4.285014e-06,-5.042546e-06,0.0005637115,0.00018933078,-0.039130118,4024,4024,0,1,1
78214348,78213702,3670026,3670026,6.325002e-06,9.994716e-07,9.797418e-06,0.0005423901,0.00034776988,-0.039212197,4024,4024,0,1,1
78714663,78714023,3670026,3670026,3.620728e-06,-2.508648e-06,6.207477e-06,0.00028988745,0.00032407406,-0.039299145,4024,4024,0,1,1
79214235,79213589,3670026,3670026,3.0009323e-06,7.3892265e-06,-9.5086824e-07,0.00071173365,0.00024615222,-0.039197568,4024,4024,0,1,1
79713872,79713157,3670026,3670026,6.830847e-06,4.352396e-06,3.915494e-06,0.00055239646,0.00026015763,-0.039267745,4025,4025,0,1,1
80214618,80213980,3670026,3670026,-2.7365525e-06,2.9570924e-06,-2.9125858e-06,0.0006499078,0.0003074632,-0.039188843,4024,4024,0,1,1
80714494,80713672,3670026,3670026,7.3852743e-07,3.8537705e-06,-2.2250251e-06,0.00060280086,0.00036121748,-0.039202906,4024,4024,0,1,1
81214004,81213365,3670026,3670026,-2.1270125e-06,1.39141375e-05,7.975693e-06,0.0006876352,0.00046863366,-0.039119344,4024,4024,0,1,1
81713569,81712931,3670026,3670026,2.9084265e-06,6.319077e-07,1.1783436e-06,0.00037601212,0.00031447277,-0.03924694,4023,4023,0,1,1
82213290,82212498,3670026,3670026,9.357714e-06,1.4216233e-06,-3.7771227e-07,0.00059526507,0.0003057995,-0.039150655,4024,4024,0,1,1
82713336,82712694,3670026,3670026,-6.302098e-05,6.554407e-05,-0.00021780745,0.0014671513,-0.0021961448,-0.039736763,4024,4024,0,1,1
83213025,83212387,3670026,3670026,9.148014e-06,-0.00012423653,0.00016081304,-0.00021229674,-0.00020610813,-0.039817452,4024,4024,0,1,1
83716758,83715977,3670026,3670026,1.11344225e-05,0.00017464941,-9.5314375e-05,-2.2255335e-05,-0.00033074332,-0.038832966,4023,4023,0,1,1
84216189,84215545,3670026,3670026,2.1592892e-05,1.4006811e-05,-0.00032226343,0.001688649,-0.0005355373,-0.038748853,4024,4024,0,1,1
84715752,84715112,3670026,3670026,0.00011334345,-0.00014656404,0.00017538812,0.001274773,0.0019385125,-0.039266296,4023,4023,0,1,1
85212549,85211911,3670026,3670026,7.711376e-05,-0.000115779934,0.00018562101,0.0009852288,0.0016746133,-0.038768563,4024,4024,0,1,1
85712746,85712104,3670026,3670026,-3.3860504e-06,-7.138455e-05,0.00010424884,-0.001672347,-0.00048536403,-0.03831825,4020,4020,0,1,1
86217089,86216450,3670026,3670026,-1.4950862e-05,5.857515e-05,1.0863562e-05,5.918986e-05,0.00073301117,-0.03938839,4023,4023,0,1,1
86712635,86711995,3670026,3670026,1.61081e-05,2.6567976e-05,-6.209937e-05,5.6398796e-05,0.00090949173,-0.03908085,4024,4024,0,1,1
87213582,87212946,3670026,3670026,-8.5906366e-05,-0.00035536924,8.282133e-05,-0.00019917062,0.0018609286,-0.042419743,4023,4023,0,1,1
87713823,87713143,3670026,3670026,0.00048814353,0.0021285722,0.0011267719,-0.0026800686,0.005055494,-0.043353796,4023,4023,0,1,1
88214105,88213467,3670026,3670026,-0.0029259792,-0.00048828116,0.0055143554,0.0033574298,0.0107999435,-0.031779245,4024,4024,0,1,1
88713797,88713159,3670026,3670026,-0.0010792828,-0.0025541403,0.0073413933,0.0044172416,0.0015817755,-0.039125107,4023,4023,0,1,1
89214763,89214117,3670026,3670026,-0.0015629915,-0.0013710429,0.004749071,0.0032422727,0.009708485,-0.042900432,4031,4031,0,1,1
89714313,89713677,3670026,3670026,0.00021124048,-1.02855765e-05,-0.0021597843,0.008115787,0.006583569,-0.03707792,4024,4024,0,1,1
90214020,90213244,3670026,3670026,0.00033985788,0.0008713331,-0.003184688,0.0043381476,0.00382652,-0.035777397,4024,4024,0,1,1
90714207,90713565,3670026,3670026,-0.00023473788,0.0011013532,-0.0031763886,0.0020845637,0.002611943,-0.037562158,4024,4024,0,1,1
91214594,91213760,3670026,3670026,0.001438845,-0.00013356781,-0.004879916,0.00085034035,-0.0011297874,-0.039446637,4023,4023,0,1,1
91714594,91713955,3670026,3670026,8.432723e-05,-0.0010483719,-0.00092878693,0.0013021234,0.0016142869,-0.045675285,4023,4023,0,1,1
92214290,92213648,3670026,3670026,0.0008934346,-0.00046839088,-0.0010891437,-0.0022748744,-0.0011800337,-0.043286372,4024,4024,0,1,1
