timestamp,mag_inconsistency_angle
185678614,0.25092953
186178551,0.25568768
186678659,0.23727332
187178624,0.22972615
187678552,0.26098862
188178528,0.25280264
188678552,0.24765487
189178769,0.24149993
189678552,0.2372479
190178793,0.2505795
190678768,0.25940758
191178551,0.2504372
191678532,0.24473786
192178533,0.22811978
192678544,0.2505668
193178535,0.2611209
193678531,0.2534222
194178538,0.24327174
194678528,0.23711473
195178557,0.24488224
195678528,0.24810386
196178538,0.2566735
196678566,0.23486441
197178571,0.24018854
197678543,0.25301158
198178558,0.25584546
198678645,0.24413525
199178576,0.23051184
199678681,0.24687886
200178628,0.24894862
200678534,0.2636807
201178532,0.2416175
201678573,0.23024741
202178809,0.23228237
202678561,0.26052982
203178530,0.24463294
203678824,0.23167968
204178552,0.24284378
204678616,0.24397989
205178590,0.24707508
205678531,0.25344643
206178530,0.24504302
206678615,0.2436777
206988672,0.24810323
307988527,0.28040498
308028713,0.3085953
308488528,0.26836354
