timestamp,bias_x[0],bias_x[1],bias_x[2],bias_x[3],bias_y[0],bias_y[1],bias_y[2],bias_y[3],bias_z[0],bias_z[1],bias_z[2],bias_z[3],valid[0],valid[1],valid[2],valid[3],stable[0],stable[1],stable[2],stable[3]
4394152,0.0006001154,0.0,0.0,0.0,-0.00068197143,0.0,0.0,0.0,-0.00023419771,0.0,0.0,0.0,0,0,0,0,0,0,0,0
4594137,0.0004952672,0.0,0.0,0.0,-0.0007060237,0.0,0.0,0.0,-0.00031893988,0.0,0.0,0.0,0,0,0,0,0,0,0,0
4794139,0.0004665116,0.0,0.0,0.0,-0.0007135996,0.0,0.0,0.0,-0.00031146844,0.0,0.0,0.0,0,0,0,0,0,0,0,0
4995247,0.0004901803,0.0,0.0,0.0,-0.0007375573,0.0,0.0,0.0,-0.00033330906,0.0,0.0,0.0,0,0,0,0,0,0,0,0
5194138,0.0001393291,0.0,0.0,0.0,-0.0007272413,0.0,0.0,0.0,-0.00037494453,0.0,0.0,0.0,0,0,0,0,0,0,0,0
5394845,-0.0002178193,0.0,0.0,0.0,-0.00028928544,0.0,0.0,0.0,-0.00039704124,0.0,0.0,0.0,0,0,0,0,0,0,0,0
5594138,-0.00028008164,0.0,0.0,0.0,-0.00026826863,0.0,0.0,0.0,-0.00036109114,0.0,0.0,0.0,0,0,0,0,0,0,0,0
5794139,-9.287636e-05,0.0,0.0,0.0,-0.00041556824,0.0,0.0,0.0,-0.0003823127,0.0,0.0,0.0,0,0,0,0,0,0,0,0
5994138,2.4534353e-05,0.0,0.0,0.0,-0.0005221678,0.0,0.0,0.0,-0.0004188317,0.0,0.0,0.0,0,0,0,0,0,0,0,0
6194143,3.9598235e-05,0.0,0.0,0.0,-0.0005494605,0.0,0.0,0.0,-0.00040631005,0.0,0.0,0.0,0,0,0,0,0,0,0,0
6394137,9.155609e-05,0.0,0.0,0.0,-0.0006821074,0.0,0.0,0.0,-0.0003972666,0.0,0.0,0.0,0,0,0,0,0,0,0,0
6594139,0.00010039817,0.0,0.0,0.0,-0.0007727837,0.0,0.0,0.0,-0.00034202499,0.0,0.0,0.0,0,0,0,0,0,0,0,0
6794889,0.00025849088,0.0,0.0,0.0,-0.0008026771,0.0,0.0,0.0,-0.00028415522,0.0,0.0,0.0,0,0,0,0,0,0,0,0
6994138,0.00041979563,0.0,0.0,0.0,-0.00085793395,0.0,0.0,0.0,-0.00029350902,0.0,0.0,0.0,0,0,0,0,0,0,0,0
7194138,0.0004219207,0.0,0.0,0.0,-0.0008279235,0.0,0.0,0.0,-0.00029417282,0.0,0.0,0.0,0,0,0,0,0,0,0,0
7394137,0.00048223636,0.0,0.0,0.0,-0.00082619715,0.0,0.0,0.0,-0.00026700093,0.0,0.0,0.0,0,0,0,0,0,0,0,0
7594139,0.000434252,0.0,0.0,0.0,-0.0008612591,0.0,0.0,0.0,-0.00027953187,0.0,0.0,0.0,0,0,0,0,0,0,0,0
7794138,0.00038638423,0.0,0.0,0.0,-0.00090568454,0.0,0.0,0.0,-0.0004326114,0.0,0.0,0.0,0,0,0,0,0,0,0,0
7994138,0.00035470352,0.0,0.0,0.0,-0.0009360714,0.0,0.0,0.0,-0.00044566396,0.0,0.0,0.0,0,0,0,0,0,0,0,0
8214399,0.00036971056,-5.1523352e-06,0.0,0.0,-0.00094511604,-4.70339e-06,0.0,0.0,-0.00044735897,-1.8257599e-06,0.0,0.0,0,0,0,0,0,0,0,0
8414137,0.00042225415,-1.2718538e-05,0.0,0.0,-0.0010242542,3.8292333e-07,0.0,0.0,-0.0002872095,-1.6828883e-05,0.0,0.0,0,0,0,0,0,0,0,0
8614373,0.00024536453,-2.8583763e-05,0.0,0.0,-0.0011108897,4.249182e-07,0.0,0.0,-0.00032580816,-1.3084084e-05,0.0,0.0,0,0,0,0,0,0,0,0
8814140,0.00027257347,-3.6596484e-05,0.0,0.0,-0.0010936382,-1.0396596e-05,0.0,0.0,-0.00031674185,-1.1946675e-05,0.0,0.0,0,0,0,0,0,0,0,0
9018898,0.00025991647,-5.6847377e-05,0.0,0.0,-0.0010751197,-5.6603867e-06,0.0,0.0,-0.00026339164,-1.0049057e-05,0.0,0.0,0,0,0,0,0,0,0,0
9215500,0.00026520848,-1.0190966e-05,0.0,0.0,-0.0009245188,-3.1230638e-07,0.0,0.0,-0.00041645198,-3.730794e-05,0.0,0.0,0,0,0,0,0,0,0,0
9414137,0.00033110866,-5.667268e-05,0.0,0.0,-0.00095378165,7.4293976e-06,0.0,0.0,-0.0004043391,-5.29124e-05,0.0,0.0,0,0,0,0,0,0,0,0
9615089,0.0003287259,-4.79713e-05,0.0,0.0,-0.0010630587,-3.2429043e-06,0.0,0.0,-0.00037875274,-5.8228117e-05,0.0,0.0,0,0,0,0,0,0,0,0
9814152,0.00030778523,5.3273543e-05,0.0,0.0,-0.0012074029,-3.1242067e-05,0.0,0.0,-0.00039557356,-5.652979e-05,0.0,0.0,0,0,0,0,0,0,0,0
10014185,0.000100240155,0.00010594884,0.0,0.0,-0.0007515565,-8.688769e-05,0.0,0.0,-0.00040235574,-5.441019e-05,0.0,0.0,0,0,0,0,0,0,0,0
10214143,0.00018697682,9.985335e-05,0.0,0.0,-0.0006367171,-9.549803e-05,0.0,0.0,-0.0003591217,-5.8145768e-05,0.0,0.0,0,0,0,0,0,0,0,0
10414137,0.00019583278,9.72682e-05,0.0,0.0,-0.0007858686,-8.7584645e-05,0.0,0.0,-0.00035058515,-5.4311146e-05,0.0,0.0,0,0,0,0,0,0,0,0
10615384,0.00023916058,0.00010142669,0.0,0.0,-0.0008208394,-9.4316536e-05,0.0,0.0,-0.00037019313,-4.9696762e-05,0.0,0.0,0,0,0,0,0,0,0,0
10814138,0.0002927966,9.6979384e-05,0.0,0.0,-0.0009548167,-7.68516e-05,0.0,0.0,-0.00037182108,-5.254316e-05,0.0,0.0,0,0,0,0,0,0,0,0
11014179,0.00026488435,9.977312e-05,0.0,0.0,-0.0009975511,-9.6184485e-05,0.0,0.0,-0.00037698264,-5.2448955e-05,0.0,0.0,0,0,0,0,0,0,0,0
11214138,0.00029958985,0.00010553073,0.0,0.0,-0.00094500184,-0.0001003447,0.0,0.0,-0.0003453816,-4.995357e-05,0.0,0.0,0,0,0,0,0,0,0,0
11414136,0.00030226973,9.305202e-05,0.0,0.0,-0.00085114734,-9.8854856e-05,0.0,0.0,-0.00032767715,-5.260131e-05,0.0,0.0,0,0,0,0,0,0,0,0
11614146,0.000360905,0.00010524533,0.0,0.0,-0.00084312033,-8.5274914e-05,0.0,0.0,-0.00031929466,-5.584025e-05,0.0,0.0,0,0,0,0,0,0,0,0
11814138,0.00029942137,8.144113e-05,0.0,0.0,-0.0008429162,-6.943676e-05,0.0,0.0,-0.0003551806,-5.2127103e-05,0.0,0.0,0,0,0,0,0,0,0,0
12015443,0.0003206886,0.00011505639,0.0,0.0,-0.000838353,-4.9869705e-05,0.0,0.0,-0.0004224893,-4.9806713e-05,0.0,0.0,0,0,0,0,0,0,0,0
12214139,0.0003766814,0.00015463689,0.0,0.0,-0.0009067502,-0.00012679423,0.0,0.0,-0.0004155751,-5.458971e-05,0.0,0.0,0,0,0,0,0,0,0,0
12414188,0.000107746484,0.00016055167,0.0,0.0,-0.0009250283,-0.00010360132,0.0,0.0,-0.00042743632,-6.324869e-05,0.0,0.0,0,0,0,0,0,0,0,0
12614144,3.8383045e-05,0.00014250143,0.0,0.0,-0.0009702304,-3.0819585e-05,0.0,0.0,-0.0004317679,-5.3694817e-05,0.0,0.0,0,0,0,0,0,0,0,0
12814142,4.3783155e-05,0.00013779783,0.0,0.0,-0.00080868707,-4.570378e-05,0.0,0.0,-0.00046072068,-6.422004e-05,0.0,0.0,0,0,0,0,0,0,0,0
13014151,-0.00024796565,0.00021042216,0.0,0.0,-0.0008705391,-3.200582e-05,0.0,0.0,-0.00036218335,-0.0001397944,0.0,0.0,0,0,0,0,0,0,0,0
13214137,-0.0002146519,0.0002519456,0.0,0.0,-0.0010814031,-3.3324082e-05,0.0,0.0,-0.00036921917,-0.00015112934,0.0,0.0,0,0,0,0,0,0,0,0
13416030,-0.0004795643,0.00024190088,0.0,0.0,-0.0012135513,6.7595276e-05,0.0,0.0,-0.0003129738,-0.000107934145,0.0,0.0,0,0,0,0,0,0,0,0
13614136,-0.00050742435,0.00034379162,0.0,0.0,0.0003292268,-2.825943e-05,0.0,0.0,3.5122925e-05,-0.0001018945,0.0,0.0,0,0,0,0,0,0,0,0
13814676,-0.00034666277,0.00036470097,0.0,0.0,0.0005735413,-1.3233963e-05,0.0,0.0,9.612615e-06,-9.339265e-05,0.0,0.0,0,0,0,0,0,0,0,0
14014137,-0.00017840303,0.0003730538,0.0,0.0,0.0005161399,-3.683938e-05,0.0,0.0,1.3388803e-06,-6.132113e-05,0.0,0.0,0,0,0,0,0,0,0,0
14214137,-0.00018319125,0.00036138215,0.0,0.0,0.0005307445,-5.4814594e-05,0.0,0.0,-1.627765e-05,-5.6619934e-05,0.0,0.0,0,0,0,0,0,0,0,0
14414158,-0.00023352273,0.00035307038,0.0,0.0,0.0005626258,-7.409307e-05,0.0,0.0,7.402229e-05,-4.9073715e-05,0.0,0.0,0,0,0,0,0,0,0,0
14614137,-0.0006758466,0.00029812896,0.0,0.0,0.000621767,-7.8293684e-05,0.0,0.0,6.345899e-05,-5.7744706e-05,0.0,0.0,0,0,0,0,0,0,0,0
14815999,-0.0015345793,0.000118565025,0.0,0.0,0.00074944145,-8.7817716e-05,0.0,0.0,0.00012078318,-8.141757e-05,0.0,0.0,0,0,0,0,0,0,0,0
15014137,-0.0015000452,0.00010456859,0.0,0.0,0.0014479477,-0.000101115125,0.0,0.0,0.0002882828,-6.9690126e-05,0.0,0.0,0,0,0,0,0,0,0,0
15215012,-0.0014029235,0.00010490014,0.0,0.0,0.0013940533,-0.00012696473,0.0,0.0,0.0002979535,-5.027533e-05,0.0,0.0,0,0,0,0,0,0,0,0
15414136,-0.0013421989,0.00012146124,0.0,0.0,0.0014040367,-0.00012631244,0.0,0.0,0.0003843675,-4.2233216e-05,0.0,0.0,0,0,0,0,0,0,0,0
15614183,-0.0012037467,0.00016230706,0.0,0.0,0.0012064672,-0.0001357172,0.0,0.0,0.00037190368,-4.9110167e-05,0.0,0.0,0,0,0,0,0,0,0,0
15814297,-0.0014030716,0.00014646721,0.0,0.0,0.0013183908,-0.00010597594,0.0,0.0,0.00036384191,-4.8495913e-05,0.0,0.0,0,0,0,0,0,0,0,0
16014136,-0.0013008971,0.0001376955,0.0,0.0,0.0010556772,-0.00014216255,0.0,0.0,0.0005368218,-3.0045208e-05,0.0,0.0,0,0,0,0,0,0,0,0
16215187,-0.0013834661,0.00012908128,0.0,0.0,0.0009390351,-8.4211526e-05,0.0,0.0,0.00090493297,1.6349135e-05,0.0,0.0,0,0,0,0,0,0,0,0
16414137,-0.0017321346,0.00028545543,0.0,0.0,0.0015259084,-1.3901195e-05,0.0,0.0,0.00095976616,2.7263093e-05,0.0,0.0,0,0,0,0,0,0,0,0
16614214,-0.0017117182,0.0002999012,0.0,0.0,0.0015480225,-0.00012153214,0.0,0.0,0.0009887515,2.0278312e-05,0.0,0.0,0,0,0,0,0,0,0,0
16814137,-0.0017116087,0.00031100586,0.0,0.0,0.0012308611,-0.0001422926,0.0,0.0,0.0010188633,1.8495366e-05,0.0,0.0,0,0,0,0,0,0,0,0
17014137,-0.0017441519,0.0003170069,0.0,0.0,0.0010901113,-0.00020708294,0.0,0.0,0.00096631213,-5.3025988e-06,0.0,0.0,0,0,0,0,0,0,0,0
17214171,-0.0016820953,0.0003299495,0.0,0.0,0.0011014746,-0.00017782656,0.0,0.0,0.00092220027,-1.4708032e-05,0.0,0.0,0,0,0,0,0,0,0,0
17414138,-0.0016788214,0.0003293528,0.0,0.0,0.0011118908,-0.00017337516,0.0,0.0,0.00093758816,-1.50383785e-05,0.0,0.0,0,0,0,0,0,0,0,0
17615476,-0.0016664749,0.00031059253,0.0,0.0,0.0010758882,-0.00018037941,0.0,0.0,0.0009478217,-1.9270443e-05,0.0,0.0,0,0,0,0,0,0,0,0
17814138,-0.0016094407,0.00033365376,0.0,0.0,0.0010818964,-0.00020523909,0.0,0.0,0.00096209825,-1.9918634e-05,0.0,0.0,0,0,0,0,0,0,0,0
18014462,-0.001610067,0.00031218745,0.0,0.0,0.0010775975,-0.00018596926,0.0,0.0,0.0010137545,-3.2404078e-05,0.0,0.0,0,0,0,0,0,0,0,0
18214137,-0.0015794298,0.00029184515,0.0,0.0,0.0010452811,-0.00018428109,0.0,0.0,0.0009296253,-2.8145698e-05,0.0,0.0,0,0,0,0,0,0,0,0
18414856,-0.0013717468,0.0002723456,0.0,0.0,0.0009816659,-0.00019227387,0.0,0.0,0.0009383982,-3.854913e-05,0.0,0.0,0,0,0,0,0,0,0,0
18614174,-0.0014915643,0.00023455922,0.0,0.0,0.0009367843,-0.00021158377,0.0,0.0,0.0008357401,-4.3398228e-05,0.0,0.0,0,0,0,0,0,0,0,0
18814164,-0.0014766101,0.00021750557,0.0,0.0,0.00093557587,-0.00020164378,0.0,0.0,0.000836479,-4.5054374e-05,0.0,0.0,0,0,0,0,0,0,0,0
19015540,-0.0015356569,0.000225585,0.0,0.0,0.0009286716,-0.00023070234,0.0,0.0,0.0008570581,-4.098521e-05,0.0,0.0,0,0,0,0,0,0,0,0
19214141,-0.001567415,0.00023376386,0.0,0.0,0.00091365236,-0.00022686078,0.0,0.0,0.00082214177,-5.0634822e-05,0.0,0.0,0,0,0,0,0,0,0,0
19415125,-0.0014906385,0.00023075865,0.0,0.0,0.00091651117,-0.00023577681,0.0,0.0,0.00082123827,-5.2703483e-05,0.0,0.0,0,0,0,0,0,0,0,0
19614147,-0.0014511914,0.0002256202,0.0,0.0,0.0008659446,-0.0002210447,0.0,0.0,0.00059820176,-1.7517432e-05,0.0,0.0,0,0,0,0,0,0,0,0
19814375,-0.0012642315,0.0002721558,0.0,0.0,0.00081760576,-0.00013999303,0.0,0.0,0.000788235,-3.363695e-05,0.0,0.0,0,0,0,0,0,0,0,0
20014137,-0.0010727493,0.00021768115,0.0,0.0,0.0010377436,-0.000108221844,0.0,0.0,0.0007798586,-4.4834138e-05,0.0,0.0,0,0,0,0,0,0,0,0
20214138,-0.0009387482,0.00019617488,0.0,0.0,0.0002178093,-7.422057e-05,0.0,0.0,0.0007251712,-9.017108e-05,0.0,0.0,0,0,0,0,0,0,0,0
20415548,-0.00072502095,0.0001662142,0.0,0.0,8.639443e-05,-0.0001348694,0.0,0.0,0.000526788,-7.066415e-05,0.0,0.0,0,0,0,0,0,0,0,0
20614137,-0.0005424322,0.00012854088,0.0,0.0,-8.5191416e-05,-0.000110050576,0.0,0.0,0.0006418178,-8.9198715e-05,0.0,0.0,0,0,0,0,0,0,0,0
20814778,-0.00035199904,0.0001510818,0.0,0.0,-9.0921116e-05,-0.00014207675,0.0,0.0,0.0007244622,-4.416822e-05,0.0,0.0,0,0,0,0,0,0,0,0
21014136,-0.00025749556,0.00014370524,0.0,0.0,-0.0003013074,-0.00020132307,0.0,0.0,0.0007538271,-5.0541887e-05,0.0,0.0,0,0,0,0,0,0,0,0
21214369,-0.0002360703,0.00013169736,0.0,0.0,-0.00033554772,-0.00020122514,0.0,0.0,0.0008398124,-3.630337e-05,0.0,0.0,0,0,0,0,0,0,0,0
21414136,-0.00023361336,0.00011950395,0.0,0.0,-0.0003662278,-0.00021811562,0.0,0.0,0.0008573088,-4.501505e-05,0.0,0.0,0,0,0,0,0,0,0,0
21614137,-0.00027697862,0.000109572495,0.0,0.0,-0.00035823495,-0.00021389595,0.0,0.0,0.0008648649,-4.107188e-05,0.0,0.0,0,0,0,0,0,0,0,0
21816195,-0.00026833752,9.0561305e-05,0.0,0.0,-0.0004150557,-0.00018724673,0.0,0.0,0.00087408576,-2.41648e-05,0.0,0.0,0,0,0,0,0,0,0,0
22014153,-0.00023371361,9.3879185e-05,0.0,0.0,-0.00020825678,-0.00018514974,0.0,0.0,0.00086976326,-3.481417e-05,0.0,0.0,0,0,0,0,0,0,0,0
22214589,-0.00023301525,8.870206e-05,0.0,0.0,-0.00013954166,-0.00020327701,0.0,0.0,0.0008623667,-2.8055527e-05,0.0,0.0,0,0,0,0,0,0,0,0
22414141,-0.0001781554,0.000100117846,0.0,0.0,0.0003160514,-0.0001971185,0.0,0.0,0.00083482236,-2.1075888e-05,0.0,0.0,0,0,0,0,0,0,0,0
22614926,-0.0001322216,0.00012137077,0.0,0.0,0.0002538787,-0.0002142126,0.0,0.0,0.00085282244,-2.7448048e-05,0.0,0.0,0,0,0,0,0,0,0,0
22814170,-0.00014272597,0.000107406115,0.0,0.0,0.00064896175,-0.00022778349,0.0,0.0,0.0005345058,-1.7397097e-05,0.0,0.0,0,0,0,0,0,0,0,0
23014138,-0.0001298498,0.000110744826,0.0,0.0,0.000647066,-0.00022309055,0.0,0.0,0.00049172965,-1.2424419e-05,0.0,0.0,0,0,0,0,0,0,0,0
23216109,3.90536e-05,9.989189e-05,0.0,0.0,0.0004529407,-0.00020508759,0.0,0.0,0.0004712803,-3.0279567e-05,0.0,0.0,0,0,0,0,0,0,0,0
23414137,0.000111259265,9.1441216e-05,0.0,0.0,0.00031689976,-0.00020285397,0.0,0.0,0.00041734704,-3.126235e-05,0.0,0.0,0,0,0,0,0,0,0,0
23614514,0.00013104732,0.00010200111,0.0,0.0,0.00029615755,-0.00017902418,0.0,0.0,0.00035754585,-7.359642e-05,0.0,0.0,0,0,0,0,0,0,0,0
23814139,0.00017637614,0.00010174294,0.0,0.0,0.00024667403,-0.00020550702,0.0,0.0,0.0004095871,-7.081291e-05,0.0,0.0,0,0,0,0,0,0,0,0
24014326,0.00020605951,9.9593075e-05,0.0,0.0,0.0002536718,-0.00020823572,0.0,0.0,0.00041178623,-6.963373e-05,0.0,0.0,0,0,0,0,0,0,0,0
24214136,0.00025177456,0.00012996982,0.0,0.0,0.0003766473,-0.00019745654,0.0,0.0,0.0003427322,-6.433863e-05,0.0,0.0,0,0,0,0,0,0,0,0
24414137,0.00026984361,0.00012671182,0.0,0.0,0.00039632688,-0.00018957493,0.0,0.0,0.00038104478,-6.2513485e-05,0.0,0.0,0,0,0,0,0,0,0,0
24615448,0.0002365617,0.0001325738,0.0,0.0,0.00040587934,-0.0001897613,0.0,0.0,0.00038715487,-4.3484175e-05,0.0,0.0,0,0,0,0,0,0,0,0
24814137,0.00025964453,0.00012965995,0.0,0.0,0.00038955195,-0.00018748522,0.0,0.0,0.00038478206,-4.2731932e-05,0.0,0.0,0,0,0,0,0,0,0,0
25015361,0.00047922906,0.00012954578,0.0,0.0,0.00020318087,-0.00018166818,0.0,0.0,0.0003768516,-3.67026e-05,0.0,0.0,0,0,0,0,0,0,0,0
25214367,0.0005626229,0.0001251804,0.0,0.0,0.000101425954,-0.0001862837,0.0,0.0,0.00038944988,-3.999858e-05,0.0,0.0,0,0,0,0,0,0,0,0
25414580,0.000512403,0.00012438872,0.0,0.0,0.00017399077,-0.00020052519,0.0,0.0,0.00037984055,-2.7542192e-05,0.0,0.0,0,0,0,0,0,0,0,0
25614138,0.0003107988,0.00010513094,0.0,0.0,-0.0012517466,-0.00014969168,0.0,0.0,0.00024369944,-3.4339148e-05,0.0,0.0,0,0,0,0,0,0,0,0
25814137,-3.9663115e-05,0.00010224889,0.0,0.0,-0.0026279096,-9.560259e-06,0.0,0.0,0.00020092398,-2.6374266e-05,0.0,0.0,0,0,0,0,0,0,0,0
26015646,-0.00016856627,-0.00021392862,0.0,0.0,-0.002171248,3.5625475e-05,0.0,0.0,8.867021e-05,-3.09096e-05,0.0,0.0,0,0,0,0,0,0,0,0
26214137,-9.628398e-06,-8.393673e-05,0.0,0.0,-0.0025404214,-5.7755526e-05,0.0,0.0,0.00011411155,-2.2552951e-05,0.0,0.0,0,0,0,0,0,0,0,0
26414528,-0.00034918782,-3.5766017e-05,0.0,0.0,-0.0023673102,-3.174636e-05,0.0,0.0,0.00012261454,-1.788211e-05,0.0,0.0,0,0,0,0,0,0,0,0
26614137,-0.00019810832,0.00015527486,0.0,0.0,-0.0026911215,0.00012037397,0.0,0.0,0.0008717905,-5.5026412e-05,0.0,0.0,0,0,0,0,0,0,0,0
26814328,0.00019046347,0.0002931555,0.0,0.0,-0.0036465821,0.00032329204,0.0,0.0,0.0010341774,-5.907619e-05,0.0,0.0,0,0,0,0,0,0,0,0
27014136,-5.226262e-05,0.00022853697,0.0,0.0,-0.0034737457,0.0002928978,0.0,0.0,0.001519345,-6.3617954e-05,0.0,0.0,0,0,0,0,0,0,0,0
27214137,-0.00010965491,0.000224496,0.0,0.0,-0.0035387168,0.00042538374,0.0,0.0,0.0015902617,-0.0001996498,0.0,0.0,0,0,0,0,0,0,0,0
27416422,-9.353486e-05,0.00020550982,0.0,0.0,-0.0035021738,0.0004272084,0.0,0.0,0.001570287,-0.00020309007,0.0,0.0,0,0,0,0,0,0,0,0
27614139,-8.318553e-05,0.00018757443,0.0,0.0,-0.0035263984,0.00042768274,0.0,0.0,0.0015940343,-0.00024871042,0.0,0.0,0,0,0,0,0,0,0,0
27814703,-6.467807e-05,0.00019047102,0.0,0.0,-0.0036017238,0.00041580744,0.0,0.0,0.0016089372,-0.0002587136,0.0,0.0,0,0,0,0,0,0,0,0
28014137,-0.00029236395,0.00031200695,0.0,0.0,-0.0033667095,0.0003382189,0.0,0.0,0.0016212775,-0.00019567294,0.0,0.0,0,0,0,0,0,0,0,0
28215114,-0.00046058913,0.00033044763,0.0,0.0,-0.0020346278,0.00033165346,0.0,0.0,0.00185287,-0.0002004403,0.0,0.0,0,0,0,0,0,0,0,0
28414137,-0.00062126474,0.00030555762,0.0,0.0,-0.0023538927,0.00024049389,0.0,0.0,0.0017839567,-0.0001932634,0.0,0.0,0,0,0,0,0,0,0,0
28614138,-0.0005526651,0.00026019927,0.0,0.0,-0.0025715574,0.00030979788,0.0,0.0,0.0017438198,-0.0001946065,0.0,0.0,0,0,0,0,0,0,0,0
28816367,-0.00051320274,0.00027103155,0.0,0.0,-0.0027860322,0.00029953755,0.0,0.0,0.0017625538,-0.00020429386,0.0,0.0,0,0,0,0,0,0,0,0
29014163,-0.00053902576,0.00029185868,0.0,0.0,-0.002759929,0.00029125443,0.0,0.0,0.0017797482,-0.00019832244,0.0,0.0,0,0,0,0,0,0,0,0
29214552,-0.00051628373,0.00027991965,0.0,0.0,-0.002709998,0.00027237367,0.0,0.0,0.001742772,-0.00019260655,0.0,0.0,0,0,0,0,0,0,0,0
29414136,-0.00047192903,0.00029495504,0.0,0.0,-0.0026746925,0.00026781415,0.0,0.0,0.0016791394,-0.00015802831,0.0,0.0,0,0,0,0,0,0,0,0
29614485,-0.0005298121,0.00032775957,0.0,0.0,-0.0026392613,0.00027204672,0.0,0.0,0.0016151544,-0.0001677444,0.0,0.0,0,0,0,0,0,0,0,0
29814136,-0.0005986587,0.0003325022,0.0,0.0,-0.002688575,0.000247438,0.0,0.0,0.0016159584,-0.00017912032,0.0,0.0,0,0,0,0,0,0,0,0
30014190,-0.0004921416,0.00034287636,0.0,0.0,-0.0026329192,0.000250039,0.0,0.0,0.0018290147,-0.00018131787,0.0,0.0,0,0,0,0,0,0,0,0
30215611,-0.00046224735,0.00033758814,0.0,0.0,-0.0026648112,0.0002571601,0.0,0.0,0.0016394381,-0.0001834215,0.0,0.0,0,0,0,0,0,0,0,0
30414139,-0.00051705533,0.00035226633,0.0,0.0,-0.002567344,0.00024795765,0.0,0.0,0.001802666,-0.00019061312,0.0,0.0,0,0,0,0,0,0,0,0
30614603,-0.0005278578,0.0003550899,0.0,0.0,-0.0025769025,0.00026638777,0.0,0.0,0.0018450463,-0.00019468908,0.0,0.0,0,0,0,0,0,0,0,0
30814170,-0.0005086202,0.00035037013,0.0,0.0,-0.0025814555,0.00027043407,0.0,0.0,0.0018467734,-0.00017615232,0.0,0.0,0,0,0,0,0,0,0,0
31014606,-0.00045447177,0.0003576986,0.0,0.0,-0.0025823521,0.00024317626,0.0,0.0,0.001890443,-0.00018374166,0.0,0.0,0,0,0,0,0,0,0,0
31214137,-0.0004513854,0.00033796203,0.0,0.0,-0.0026233376,0.0002502002,0.0,0.0,0.0019006635,-0.00019186326,0.0,0.0,0,0,0,0,0,0,0,0
31414137,-0.00043290397,0.00032358206,0.0,0.0,-0.0026590538,0.00024939261,0.0,0.0,0.0018104069,-0.00020366716,0.0,0.0,0,0,0,0,0,0,0,0
31615741,-0.00045876543,0.00031015175,0.0,0.0,-0.0029203617,0.00028616577,0.0,0.0,0.001996152,-0.00021096146,0.0,0.0,0,0,0,0,0,0,0,0
31814138,-0.00047520595,0.00031090932,0.0,0.0,-0.0028796191,0.00028280972,0.0,0.0,0.0020071538,-0.00020387089,0.0,0.0,0,0,0,0,0,0,0,0
