timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
251684379,251683092,0.0,0.0,0.0,0.0149182705,0.015189517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019883573,12.613977,0.0,0.0,nan,0.11328446,0.11328378,0.09027848,0.0025408315,0.0025386934,0.002541166,0.0,0.0,0.0,0.0,0.033246417
252186676,252185320,0.0,0.0,0.0,0.0149182705,0.015189517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02009994,12.613977,0.0,0.0,nan,0.11014424,0.11014441,0.09027897,0.0025408315,0.0025386934,0.002541166,0.0,0.0,0.0,0.0,0.03833574
252684872,252683591,0.0,0.0,0.0,0.0149182705,0.015189517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02030454,12.613977,0.0,0.0,nan,0.111883156,0.111882634,0.090279475,0.0025408315,0.0025386934,0.002541166,0.0,0.0,0.0,0.0,0.033735972
253187109,253185819,0.0,0.0,0.0,0.0149182705,0.015189517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02033639,12.613977,0.0,0.0,nan,0.11282726,0.11293192,0.09028005,0.0025408315,0.0025386934,0.002541166,0.0,0.0,0.0,0.0,0.03764973
253685360,253684090,0.0,0.0,0.0,0.0149182705,0.015189517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020110281,12.613977,0.0,0.0,nan,0.11282726,0.11293192,0.09028051,0.0025408315,0.0025386934,0.002541166,0.0,0.0,0.0,0.0,0.031919286
254183549,254182359,0.0,0.0,0.0,0.0149182705,0.015189517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019913051,12.613977,0.0,0.0,nan,0.10825485,0.10833481,0.0902811,0.0025408315,0.0025386934,0.002541166,0.0,0.0,0.0,0.0,0.033509955
254685803,254684582,0.0,0.0,0.0,0.0149182705,0.015189517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019470323,12.613977,0.0,0.0,nan,0.112424746,0.11238255,0.09028162,0.0025408315,0.0025386934,0.002541166,0.0,0.0,0.0,0.0,0.03773711
255184198,255182850,0.0,0.0,0.0,0.0149182705,0.015189517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019310063,12.613977,0.0,0.0,nan,0.11278143,0.112744994,0.09028221,0.0025408315,0.0025386934,0.002541166,0.0,0.0,0.0,0.0,0.038053468
255686366,255685074,0.0,0.0,0.0,0.0149182705,0.015189517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01896988,12.613977,0.0,0.0,nan,0.11886672,0.11865751,0.09028259,0.0025408315,0.0025386934,0.002541166,0.0,0.0,0.0,0.0,0.03735859
256184540,256183342,0.0,0.0,0.0,0.0149182705,0.015189517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018837279,12.613977,0.0,0.0,nan,0.11886672,0.11865751,0.09028306,0.0025408315,0.0025386934,0.002541166,0.0,0.0,0.0,0.0,0.038736455
256686850,256685565,0.0,0.0,0.0,0.0149182705,0.015189517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018542321,12.613977,0.0,0.0,nan,0.11886672,0.11865751,0.09028354,0.0025408315,0.0025386934,0.002541166,0.0,0.0,0.0,0.0,0.031543605
257185065,257183832,0.0,0.0,0.0,0.0149182705,0.015189517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018681156,12.613977,0.0,0.0,nan,0.11886672,0.11865751,0.090284035,0.0025408315,0.0025386934,0.002541166,0.0,0.0,0.0,0.0,0.030639604
257687296,257686054,0.0,0.0,0.0,0.0149182705,0.015189517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019045848,12.613977,0.0,0.0,nan,0.11889955,0.118450746,0.09028444,0.0025408315,0.0025386934,0.002541166,0.0,0.0,0.0,0.0,0.03750822
258185513,258184320,0.0,0.0,0.0,0.0149182705,0.015189517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019245008,12.613977,0.0,0.0,nan,0.11889955,0.118450746,0.09028489,0.0025408315,0.0025386934,0.002541166,0.0,0.0,0.0,0.0,0.03753401
258683933,258682585,0.0,0.0,0.0,0.0149182705,0.015189517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019472107,12.613977,0.0,0.0,nan,0.118271485,0.118345246,0.09028537,0.0025408315,0.0025386934,0.002541166,0.0,0.0,0.0,0.0,0.037557807
