timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
224725460,224725434,0.14212398,1.0169512e-06,0.31281972,2.760696,0.0039384663,2.7393703,1
224824390,224824349,0.14222755,1.0087168e-06,0.517665,2.7556257,0.010805252,2.7411363,1
224923205,224923180,0.14216983,1.001356e-06,0.009696603,2.6354473,3.96408e-06,2.6203225,1
225026090,225026064,0.14212915,9.948535e-07,-0.7200723,2.5529127,0.022566995,2.5355763,1
225125079,225125046,0.14202805,9.88262e-07,-3.2262187,2.6027446,0.44433808,2.6302266,1
225223728,225223699,0.14205636,9.829952e-07,-0.6828658,2.6001973,0.019926082,2.5871499,1
225326577,225326550,0.14208055,9.784527e-07,-0.44904202,2.498858,0.008965818,2.480692,1
225425444,225425403,0.142145,9.727863e-07,0.30314565,2.5378914,0.004023344,2.5189664,1
225524292,225524265,0.14203127,9.68203e-07,2.104404,2.565044,0.19183193,2.5672565,1
225623126,225623098,0.14200617,9.645843e-07,-1.8401637,2.6055298,0.14440238,2.604827,1
225726120,225726093,0.14198205,9.624634e-07,-0.12255135,2.5371015,0.00065774244,2.517924,1
225824904,225824867,0.14190021,9.589547e-07,-2.115192,2.456065,0.20240311,2.4610856,1
225923899,225923873,0.14186014,9.559321e-07,1.9709718,2.5168204,0.17150077,2.5168993,1
226026627,226026601,0.1418018,9.541817e-07,2.408987,2.6071448,0.24732114,2.6185434,1
226126074,226126048,0.14188908,9.516234e-07,-1.5898625,2.56776,0.109376036,2.564046,1
226224944,226224917,0.14183846,9.4848764e-07,-1.2710865,2.512204,0.07145832,2.5046628,1
226327103,226327076,0.14195068,9.4553445e-07,-2.0257885,2.4587288,0.18545353,2.4640245,1
226425995,226425967,0.14180918,9.4211737e-07,1.8780138,2.545421,0.1539556,2.545657,1
226524883,226524858,0.14177279,9.390796e-07,1.4698814,2.440639,0.09836,2.4347029,1
226624058,226623998,0.14167419,9.356904e-07,3.0163507,2.4097388,0.41951856,2.4305203,1
226726541,226726514,0.14150181,9.339293e-07,1.3392984,2.4991143,0.079749145,2.4885454,1
226825527,226825499,0.14145194,9.3133775e-07,2.0182571,2.4810166,0.18242352,2.4826205,1
226924357,226924330,0.14149575,9.287618e-07,-0.71450686,2.5442526,0.022295132,2.5327694,1
227027112,227027085,0.14160164,9.2714174e-07,-1.4689488,2.541834,0.094324306,2.5363774,1
227126192,227126144,0.14158961,9.2430645e-07,-0.54185283,2.543241,0.012827223,2.5257711,1
227224878,227224851,0.14156274,9.2081495e-07,2.595323,2.4935248,0.30014193,2.5046332,1
227327744,227327719,0.14149801,9.188407e-07,-0.7592084,2.4313254,0.02634125,2.4168599,1
227426560,227426532,0.14144127,9.161151e-07,0.97168064,2.4643183,0.04257041,2.4502087,1
227525435,227525396,0.14128318,9.1342156e-07,2.4500136,2.4853258,0.2683559,2.4977748,1
227624301,227624274,0.14137012,9.111084e-07,2.4566686,2.480222,0.270371,2.4883025,1
227727111,227727085,0.14116739,9.097844e-07,2.743105,2.5020044,0.33415985,2.5219462,1
227825980,227825949,0.14119993,9.0758044e-07,-0.8657098,2.53852,0.032803603,2.525312,1
227924966,227924939,0.14100151,9.0552e-07,0.18646006,2.5838788,0.0014950545,2.5693011,1
228023711,228023682,0.14094418,9.03629e-07,1.4599973,2.538343,0.09330636,2.5302424,1
228126781,228126748,0.14095259,9.029134e-07,0.2926867,2.5611258,0.0037164863,2.5416882,1
228225421,228225394,0.14088555,9.007475e-07,0.611812,2.4795008,0.016773714,2.4616838,1
228324347,228324321,0.14092492,8.983157e-07,-0.8517131,2.4435558,0.03298541,2.4338052,1
228427065,228427038,0.14066702,8.9667805e-07,3.3739166,2.413173,0.52412844,2.451728,1
228526063,228526036,0.14068301,8.9464595e-07,1.7496059,2.4758317,0.13737789,2.4706392,1
228624916,228624889,0.14059047,8.9262664e-07,-2.1910908,2.5352063,0.21040931,2.5446174,1
228723927,228723895,0.14056654,8.9058506e-07,-1.472423,2.4980698,0.096431315,2.4954147,1
228826534,228826496,0.14066434,8.8882837e-07,-2.2433383,2.4429626,0.2288918,2.4584773,1
228925490,228925452,0.14057054,8.8550087e-07,-1.2062122,2.3858247,0.06775891,2.3796945,1
229024273,229024247,0.14057152,8.8214193e-07,-0.07092379,2.3742883,0.00023540079,2.3610168,1
229127359,229127326,0.1404206,8.800458e-07,1.8710029,2.31666,0.16789746,2.3148706,1
229226007,229225969,0.14039704,8.7707025e-07,0.8817806,2.300651,0.037551545,2.2855034,1
229324953,229324927,0.14028376,8.740232e-07,0.6293884,2.323306,0.018944735,2.3103325,1
229423754,229423728,0.14035457,8.707066e-07,0.63257134,2.2874048,0.01943719,2.2747567,1
229526619,229526591,0.14048973,8.6817255e-07,1.8500414,2.3293092,0.16326505,2.3286917,1
229625634,229625607,0.14066036,8.6474927e-07,-1.6315421,2.369634,0.12481672,2.367858,1
229724325,229724299,0.14062169,8.614586e-07,-0.54783225,2.4000404,0.013894219,2.3874786,1
229827128,229827101,0.14053363,8.593326e-07,2.3860333,2.3496537,0.26921958,2.3621817,1
229926060,229926034,0.14054918,8.566819e-07,1.6217144,2.333486,0.12522787,2.329334,1
230024884,230024857,0.14058682,8.541025e-07,2.3937173,2.2616787,0.28149605,2.2699933,1
230123868,230123833,0.14058061,8.5166863e-07,-0.8800895,2.2690666,0.037928354,2.2593172,1
230226536,230226510,0.14057235,8.500862e-07,-1.1607361,2.2955408,0.06521379,2.2866342,1
230325443,230325413,0.14058797,8.474068e-07,-0.8939532,2.2344232,0.03973943,2.222296,1
230424290,230424255,0.14060266,8.4426966e-07,-2.4989429,2.155847,0.321849,2.1688383,1
230523143,230523115,0.14070708,8.4098997e-07,0.13425487,2.170843,0.00092254847,2.1580675,1
230625976,230625949,0.14081141,8.3838313e-07,-0.37107134,2.1650453,0.007066516,2.148699,1
230724883,230724857,0.14093038,8.3493893e-07,2.4261024,2.1951363,0.29793,2.2071424,1
230823766,230823728,0.14108835,8.3212467e-07,-0.56360304,2.2800534,0.015479578,2.267495,1
230926525,230926499,0.14118518,8.30719e-07,1.0057818,2.312854,0.048597816,2.3029315,1
231025422,231025382,0.14120437,8.28551e-07,2.0376189,2.3013825,0.20045394,2.3117747,1
231124561,231124527,0.14106964,8.2731924e-07,0.42911053,2.4299135,0.008419863,2.4168625,1
231227047,231227020,0.1409492,8.2736517e-07,2.9266465,2.4423046,0.38967112,2.4747229,1
231325978,231325937,0.14112751,8.2714325e-07,-2.260767,2.54948,0.22274987,2.5585127,1
231424872,231424833,0.14121929,8.266721e-07,-1.4130889,2.5390856,0.08738143,2.5315957,1
231523743,231523716,0.14120948,8.2636484e-07,2.2658458,2.5799778,0.22110687,2.5877535,1
231626497,231626469,0.1412158,8.276105e-07,2.2073972,2.6369517,0.20531294,2.648441,1
231725426,231725388,0.14126275,8.281782e-07,-0.21170288,2.581573,0.0019289751,2.5623145,1
231824215,231824188,0.14133322,8.283276e-07,0.91592413,2.5506978,0.036544118,2.5408335,1
231927027,231927000,0.14134376,8.2915585e-07,0.3874195,2.450408,0.0068058446,2.433391,1
232025883,232025856,0.14144327,8.284407e-07,0.09086841,2.447213,0.0003748967,2.4290125,1
232125111,232125079,0.14150076,8.276914e-07,1.2146758,2.4131458,0.067935176,2.406842,1
232223731,232223703,0.14159139,8.266769e-07,-1.8108432,2.40568,0.15145421,2.4026802,1
232326518,232326492,0.14174718,8.266446e-07,-3.070742,2.406829,0.4353102,2.4366229,1
232425355,232425328,0.14166291,8.261064e-07,1.0528283,2.413208,0.05103614,2.4037852,1
232524352,232524326,0.14166212,8.2547956e-07,-1.8209033,2.3220499,0.15865718,2.3200724,1
232626957,232626929,0.14173895,8.257637e-07,-0.8240567,2.2891653,0.032960553,2.2743795,1
232726008,232725981,0.14164205,8.250877e-07,1.5034138,2.3149393,0.10848631,2.312934,1
232824757,232824723,0.14165932,8.242821e-07,-1.892838,2.3793771,0.16730969,2.3786566,1
232923742,232923717,0.14179352,8.239015e-07,0.48383337,2.4573505,0.010584786,2.4452283,1
233026396,233026370,0.14176784,8.2445547e-07,1.3052225,2.4270768,0.07799075,2.4208977,1
233125729,233125694,0.14168938,8.2410014e-07,2.5241315,2.4120712,0.29348868,2.4349387,1
233224118,233224091,0.14160712,8.2445285e-07,-0.9655371,2.464417,0.04203211,2.4545016,1
233327066,233327039,0.14162841,8.2609614e-07,-1.2132756,2.4563656,0.06658607,2.446132,1
233426457,233426430,0.14150657,8.270245e-07,1.522288,2.5764859,0.099936314,2.5708065,1
233524864,233524826,0.1415622,8.272519e-07,-1.7771994,2.533154,0.13853778,2.531516,1
233623779,233623747,0.14172389,8.2685386e-07,-0.88636756,2.5388262,0.03438367,2.5271358,1
233726466,233726440,0.14168772,8.2745305e-07,0.7006707,2.5957417,0.021014737,2.5795183,1
233825299,233825272,0.1416875,8.270652e-07,1.2883055,2.584059,0.07136624,2.5751104,1
233924337,233924310,0.14176688,8.2669777e-07,1.4710779,2.5170333,0.09553002,2.5123575,1
234026917,234026890,0.14186677,8.2726837e-07,0.31395972,2.5272582,0.0043336693,2.5094328,1
234126311,234126278,0.14172266,8.2799795e-07,2.5588498,2.607251,0.27903858,2.628701,1
234224714,234224685,0.1417648,8.287579e-07,-0.14942712,2.5982242,0.00095485995,2.5841038,1
234323666,234323639,0.14175192,8.2951226e-07,2.7596729,2.5836775,0.32751742,2.600733,1
234426392,234426365,0.14177844,8.313909e-07,-1.5181019,2.720679,0.094120026,2.7133167,1
234525412,234525386,0.14186062,8.3192236e-07,-0.4276501,2.6481824,0.007673381,2.6289146,1
234624339,234624312,0.14186473,8.3196153e-07,0.7737194,2.6769824,0.024847284,2.6648738,1
234726968,234726942,0.14176962,8.333001e-07,1.9155118,2.761596,0.14762741,2.763226,1
234825840,234825813,0.14180398,8.342558e-07,-0.07270342,2.7627947,0.00021257812,2.7424326,1
234924810,234924783,0.14183839,8.3537054e-07,-1.0973603,2.7097301,0.04937759,2.6963215,1
235023716,235023675,0.14181216,8.3623235e-07,-0.4960131,2.6470978,0.010326991,2.6335394,1
235126664,235126632,0.1418348,8.377865e-07,-0.49661654,2.534417,0.010812392,2.516486,1
235225276,235225250,0.14188215,8.375994e-07,-1.5077754,2.453262,0.10296434,2.447404,1
235324439,235324394,0.14191434,8.369712e-07,-0.70056146,2.476501,0.022019703,2.4639773,1
235426943,235426917,0.1420218,8.3700706e-07,0.03899516,2.437732,6.9309535e-05,2.4193926,1
235525893,235525866,0.14191198,8.36308e-07,2.1225376,2.443141,0.20488952,2.4523778,1
235624880,235624843,0.14195722,8.359902e-07,-0.9259478,2.4623117,0.038689,2.4514868,1
235723485,235723458,0.1419143,8.360212e-07,1.1596137,2.528085,0.059100684,2.519941,1
235826329,235826304,0.14181511,8.3755197e-07,0.38554156,2.533289,0.0065195127,2.515481,1
235925285,235925257,0.14188753,8.374603e-07,-0.6018949,2.4258776,0.016593194,2.4095237,1
236024130,236024104,0.14195347,8.3619557e-07,-0.40282053,2.356921,0.007649546,2.3439393,1
236123031,236123005,0.14194573,8.3451704e-07,1.9849589,2.2869225,0.1914296,2.289952,1
236225779,236225752,0.14186566,8.340298e-07,-0.6509472,2.2267935,0.021143122,2.2122922,1
236324750,236324702,0.14178842,8.3245027e-07,-0.23339045,2.156912,0.002806023,2.1447475,1
236423612,236423586,0.14171505,8.308578e-07,0.38824856,2.1582036,0.007760412,2.1462638,1
236526427,236526392,0.1418064,8.294764e-07,-0.94821423,2.1431825,0.046613455,2.1319013,1
236625274,236625247,0.14187221,8.264032e-07,-0.41170585,2.0748465,0.009077068,2.059444,1
236724187,236724149,0.14186558,8.228256e-07,-0.22401111,1.9856619,0.0028079625,1.9738057,1
236826847,236826820,0.14177695,8.200182e-07,-1.2113612,1.9898939,0.08193602,1.9831717,1
236925816,236925789,0.14198306,8.1671874e-07,-2.538137,2.0654411,0.34655708,2.0859227,1
237024646,237024619,0.14185101,8.13933e-07,-0.90519947,2.0784621,0.04380301,2.0695243,1
237123414,237123386,0.14186601,8.1163444e-07,-0.46509752,2.1470187,0.01119463,2.135507,1
237226307,237226280,0.14180276,8.108996e-07,1.1535245,2.1215208,0.069688946,2.1127114,1
