timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_snr_x[0],peak_snr_x[1],peak_snr_x[2],peak_snr_y[0],peak_snr_y[1],peak_snr_y[2],peak_snr_z[0],peak_snr_z[1],peak_snr_z[2]
1439641,1434455,2490386,8091.433,15.80358,142.23222,nan,nan,nan,nan,nan,nan,nan,nan,10.930339,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1455994,1450274,2490386,8091.433,15.80358,143.96318,nan,nan,nan,nan,nan,nan,nan,nan,9.975797,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1487151,1481912,2490386,8091.433,15.80358,143.96318,nan,nan,nan,nan,nan,nan,nan,nan,10.471941,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1534563,1529369,2490386,8091.433,15.80358,144.14076,nan,nan,nan,nan,nan,nan,nan,nan,9.247833,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1582094,1576826,2490386,8091.433,15.80358,145.08116,nan,nan,nan,nan,nan,nan,nan,nan,9.627885,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1645779,1640105,2490386,8091.433,15.80358,144.8122,nan,nan,nan,nan,nan,nan,nan,nan,9.558333,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
1693291,1687559,2490386,8091.433,15.80358,143.86548,nan,nan,nan,nan,nan,nan,nan,nan,10.93142,nan,nan,nan,nan,nan,0.0,0.0,0.0
1740638,1735017,2490386,8091.433,15.80358,143.42896,nan,nan,nan,nan,nan,nan,nan,nan,10.282591,nan,nan,nan,nan,nan,0.0,0.0,0.0
1788185,1782474,2490386,8091.433,15.80358,142.58478,nan,nan,nan,nan,nan,nan,nan,nan,8.762741,nan,nan,nan,nan,nan,0.0,0.0,0.0
1819278,1814119,2490386,8091.433,15.80358,143.07881,nan,nan,nan,nan,nan,nan,nan,nan,8.525184,nan,nan,nan,nan,nan,0.0,0.0,0.0
1867076,1861569,2490386,8091.433,15.80358,143.63597,nan,nan,nan,nan,nan,nan,nan,nan,10.505258,nan,nan,nan,nan,nan,0.0,0.0,0.0
1914182,1909026,2490386,8091.433,15.80358,143.76688,nan,nan,nan,nan,nan,nan,nan,nan,10.3323345,nan,nan,nan,nan,nan,0.0,0.0,0.0
1993315,1988121,2490386,8091.433,15.80358,143.63597,nan,nan,nan,nan,nan,nan,nan,nan,6.7652082,nan,nan,nan,nan,nan,0.0,0.0,0.0
2009177,2003940,2490386,8091.433,15.80358,143.76688,nan,nan,nan,nan,nan,nan,nan,nan,9.891097,nan,nan,nan,nan,nan,0.0,0.0,0.0
2088304,2083035,2490386,8091.433,15.80358,144.47948,nan,nan,nan,nan,nan,nan,nan,nan,5.4961233,nan,nan,nan,nan,nan,0.0,0.0,0.0
2120324,2114674,2490386,8091.433,15.80358,144.91586,nan,nan,nan,nan,nan,nan,nan,nan,10.187244,nan,nan,nan,nan,nan,0.0,0.0,0.0
2168310,2162131,2490386,8091.433,15.80358,144.91586,nan,nan,nan,nan,nan,nan,nan,nan,9.570275,nan,nan,nan,nan,nan,0.0,0.0,0.0
2215308,2209588,2490386,8091.433,15.80358,144.91586,nan,nan,nan,nan,nan,nan,nan,nan,10.928509,nan,nan,nan,nan,nan,0.0,0.0,0.0
2278070,2272864,2490386,8091.433,15.80358,145.93993,nan,nan,nan,nan,nan,nan,nan,nan,7.418762,nan,nan,nan,nan,nan,0.0,0.0,0.0
2325574,2320321,2490386,8091.433,15.80358,144.8351,nan,nan,nan,nan,nan,nan,nan,nan,8.820184,nan,nan,nan,nan,nan,0.0,0.0,0.0
2372908,2367778,2490386,8091.433,15.80358,144.97678,nan,nan,nan,nan,nan,nan,nan,nan,9.115528,nan,nan,nan,nan,nan,0.0,0.0,0.0
2436200,2431055,2490386,8091.433,15.80358,144.47948,nan,nan,nan,nan,nan,nan,nan,nan,7.4741726,nan,nan,nan,nan,nan,0.0,0.0,0.0
2468120,2462693,2490386,8091.433,15.80358,144.47948,nan,nan,nan,nan,nan,nan,nan,nan,8.463537,nan,nan,nan,nan,nan,0.0,0.0,0.0
2515377,2510150,2490386,8091.433,15.80358,144.47948,nan,nan,nan,nan,nan,nan,nan,nan,8.713321,nan,nan,nan,nan,nan,0.0,0.0,0.0
2562748,2557608,2490386,8091.433,15.80358,144.39479,nan,nan,nan,nan,nan,nan,nan,nan,10.130139,nan,nan,nan,nan,nan,0.0,0.0,0.0
2641843,2636702,2490386,8091.433,15.80358,144.39479,nan,nan,nan,nan,nan,nan,nan,nan,10.599012,nan,nan,nan,nan,nan,0.0,0.0,0.0
2689427,2684160,2490386,8091.433,15.80358,144.23299,nan,nan,nan,nan,nan,nan,nan,nan,9.588367,nan,nan,nan,nan,nan,0.0,0.0,0.0
2737415,2731617,2490386,8091.433,15.80358,144.23299,nan,nan,nan,nan,nan,nan,nan,nan,10.6444645,nan,nan,nan,nan,nan,0.0,0.0,0.0
2784663,2779074,2490386,8091.433,15.80358,144.47948,nan,nan,nan,nan,nan,nan,nan,nan,9.729164,nan,nan,nan,nan,nan,0.0,0.0,0.0
2831661,2826532,2490386,8091.433,15.80358,143.91599,nan,nan,nan,nan,nan,nan,nan,nan,10.47921,nan,nan,nan,nan,nan,0.0,0.0,0.0
2895388,2889808,2490386,8091.433,15.80358,143.86389,nan,nan,nan,nan,nan,nan,nan,nan,9.709595,nan,nan,nan,nan,nan,0.0,0.0,0.0
2927081,2921446,2490386,8091.433,15.80358,143.86389,nan,nan,nan,nan,nan,nan,nan,nan,9.897408,nan,nan,nan,nan,nan,0.0,0.0,0.0
2989985,2984725,2490386,8091.433,15.80358,143.86389,nan,nan,nan,nan,nan,nan,nan,nan,9.708478,nan,nan,nan,nan,nan,0.0,0.0,0.0
3037370,3032181,2490386,8091.433,15.80358,144.23026,nan,nan,nan,nan,nan,nan,nan,nan,9.446067,nan,nan,nan,nan,nan,0.0,0.0,0.0
3085182,3079637,2490386,8091.433,15.80358,143.76688,nan,nan,nan,nan,nan,nan,nan,nan,10.625945,nan,nan,nan,nan,nan,0.0,0.0,0.0
3132327,3127094,2490386,8091.433,15.80358,143.76688,nan,nan,nan,nan,nan,nan,nan,nan,9.436692,nan,nan,nan,nan,nan,0.0,0.0,0.0
3179676,3174551,2490386,8091.433,15.80358,143.66975,nan,nan,nan,nan,nan,nan,nan,nan,9.982385,nan,nan,nan,nan,nan,0.0,0.0,0.0
3227191,3222009,2490386,8091.433,15.80358,143.66975,nan,nan,nan,nan,nan,nan,nan,nan,10.628737,nan,nan,nan,nan,nan,0.0,0.0,0.0
3290484,3285285,2490386,8091.433,15.80358,143.55766,nan,nan,nan,nan,nan,nan,nan,nan,8.32375,nan,nan,nan,nan,nan,0.0,0.0,0.0
3322356,3316923,2490386,8091.433,15.80358,143.55766,nan,nan,nan,nan,nan,nan,nan,nan,10.138659,nan,nan,nan,nan,nan,0.0,0.0,0.0
3385797,3380199,2490386,8091.433,15.80358,144.74826,nan,nan,141.20001,nan,nan,nan,nan,nan,8.706731,nan,nan,10.178266,nan,nan,0.0,0.0,0.0
3432792,3427657,2490386,8091.433,15.80358,145.44514,nan,nan,142.23222,nan,nan,nan,nan,nan,10.038902,nan,nan,8.708214,nan,nan,0.0,0.0,0.0
3480254,3475114,2490386,8091.433,15.80358,144.5572,nan,nan,143.02707,nan,nan,nan,nan,nan,10.031857,nan,nan,7.6406565,nan,nan,0.0,0.0,0.0
3527851,3522571,2490386,8091.433,15.80358,144.18077,nan,nan,143.02707,nan,nan,nan,nan,nan,10.57332,nan,nan,7.6406565,nan,nan,0.0,0.0,0.0
3591110,3585848,2490386,8091.433,15.80358,144.18077,nan,nan,143.02707,nan,nan,nan,nan,nan,8.265682,nan,nan,9.576003,nan,nan,0.0,0.0,0.0
3638552,3633305,2490386,8091.433,15.80358,144.70181,nan,nan,143.02707,nan,nan,nan,nan,nan,9.3075075,nan,nan,9.576003,nan,nan,0.0,0.0,0.0
3686512,3680762,2490386,8091.433,15.80358,143.91599,nan,nan,142.3592,nan,nan,nan,nan,nan,9.717,nan,nan,9.079117,nan,nan,0.0,0.0,0.0
3733896,3728219,2490386,8091.433,15.80358,144.3095,nan,nan,142.30415,nan,nan,nan,nan,nan,10.67095,nan,nan,7.939541,nan,nan,0.0,0.0,0.0
3788806,3783586,2490386,8091.433,15.80358,144.6114,nan,nan,142.23222,nan,nan,nan,nan,nan,8.642633,nan,nan,10.214851,nan,nan,0.0,0.0,0.0
3828294,3823134,2490386,8091.433,15.80358,144.6114,nan,nan,142.23222,nan,nan,nan,nan,nan,10.304103,nan,nan,11.938758,nan,nan,0.0,0.0,0.0
3891659,3886411,2490386,8091.433,15.80358,143.76688,nan,nan,141.0033,nan,nan,nan,nan,nan,9.581743,nan,nan,8.309341,nan,nan,0.0,0.0,0.0
3939178,3933870,2490386,8091.433,15.80358,143.23036,nan,nan,141.0033,nan,nan,nan,nan,nan,11.072287,nan,nan,8.309341,nan,nan,0.0,0.0,0.0
3986965,3981325,2490386,8091.433,15.80358,142.71965,nan,nan,141.00862,nan,nan,nan,nan,nan,9.814261,nan,nan,8.8579,nan,nan,0.0,0.0,0.0
4041949,4036692,2490386,8091.433,15.80358,143.23036,nan,nan,141.03549,nan,nan,nan,nan,nan,11.092808,nan,nan,7.6089582,nan,nan,0.0,0.0,0.0
4081382,4076240,2490386,8091.433,15.80358,143.86389,nan,nan,142.23222,nan,nan,nan,nan,nan,6.474739,nan,nan,8.674452,nan,nan,0.0,0.0,0.0
4137282,4131607,2490386,8091.433,15.80358,144.23299,nan,nan,142.23222,44.505898,nan,nan,nan,nan,10.042622,nan,nan,8.674452,7.178993,nan,0.0,0.0,0.0
4184877,4179064,2490386,8091.433,15.80358,144.23299,nan,nan,142.23222,47.41074,nan,nan,nan,nan,10.211445,nan,nan,8.665442,10.108203,nan,0.0,0.0,0.0
4224529,4218612,2490386,8091.433,15.80358,144.23299,nan,nan,142.23222,47.41074,nan,nan,nan,nan,9.566783,nan,nan,8.665442,10.108203,nan,0.0,0.0,0.0
4295457,4289798,2490386,8091.433,15.80358,142.23222,nan,nan,142.23222,47.41074,nan,nan,nan,nan,8.569535,nan,nan,8.49539,8.260411,nan,0.0,0.0,0.0
4327042,4321436,2490386,8091.433,15.80358,142.23222,nan,nan,142.23222,47.144356,nan,nan,nan,nan,11.175097,nan,nan,8.49539,9.172597,nan,0.0,0.0,0.0
4389886,4384713,2490386,8091.433,15.80358,142.80719,nan,nan,142.23222,46.236847,nan,nan,nan,nan,11.006458,nan,nan,8.49539,8.940345,nan,0.0,0.0,0.0
4445677,4440080,2490386,8091.433,15.80358,144.18077,nan,nan,142.23222,46.236847,45.335217,nan,nan,nan,10.478975,nan,nan,8.822865,8.940345,9.010087,0.0,0.0,0.0
4492739,4487537,2490386,8091.433,15.80358,142.23222,nan,nan,142.23222,46.236847,45.335217,nan,nan,nan,10.549519,nan,nan,8.822865,8.940345,10.364552,0.0,0.0,0.0
4532232,4527085,2490386,8091.433,15.80358,142.23222,nan,nan,142.23222,nan,43.846813,nan,nan,nan,10.549519,nan,nan,9.37582,nan,11.960031,0.0,0.0,0.0
4571884,4566633,2490386,8091.433,15.80358,142.23222,142.23222,nan,142.23222,46.236847,43.846813,nan,nan,nan,9.255486,11.147109,nan,10.067938,8.855856,11.960031,0.0,0.0,0.0
4642949,4637819,2490386,8091.433,15.80358,142.23222,142.23222,nan,142.00848,45.392292,nan,nan,nan,nan,9.826948,11.147109,nan,7.169031,10.718969,nan,0.0,0.0,0.0
4690487,4685276,2490386,8091.433,15.80358,142.23222,142.23222,nan,142.00848,42.130646,nan,nan,nan,nan,10.2297,9.663059,nan,8.567437,11.626044,nan,0.0,0.0,0.0
4737896,4732734,2490386,8091.433,15.80358,142.23222,142.23222,nan,142.00848,41.13453,nan,nan,nan,nan,6.8655777,9.663059,nan,7.1102486,11.65236,nan,0.0,0.0,0.0
4793363,4788100,2490386,8091.433,15.80358,142.80719,nan,nan,142.23222,41.13453,nan,nan,nan,nan,10.905687,nan,nan,7.8348007,11.65236,nan,0.0,0.0,0.0
4840905,4835558,2490386,8091.433,15.80358,140.7947,nan,nan,142.1603,41.13453,nan,nan,nan,nan,7.003391,nan,nan,9.07856,10.151754,nan,0.0,0.0,0.0
4872334,4867196,2490386,8091.433,15.80358,142.83995,nan,nan,142.1603,35.97776,nan,nan,nan,nan,9.699365,nan,nan,8.666791,10.216779,nan,0.0,0.0,0.0
4936392,4930473,2490386,8091.433,15.80358,143.4412,nan,nan,142.1603,35.97776,nan,nan,nan,nan,9.821341,nan,nan,8.666791,10.381563,nan,0.0,0.0,0.0
4991236,4985840,2490386,8091.433,15.80358,143.4412,nan,nan,142.1603,35.97776,nan,nan,nan,nan,9.73789,nan,nan,8.385138,10.548365,nan,0.0,0.0,0.0
5038577,5033297,2490386,8091.433,15.80358,142.23222,nan,nan,142.1603,35.97776,nan,nan,nan,nan,10.1923065,nan,nan,8.385138,10.158563,nan,0.0,0.0,0.0
5086258,5080755,2490386,8091.433,15.80358,142.23222,142.23222,nan,141.00862,37.026257,nan,nan,nan,nan,9.624052,11.029093,nan,9.213814,10.256704,nan,0.0,0.0,0.0
5141323,5136122,2490386,8091.433,15.80358,142.23222,142.23222,142.23222,141.00862,37.026257,nan,nan,nan,nan,10.223241,8.721518,10.096016,9.213814,10.256704,nan,0.0,0.0,0.0
5173029,5167760,2490386,8091.433,15.80358,142.23222,142.23222,142.23222,141.00862,37.026257,nan,nan,nan,nan,10.446352,8.721518,10.97294,9.213814,10.256704,nan,0.0,0.0,0.0
5236559,5231036,2490386,8091.433,15.80358,142.23222,142.23222,142.23222,142.23222,nan,nan,nan,nan,nan,10.77392,9.559074,10.97294,8.6273575,nan,nan,0.0,0.0,0.0
5284016,5278499,2490386,8091.433,15.80358,143.23036,142.23222,142.23222,142.23222,37.026257,nan,nan,nan,nan,8.692498,9.559074,11.035513,9.270665,7.255373,nan,0.0,0.0,0.0
5331146,5325951,2490386,8091.433,15.80358,143.23036,142.23222,142.23222,142.23222,37.026257,43.846813,nan,nan,nan,8.692498,10.299713,11.035513,7.635066,7.255373,7.1833887,0.0,0.0,0.0
5386829,5381318,2490386,8091.433,15.80358,143.23036,142.23222,142.23222,142.1603,43.703033,43.846813,nan,nan,nan,11.129591,6.898227,8.620735,7.836012,8.984856,9.130052,0.0,0.0,0.0
5410241,5405047,2490386,8091.433,15.80358,143.62749,142.23222,142.23222,142.1603,43.703033,43.846813,nan,nan,nan,10.0265465,6.898227,8.620735,7.836012,8.984856,9.130052,0.0,0.0,0.0
5481439,5476236,2490386,8091.433,15.80358,143.62749,142.23222,142.23222,142.1603,43.703033,43.846813,nan,nan,nan,10.0265465,10.354078,10.624786,7.4434233,7.537217,8.735932,0.0,0.0,0.0
5537120,5531600,2490386,8091.433,15.80358,143.66975,142.23222,142.23222,142.1603,43.703033,47.41074,nan,nan,nan,10.009862,10.354078,8.626152,9.894252,7.537217,8.595463,0.0,0.0,0.0
5592355,5586967,2490386,8091.433,15.80358,143.66975,140.7947,142.23222,142.10524,43.703033,47.41074,nan,nan,nan,10.009862,10.999252,8.626152,6.8759413,7.244935,8.595463,0.0,0.0,0.0
5639634,5634425,2490386,8091.433,15.80358,143.64363,140.7947,142.23222,141.61417,47.41074,47.41074,nan,nan,nan,9.906058,10.999252,8.626152,8.812859,7.4754977,8.508705,0.0,0.0,0.0
5695327,5689792,2490386,8091.433,15.80358,143.07881,nan,nan,142.23222,47.41074,47.41074,nan,nan,nan,10.823805,nan,nan,8.932796,10.204397,8.508705,0.0,0.0,0.0
5734951,5729342,2490386,8091.433,15.80358,142.23222,nan,nan,142.23222,45.598152,47.41074,nan,nan,nan,10.094587,nan,nan,8.916551,9.623669,9.728442,0.0,0.0,0.0
5774449,5768888,2490386,8091.433,15.80358,142.23222,140.7947,nan,141.61417,46.18713,47.41074,nan,nan,nan,10.649084,10.158535,nan,9.709198,8.956831,9.728442,0.0,0.0,0.0
5845577,5840074,2490386,8091.433,15.80358,142.23222,142.23222,142.23222,142.23222,46.18713,nan,nan,nan,nan,11.0951605,9.766675,10.382042,8.108824,7.629731,nan,0.0,0.0,0.0
5885116,5879622,2490386,8091.433,15.80358,142.23222,142.23222,142.23222,142.23222,46.18713,nan,nan,nan,nan,10.721529,9.766675,11.235391,8.108824,7.629731,nan,0.0,0.0,0.0
5940198,5934989,2490386,8091.433,15.80358,142.23222,142.23222,142.23222,142.23222,46.18713,nan,nan,nan,nan,7.325691,11.042604,11.235391,8.660521,7.5546265,nan,0.0,0.0,0.0
5987761,5982446,2490386,8091.433,15.80358,143.89578,142.23222,nan,142.23222,46.214,47.41074,nan,nan,nan,10.4492655,11.042604,nan,7.099798,8.004323,7.5894957,0.0,0.0,0.0
6043176,6037813,2490386,8091.433,15.80358,143.89578,142.23222,142.23222,142.23222,46.214,47.41074,nan,nan,nan,10.059524,11.092081,8.482525,9.0541725,8.004323,7.5894957,0.0,0.0,0.0
6090531,6085271,2490386,8091.433,15.80358,143.66975,142.23222,142.23222,142.23222,46.236847,47.41074,nan,nan,nan,9.689161,11.092081,8.482525,9.0541725,7.063062,8.044509,0.0,0.0,0.0
6130014,6124819,2490386,8091.433,15.80358,143.89578,nan,nan,142.23222,46.236847,47.41074,nan,nan,nan,8.732069,nan,nan,7.6625514,7.063062,7.1922674,0.0,0.0,0.0
6193682,6188095,2490386,8091.433,15.80358,143.75186,nan,nan,141.00862,142.23222,142.23222,nan,nan,nan,10.223947,nan,nan,7.688625,7.3753,7.688625,0.0,0.0,0.0
6240848,6235553,2490386,8091.433,15.80358,143.75186,nan,nan,141.00862,142.23222,142.23222,nan,nan,nan,8.927389,nan,nan,8.774321,7.3753,7.688625,0.0,0.0,0.0
6280375,6275101,2490386,8091.433,15.80358,142.23222,142.23222,nan,141.00862,142.23222,142.23222,nan,nan,nan,10.050601,9.296142,nan,10.484066,7.3753,7.688625,0.0,0.0,0.0
6343857,6338377,2490386,8091.433,15.80358,142.23222,142.23222,142.23222,141.00862,142.23222,142.23222,nan,nan,nan,10.727537,8.691404,9.975327,10.484066,7.3753,7.688625,0.0,0.0,0.0
6391226,6385835,2490386,8091.433,15.80358,142.23222,142.23222,142.23222,141.00862,142.23222,nan,nan,nan,nan,9.075371,8.691404,9.975327,9.130582,8.133792,nan,0.0,0.0,0.0
6438608,6433292,2490386,8091.433,15.80358,143.86389,142.23222,nan,141.00862,142.23222,142.23222,nan,nan,nan,10.938526,8.691404,nan,9.130582,8.133792,7.79278,0.0,0.0,0.0
6486251,6480750,2490386,8091.433,15.80358,143.75186,142.23222,nan,141.00862,142.23222,142.23222,nan,nan,nan,10.971303,8.840323,nan,8.991301,8.595788,7.79278,0.0,0.0,0.0
6533708,6528208,2490386,8091.433,15.80358,143.91374,142.23222,nan,141.00862,142.23222,142.23222,nan,nan,nan,9.9498005,7.256069,nan,8.991301,7.529747,7.3971295,0.0,0.0,0.0
6588916,6583575,2490386,8091.433,15.80358,143.91374,142.23222,142.23222,141.00862,142.23222,142.23222,nan,nan,nan,9.9498005,7.256069,11.347137,8.952597,7.529747,7.3971295,0.0,0.0,0.0
6636695,6631032,2490386,8091.433,15.80358,144.23026,142.23222,142.23222,141.00862,142.23222,nan,nan,nan,nan,8.785615,7.1232815,11.347137,8.952597,6.9827576,nan,0.0,0.0,0.0
6683980,6678490,2490386,8091.433,15.80358,144.23026,141.93016,142.23222,141.00862,142.23222,nan,nan,nan,nan,10.368959,6.923287,10.67033,8.952597,9.15059,nan,0.0,0.0,0.0
6707423,6702219,2490386,8091.433,15.80358,144.39479,141.93016,142.23222,141.00862,142.23222,142.23222,nan,nan,nan,10.963888,6.923287,10.67033,10.104485,9.15059,9.511043,0.0,0.0,0.0
6770704,6765495,2490386,8091.433,15.80358,144.39479,141.93016,142.23222,141.00862,142.23222,142.23222,nan,nan,nan,10.598396,6.923287,10.959621,10.104485,9.15059,9.511043,0.0,0.0,0.0
6818124,6812953,2490386,8091.433,15.80358,144.23083,nan,142.23222,141.0033,142.23222,nan,nan,nan,nan,10.460209,nan,10.959621,9.397339,9.689017,nan,0.0,0.0,0.0
6889336,6884139,2490386,8091.433,15.80358,144.23083,141.78583,142.23222,141.0033,142.23222,nan,nan,nan,nan,10.460209,9.698703,8.9769,9.397339,8.534643,nan,0.0,0.0,0.0
6937112,6931597,2490386,8091.433,15.80358,144.18077,141.78583,142.23222,140.28368,142.23222,142.23222,nan,nan,nan,9.625939,9.698703,8.9769,7.643446,8.534643,6.349445,0.0,0.0,0.0
6992321,6986964,2490386,8091.433,15.80358,144.18077,141.53767,nan,140.28368,142.23222,142.23222,nan,nan,nan,8.529481,7.3917623,nan,7.890241,7.5157743,6.349445,0.0,0.0,0.0
7039645,7034421,2490386,8091.433,15.80358,143.86389,141.53767,nan,140.28368,142.23222,142.23222,nan,nan,nan,7.4451156,7.3917623,nan,7.890241,8.978849,9.610752,0.0,0.0,0.0
7095324,7089798,2490386,8091.433,15.80358,143.86389,141.78583,nan,140.28368,142.3592,142.23222,nan,nan,nan,7.4451156,10.693063,nan,8.063443,7.5351453,9.610752,0.0,0.0,0.0
7135140,7129339,2490386,8091.433,15.80358,144.6679,141.78583,nan,140.28368,142.3592,142.23222,nan,nan,nan,10.307278,10.693063,nan,8.765121,7.5351453,8.853856,0.0,0.0,0.0
7182230,7176794,2490386,8091.433,15.80358,144.23026,142.23222,nan,140.28368,143.40611,142.23222,nan,nan,nan,10.948033,9.092251,nan,8.765121,7.4921703,8.853856,0.0,0.0,0.0
7245633,7240072,2490386,8091.433,15.80358,144.47948,142.23222,nan,141.03549,143.40611,142.23222,nan,nan,nan,8.695002,9.092251,nan,9.469597,7.4921703,7.6806145,0.0,0.0,0.0
7293168,7287528,2490386,8091.433,15.80358,144.2765,141.78583,nan,141.03549,143.40611,142.23222,nan,nan,nan,9.466728,7.189114,nan,9.469597,7.4921703,7.6806145,0.0,0.0,0.0
7340178,7334986,2490386,8091.433,15.80358,144.39479,141.78583,nan,141.03549,143.33586,nan,nan,nan,nan,10.25411,7.189114,nan,9.469597,7.286632,nan,0.0,0.0,0.0
7387761,7382444,2490386,8091.433,15.80358,144.39479,142.23222,nan,nan,143.33586,nan,nan,nan,nan,10.753107,10.025246,nan,nan,7.7644105,nan,0.0,0.0,0.0
7435577,7429901,2490386,8091.433,15.80358,144.65125,142.23222,nan,nan,143.33586,nan,nan,nan,nan,9.797121,10.025246,nan,nan,7.887664,nan,0.0,0.0,0.0
7482531,7477359,2490386,8091.433,15.80358,144.65125,nan,nan,nan,142.23222,nan,nan,nan,nan,10.812684,nan,nan,nan,8.440603,nan,0.0,0.0,0.0
7537965,7532726,2490386,8091.433,15.80358,144.47948,nan,nan,139.32738,142.23222,nan,nan,nan,nan,11.069827,nan,nan,11.311033,8.801123,nan,0.0,0.0,0.0
7593659,7588093,2490386,8091.433,15.80358,143.96318,nan,nan,43.63857,142.23222,nan,nan,nan,nan,9.233686,nan,nan,11.3679695,7.1342144,nan,0.0,0.0,0.0
7640835,7635551,2490386,8091.433,15.80358,143.9656,nan,nan,42.079094,142.23222,nan,nan,nan,nan,10.248388,nan,nan,11.467056,7.1342144,nan,0.0,0.0,0.0
7688212,7683017,2490386,8091.433,15.80358,144.50525,nan,nan,41.3936,142.30415,nan,nan,nan,nan,9.683352,nan,nan,11.043833,7.403551,nan,0.0,0.0,0.0
7743917,7738375,2490386,8091.433,15.80358,144.50525,nan,nan,35.97776,142.30415,nan,nan,nan,nan,11.052019,nan,nan,12.05001,7.403551,nan,0.0,0.0,0.0
7791363,7785833,2490386,8091.433,15.80358,144.66408,nan,nan,41.967785,142.30415,nan,nan,nan,nan,10.314636,nan,nan,9.595816,8.917191,nan,0.0,0.0,0.0
7838657,7833291,2490386,8091.433,15.80358,144.66408,nan,nan,41.967785,142.30415,nan,nan,nan,nan,10.969056,nan,nan,8.679896,8.917191,nan,0.0,0.0,0.0
7886249,7880748,2490386,8091.433,15.80358,145.4151,nan,nan,41.967785,143.40611,nan,nan,nan,nan,10.104763,nan,nan,10.042017,9.677926,nan,0.0,0.0,0.0
7941315,7936116,2490386,8091.433,15.80358,144.39479,nan,nan,35.454243,143.40611,nan,nan,nan,nan,8.644142,nan,nan,10.142369,9.677926,nan,0.0,0.0,0.0
7988912,7983573,2490386,8091.433,15.80358,145.08116,nan,nan,36.2375,142.23222,nan,nan,nan,nan,8.763802,nan,nan,8.71986,9.04829,nan,0.0,0.0,0.0
8036553,8031031,2490386,8091.433,15.80358,144.47948,nan,nan,35.454243,142.23222,nan,nan,nan,nan,8.380911,nan,nan,10.330553,9.04829,nan,0.0,0.0,0.0
8091716,8086398,2490386,8091.433,15.80358,145.44514,nan,nan,35.454243,142.23222,nan,nan,nan,nan,8.531152,nan,nan,10.330553,8.769272,nan,0.0,0.0,0.0
8131373,8125946,2490386,8091.433,15.80358,145.06512,nan,nan,35.454243,142.23222,142.23222,nan,nan,nan,7.1796966,nan,nan,10.330553,8.769272,7.750765,0.0,0.0,0.0
8187116,8181313,2490386,8091.433,15.80358,145.06512,nan,nan,36.2375,142.23222,142.23222,nan,nan,nan,8.902167,nan,nan,8.783319,7.564496,7.750765,0.0,0.0,0.0
8241915,8236681,2490386,8091.433,15.80358,144.47948,nan,nan,36.2375,142.30415,142.23222,nan,nan,nan,8.422329,nan,nan,8.783319,9.158871,7.750765,0.0,0.0,0.0
8281409,8276229,2490386,8091.433,15.80358,143.23976,nan,nan,36.2375,142.30415,142.23222,nan,nan,nan,10.113861,nan,nan,8.783319,9.158871,7.9387856,0.0,0.0,0.0
8337121,8331596,2490386,8091.433,15.80358,143.66975,nan,nan,nan,142.30415,142.23222,nan,nan,nan,8.286343,nan,nan,nan,8.855156,7.9387856,0.0,0.0,0.0
8392221,8386963,2490386,8091.433,15.80358,143.8142,nan,nan,43.728806,142.3592,nan,nan,nan,nan,8.758408,nan,nan,11.102669,9.332818,nan,0.0,0.0,0.0
8439592,8434421,2490386,8091.433,15.80358,143.8142,142.23222,nan,43.728806,142.3592,nan,nan,nan,nan,9.850018,8.686321,nan,10.10736,9.332818,nan,0.0,0.0,0.0
8495323,8489798,2490386,8091.433,15.80358,144.18077,142.23222,nan,40.038006,142.3592,nan,nan,nan,nan,10.068889,8.686321,nan,11.451806,9.332818,nan,0.0,0.0,0.0
8542445,8537245,2490386,8091.433,15.80358,143.96318,nan,nan,40.038006,142.3592,nan,nan,nan,nan,10.626512,nan,nan,11.451806,9.040577,nan,0.0,0.0,0.0
8590006,8584703,2490386,8091.433,15.80358,143.96318,nan,nan,40.038006,142.3592,nan,nan,nan,nan,11.154708,nan,nan,11.451806,9.040577,nan,0.0,0.0,0.0
8637492,8632161,2490386,8091.433,15.80358,145.06512,nan,nan,nan,142.3592,nan,nan,nan,nan,8.979176,nan,nan,nan,8.496862,nan,0.0,0.0,0.0
8685396,8679618,2490386,8091.433,15.80358,144.39479,nan,nan,nan,142.3592,nan,nan,nan,nan,10.424311,nan,nan,nan,8.496862,nan,0.0,0.0,0.0
8732262,8727076,2490386,8091.433,15.80358,145.08116,nan,nan,nan,142.3592,nan,nan,nan,nan,10.318299,nan,nan,nan,8.545411,nan,0.0,0.0,0.0
8779730,8774534,2490386,8091.433,15.80358,145.08116,nan,nan,nan,142.3592,nan,nan,nan,nan,10.540261,nan,nan,nan,8.545411,nan,0.0,0.0,0.0
8842977,8837810,2490386,8091.433,15.80358,145.19211,nan,nan,nan,142.23222,nan,nan,nan,nan,7.4258175,nan,nan,nan,5.681842,nan,0.0,0.0,0.0
