timestamp,device_id,voltage_v,voltage_filtered_v,current_a,current_filtered_a,current_average_a,discharged_mah,remaining,scale,time_remaining_s,temperature,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],voltage_cell_v[10],voltage_cell_v[11],voltage_cell_v[12],voltage_cell_v[13],max_cell_voltage_delta,average_power,available_energy,remaining_capacity,design_capacity,nominal_voltage,capacity,cycle_count,average_time_to_empty,serial_number,manufacture_date,state_of_health,max_error,interface_error,average_time_to_full,over_discharge_count,connected,cell_count,source,priority,id,is_powering_off,warning
43991286,0,20.47625,20.476538,0.49987793,0.5161266,0.0,6.4746857,0.92358696,1.0123343,nan,nan,4.0953074,4.0953074,4.0953074,4.0953074,4.0953074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
44191434,0,20.47625,20.47659,0.519104,0.5155105,0.0,6.5032144,0.9235774,1.0123329,nan,nan,4.095318,4.095318,4.095318,4.095318,4.095318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
44391254,0,20.47625,20.476528,0.54382324,0.519584,0.0,6.5325117,0.92356765,1.012328,nan,nan,4.0953054,4.0953054,4.0953054,4.0953054,4.0953054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
44591363,0,20.47625,20.476376,0.5355835,0.5256172,0.0,6.5624967,0.9235577,1.0123236,nan,nan,4.095275,4.095275,4.095275,4.095275,4.095275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
44791252,0,20.47625,20.476353,0.519104,0.52362704,0.0,6.5913334,0.92354804,1.0123285,nan,nan,4.0952706,4.0952706,4.0952706,4.0952706,4.0952706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
44991329,0,20.475,20.476116,0.5548096,0.5304848,0.0,6.621632,0.92353797,1.0123267,nan,nan,4.0952234,4.0952234,4.0952234,4.0952234,4.0952234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
45191559,0,20.47625,20.476036,0.5465698,0.5376885,0.0,6.6524444,0.92352766,1.0123165,nan,nan,4.095207,4.095207,4.095207,4.095207,4.095207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
45391279,0,20.475,20.475855,0.5465698,0.54002076,0.0,6.682733,0.9235176,1.0123208,nan,nan,4.095171,4.095171,4.095171,4.095171,4.095171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
45591464,0,20.47625,20.475922,0.51086426,0.5349266,0.0,6.711877,0.92350787,1.0123276,nan,nan,4.0951843,4.0951843,4.0951843,4.0951843,4.0951843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
45791276,0,20.47625,20.475977,0.51086426,0.52986306,0.0,6.7407165,0.9234982,1.0123348,nan,nan,4.0951953,4.0951953,4.0951953,4.0951953,4.0951953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
45991372,0,20.47625,20.476023,0.51086426,0.5259653,0.0,6.769481,0.92348856,1.0123403,nan,nan,4.0952044,4.0952044,4.0952044,4.0952044,4.0952044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
46191256,0,20.47625,20.47606,0.51086426,0.5236399,0.0,6.798318,0.92347884,1.012343,nan,nan,4.095212,4.095212,4.095212,4.095212,4.095212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
46391396,0,20.47625,20.476093,0.51086426,0.5197363,0.0,6.826716,0.9234693,1.012349,nan,nan,4.0952187,4.0952187,4.0952187,4.0952187,4.0952187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
46591532,0,20.475,20.475903,0.552063,0.5269436,0.0,6.856835,0.9234591,1.0123442,nan,nan,4.0951805,4.0951805,4.0951805,4.0951805,4.0951805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
46791258,0,20.47625,20.475962,0.51086426,0.52164906,0.0,6.88514,0.92344964,1.0123518,nan,nan,4.0951924,4.0951924,4.0951924,4.0951924,4.0951924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
46991488,0,20.47625,20.47601,0.5081177,0.5190404,0.0,6.913674,0.9234401,1.0123546,nan,nan,4.095202,4.095202,4.095202,4.095202,4.095202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
47191260,0,20.47625,20.47605,0.52459717,0.51883096,0.0,6.942437,0.92343056,1.012353,nan,nan,4.09521,4.09521,4.09521,4.09521,4.09521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
47391395,0,20.475,20.47597,0.5383301,0.5228817,0.0,6.971965,0.9234206,1.012349,nan,nan,4.095194,4.095194,4.095194,4.095194,4.095194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
47591292,0,20.475,20.475801,0.54382324,0.5285176,0.0,7.002027,0.9234104,1.0123461,nan,nan,4.0951605,4.0951605,4.0951605,4.0951605,4.0951605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
47791324,0,20.475,20.475662,0.5355835,0.5329655,0.0,7.032243,0.9234002,1.0123442,nan,nan,4.0951324,4.0951324,4.0951324,4.0951324,4.0951324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
47991262,0,20.475,20.475546,0.5548096,0.5373513,0.0,7.0625997,0.92339,1.0123414,nan,nan,4.095109,4.095109,4.095109,4.095109,4.095109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
48191257,0,20.47375,20.47544,0.5987549,0.54352504,0.0,7.0933447,0.9233796,1.0123343,nan,nan,4.095088,4.095088,4.095088,4.095088,4.095088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
48391504,0,20.47625,20.475475,0.52459717,0.5354527,0.0,7.122031,0.92336994,1.0123485,nan,nan,4.095095,4.095095,4.095095,4.095095,4.095095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
48591313,0,20.475,20.475391,0.5163574,0.5322884,0.0,7.1512523,0.9233602,1.0123589,nan,nan,4.0950785,4.0950785,4.0950785,4.0950785,4.0950785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
48791439,0,20.475,20.475323,0.552063,0.5356603,0.0,7.1813903,0.92335016,1.0123557,nan,nan,4.0950646,4.0950646,4.0950646,4.0950646,4.0950646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
48991274,0,20.47625,20.475378,0.5081177,0.5322036,0.0,7.21061,0.92334044,1.0123597,nan,nan,4.0950756,4.0950756,4.0950756,4.0950756,4.0950756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
49191371,0,20.47625,20.475426,0.5026245,0.52507293,0.0,7.2389293,0.9233309,1.0123715,nan,nan,4.095085,4.095085,4.095085,4.095085,4.095085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
49391256,0,20.475,20.47535,0.5328369,0.5289712,0.0,7.26882,0.92332083,1.0123675,nan,nan,4.09507,4.09507,4.09507,4.09507,4.09507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
49591320,0,20.475,20.475288,0.5026245,0.5232097,0.0,7.297201,0.92331123,1.012382,nan,nan,4.0950575,4.0950575,4.0950575,4.0950575,4.0950575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
49791540,0,20.475,20.475237,0.52734375,0.522947,0.0,7.3261924,0.9233016,1.012385,nan,nan,4.0950475,4.0950475,4.0950475,4.0950475,4.0950475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
49991275,0,20.475,20.475195,0.5465698,0.5313095,0.0,7.3567877,0.92329127,1.0123706,nan,nan,4.095039,4.095039,4.095039,4.095039,4.095039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
50191475,0,20.47375,20.475046,0.5630493,0.53871894,0.0,7.3876176,0.9232809,1.0123633,nan,nan,4.0950093,4.0950093,4.0950093,4.0950093,4.0950093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
50391272,0,20.47375,20.47482,0.5465698,0.5430252,0.0,7.418357,0.9232706,1.012366,nan,nan,4.094964,4.094964,4.094964,4.094964,4.094964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
50591395,0,20.475,20.47485,0.519104,0.5380048,0.0,7.447672,0.9232607,1.0123745,nan,nan,4.0949697,4.0949697,4.0949697,4.0949697,4.0949697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
50791256,0,20.475,20.474874,0.519104,0.52917784,0.0,7.475883,0.9232513,1.0123906,nan,nan,4.094975,4.094975,4.094975,4.094975,4.094975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
50991270,0,20.47375,20.474781,0.54382324,0.5302196,0.0,7.5054092,0.92324144,1.0123931,nan,nan,4.0949564,4.0949564,4.0949564,4.0949564,4.0949564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
51191254,0,20.475,20.474817,0.49987793,0.5247633,0.0,7.533943,0.92323184,1.0124022,nan,nan,4.0949636,4.0949636,4.0949636,4.0949636,4.0949636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
51391278,0,20.475,20.474848,0.519104,0.5230341,0.0,7.5627823,0.9232221,1.0124041,nan,nan,4.0949697,4.0949697,4.0949697,4.0949697,4.0949697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
51591489,0,20.475,20.474873,0.52459717,0.5235117,0.0,7.5919294,0.9232123,1.0124019,nan,nan,4.0949745,4.0949745,4.0949745,4.0949745,4.0949745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
51791261,0,20.475,20.474894,0.49713135,0.5173584,0.0,7.6199274,0.9232029,1.012413,nan,nan,4.094979,4.094979,4.094979,4.094979,4.094979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
51991423,0,20.475,20.47491,0.5026245,0.51895994,0.0,7.6490917,0.92319304,1.012409,nan,nan,4.094982,4.094982,4.094982,4.094982,4.094982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
52191273,0,20.475,20.474821,0.52459717,0.5225898,0.0,7.6785946,0.92318314,1.0124062,nan,nan,4.094964,4.094964,4.094964,4.094964,4.094964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
52391265,0,20.475,20.474749,0.5328369,0.52762824,0.0,7.708578,0.923173,1.0123999,nan,nan,4.0949497,4.0949497,4.0949497,4.0949497,4.0949497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
52591257,0,20.47375,20.474573,0.5465698,0.53646773,0.0,7.7395535,0.9231627,1.0123912,nan,nan,4.0949144,4.0949144,4.0949144,4.0949144,4.0949144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
52791297,0,20.47375,20.474428,0.57128906,0.54558176,0.0,7.770986,0.92315215,1.0123802,nan,nan,4.094886,4.094886,4.094886,4.094886,4.094886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
52991491,0,20.47375,20.474207,0.5163574,0.54542595,0.0,7.8014293,0.92314196,1.0123914,nan,nan,4.0948415,4.0948415,4.0948415,4.0948415,4.0948415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
53191264,0,20.4725,20.474012,0.57128906,0.5498954,0.0,7.8324795,0.9231316,1.0123923,nan,nan,4.0948024,4.0948024,4.0948024,4.0948024,4.0948024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
53391454,0,20.47375,20.473965,0.52734375,0.5445305,0.0,7.862107,0.9231216,1.0124053,nan,nan,4.094793,4.094793,4.094793,4.094793,4.094793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
53591267,0,20.4725,20.473915,0.5548096,0.5434752,0.0,7.892065,0.9231115,1.0124098,nan,nan,4.094783,4.094783,4.094783,4.094783,4.094783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
53791281,0,20.47375,20.473885,0.5383301,0.54495484,0.0,7.922582,0.9231012,1.0124083,nan,nan,4.094777,4.094777,4.094777,4.094777,4.094777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
53991254,0,20.47375,20.47386,0.5328369,0.5401077,0.0,7.9519553,0.92309135,1.0124191,nan,nan,4.094772,4.094772,4.094772,4.094772,4.094772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
54191273,0,20.4725,20.473724,0.5822754,0.54765177,0.0,7.9832335,0.92308086,1.012411,nan,nan,4.0947447,4.0947447,4.0947447,4.0947447,4.0947447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
54391559,0,20.47375,20.473623,0.5355835,0.54434574,0.0,8.013067,0.9230709,1.0124224,nan,nan,4.0947247,4.0947247,4.0947247,4.0947247,4.0947247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
54591254,0,20.47375,20.473644,0.5383301,0.5417447,0.0,8.042819,0.92306095,1.0124265,nan,nan,4.094729,4.094729,4.094729,4.094729,4.094729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
54791481,0,20.47375,20.473661,0.5355835,0.54253244,0.0,8.07314,0.9230509,1.0124242,nan,nan,4.0947323,4.0947323,4.0947323,4.0947323,4.0947323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
54991256,0,20.4725,20.473457,0.5548096,0.5481912,0.0,8.10431,0.9230405,1.0124232,nan,nan,4.0946913,4.0946913,4.0946913,4.0946913,4.0946913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
55191303,0,20.4725,20.47329,0.5685425,0.5551726,0.0,8.136048,0.92302996,1.0124176,nan,nan,4.094658,4.094658,4.094658,4.094658,4.094658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
55391251,0,20.47375,20.473265,0.5548096,0.55696905,0.0,8.167253,0.9230196,1.0124153,nan,nan,4.094653,4.094653,4.094653,4.094653,4.094653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
55591286,0,20.4725,20.473234,0.5465698,0.55341005,0.0,8.197541,0.92300946,1.0124238,nan,nan,4.094647,4.094647,4.094647,4.094647,4.094647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
55791282,0,20.47375,20.473322,0.5383301,0.54689497,0.0,8.227069,0.9229995,1.0124323,nan,nan,4.0946646,4.0946646,4.0946646,4.0946646,4.0946646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
55991320,0,20.47375,20.473394,0.519104,0.53954774,0.0,8.256134,0.92298967,1.0124433,nan,nan,4.094679,4.094679,4.094679,4.094679,4.094679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
56191501,0,20.47375,20.47335,0.5328369,0.5401675,0.0,8.2863035,0.9229795,1.0124441,nan,nan,4.0946703,4.0946703,4.0946703,4.0946703,4.0946703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
56391322,0,20.47375,20.47342,0.52459717,0.5342655,0.0,8.315193,0.9229698,1.0124526,nan,nan,4.0946836,4.0946836,4.0946836,4.0946836,4.0946836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
56591262,0,20.47375,20.473475,0.52459717,0.53245574,0.0,8.34456,0.92296004,1.0124533,nan,nan,4.094695,4.094695,4.094695,4.094695,4.094695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
56791276,0,20.4725,20.473408,0.54382324,0.53325886,0.0,8.374238,0.9229502,1.0124549,nan,nan,4.0946817,4.0946817,4.0946817,4.0946817,4.0946817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
56991255,0,20.47375,20.473465,0.5163574,0.52809453,0.0,8.402925,0.9229406,1.0124624,nan,nan,4.094693,4.094693,4.094693,4.094693,4.094693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
57191281,0,20.47375,20.47341,0.52734375,0.530154,0.0,8.432682,0.9229306,1.0124611,nan,nan,4.0946817,4.0946817,4.0946817,4.0946817,4.0946817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
57391251,0,20.4725,20.47325,0.5630493,0.53524625,0.0,8.462967,0.92292047,1.0124589,nan,nan,4.09465,4.09465,4.09465,4.09465,4.09465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
57591516,0,20.471249,20.473005,0.58776855,0.54862446,0.0,8.495128,0.9229097,1.0124446,nan,nan,4.094601,4.094601,4.094601,4.094601,4.094601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
57791263,0,20.4725,20.472918,0.552063,0.54967517,0.0,8.52576,0.92289937,1.0124468,nan,nan,4.0945835,4.0945835,4.0945835,4.0945835,4.0945835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
57991295,0,20.4725,20.472845,0.5685425,0.55467725,0.0,8.5571995,0.9228888,1.0124404,nan,nan,4.094569,4.094569,4.094569,4.094569,4.094569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
58191267,0,20.4725,20.472784,0.5630493,0.55456513,0.0,8.587939,0.9228785,1.0124438,nan,nan,4.094557,4.094557,4.094557,4.094557,4.094557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
58391257,0,20.47375,20.47295,0.5328369,0.54487425,0.0,8.616929,0.9228688,1.0124547,nan,nan,4.09459,4.09459,4.09459,4.09459,4.09459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
58591280,0,20.4725,20.47287,0.52734375,0.5418065,0.0,8.646686,0.92285883,1.0124646,nan,nan,4.094574,4.094574,4.094574,4.094574,4.094574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
58791265,0,20.4725,20.472805,0.52459717,0.5418887,0.0,8.676896,0.92284876,1.0124677,nan,nan,4.094561,4.094561,4.094561,4.094561,4.094561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
58991253,0,20.4725,20.472752,0.52459717,0.5385126,0.0,8.706422,0.9228388,1.012477,nan,nan,4.09455,4.09455,4.09455,4.09455,4.09455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
59191260,0,20.4725,20.472708,0.52459717,0.53578657,0.0,8.735871,0.922829,1.0124846,nan,nan,4.0945415,4.0945415,4.0945415,4.0945415,4.0945415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
