timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
20137618,2490386,2490386,0,0,0,0,0,252.85728,252.85728,8091.433,8091.433,0.04185502,0.00260622,1.9342557e-05,0.11840145,-0.022789493,-9.874487,0.013587091,0.00060857635,0.0052937227,0.001966261,0.024222257,0.0048161875,9.333913e-06,9.2932405e-06,5.8019465e-05,47.161034,47.161034
21165816,2490386,2490386,0,0,0,0,0,252.85728,252.85728,8091.433,8091.433,0.030849444,0.001782848,9.091831e-06,0.15834038,-0.09464956,-9.873029,0.014612093,0.002252421,0.0054243696,0.0007902209,0.0041033463,0.003272957,3.5093053e-06,3.1750913e-06,2.0636764e-06,47.174465,47.174465
22194048,2490386,2490386,0,0,0,0,0,252.85728,252.85728,8091.433,8091.433,0.026392376,0.0021241952,9.404863e-06,0.11303402,-0.10113967,-9.875941,0.014261205,0.002484288,0.0062817675,0.009485828,0.0005955292,0.0021934411,6.264319e-06,1.0487705e-05,4.080597e-06,47.190872,47.190872
23119428,2490386,2490386,0,0,0,0,0,252.85728,252.85728,8091.433,8091.433,0.021866966,0.0013023406,5.3751123e-06,0.14021435,-0.095634274,-9.876604,0.014349225,0.0022675614,0.005759165,0.00049757125,0.0011935057,0.001088445,1.8249835e-06,1.3383981e-06,2.8757886e-06,47.206764,47.206764
24147675,2490386,2490386,0,0,0,0,0,252.85728,252.85728,8091.433,8091.433,0.021024877,0.0012773979,5.3925037e-06,0.13069446,-0.10930935,-9.868727,0.014506945,0.002405839,0.0052472623,0.0010119954,0.0004700545,0.000933922,2.1018604e-06,1.1165235e-06,2.7798492e-06,47.22193,47.22193
25175937,2490386,2490386,0,0,0,0,0,252.85728,252.85728,8091.433,8091.433,0.01825071,0.0010182166,4.3056943e-06,0.12640002,-0.116694555,-9.873344,0.014335336,0.002368924,0.0055567236,0.0005513338,0.00043811777,0.0012911509,2.221047e-06,1.655543e-06,1.7268353e-06,47.245235,47.245235
26204204,2490386,2490386,0,0,0,0,0,252.85728,252.85728,8091.433,8091.433,0.05957359,0.004914637,5.4580105e-05,0.12351731,-0.07694992,-9.880808,0.014849224,0.0026175585,0.004194739,0.0010234617,0.0010667234,0.0020585386,1.4454496e-06,2.584762e-06,0.00010128709,47.274544,47.274544
27129633,2490386,2490386,0,0,0,0,0,252.85728,252.85728,8091.433,8091.433,0.075097166,0.006748639,6.63763e-05,0.15279223,-0.123019956,-9.872072,0.013583712,0.002602282,0.0041784844,0.011346413,0.020287419,0.007877682,1.5239474e-05,4.349965e-05,3.937877e-05,47.276077,47.276077
28157990,2490386,2490386,0,0,0,0,0,252.85728,252.85728,8091.433,8091.433,0.05153556,0.0046032825,5.0887797e-05,0.13906398,-0.16613367,-9.887257,0.013386702,0.0028244955,0.0030989603,0.0011630127,0.0423145,0.0067505874,6.909005e-06,3.4158737e-05,0.0003592138,47.282898,47.282898
29186328,2490386,2490386,0,0,0,0,0,252.85728,252.85728,8091.433,8091.433,0.031331416,0.0026489887,1.5569707e-05,0.15031159,-0.11911732,-9.876017,0.014397939,0.002952332,0.005523599,0.00075327547,0.00086362567,0.0046725557,5.6012345e-06,2.8402636e-05,7.1059685e-06,47.29313,47.29313
30111594,2490386,2490386,0,0,0,0,0,252.85728,252.85728,8091.433,8091.433,0.025666066,0.0015071603,7.1242166e-06,0.17550144,-0.10114373,-9.881195,0.014119272,0.0024841644,0.006141653,0.0016488506,0.0013378424,0.001358661,1.7794379e-06,1.6844718e-06,1.1746804e-06,47.31832,47.31832
31139871,2490386,2490386,0,0,0,0,0,252.85728,252.85728,8091.433,8091.433,0.02741835,0.0020674327,9.16217e-06,0.13603333,-0.117152564,-9.872952,0.014361671,0.002332788,0.0051190583,0.0005839914,0.0015645759,0.00082780374,3.0472022e-06,2.2571219e-06,2.4481599e-06,47.336464,47.336464
