timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy,parachute_system_healthy
20379901,1200.0,0.41796264,428.0626,0.0,263,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21130901,1200.0,0.41796264,428.0626,0.0,279,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21890062,1200.0,0.41796264,639.96564,0.0,287,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22642359,1200.0,0.41796264,346.5743,0.0,298,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24148585,1200.0,0.41796264,745.2547,0.0,323,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24901940,1200.0,0.41796264,481.66504,0.0,332,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25660915,1200.0,0.41796264,408.69623,0.0,348,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27175887,1200.0,0.41796264,556.9919,0.0,368,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27922004,1200.0,0.41796264,508.4577,0.0,383,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28673036,1200.0,0.41796264,609.56177,0.0,392,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30181940,1200.0,0.41796264,421.98074,0.0,412,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30940181,1200.0,0.41796264,654.0392,0.0,424,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31698955,1200.0,0.41796264,354.55765,0.0,434,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33208892,1200.0,0.41796264,482.6327,0.0,461,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33959109,1200.0,0.41796264,651.1385,0.0,470,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34722020,1200.0,0.41796264,406.7963,0.0,479,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36230228,1200.0,0.41796264,591.3425,0.0,503,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36982900,1200.0,0.41796264,392.1756,0.0,512,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37738216,1200.0,0.41796264,484.16614,0.0,528,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39251972,1200.0,0.41796264,651.34534,0.0,547,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40005886,1200.0,0.41796264,392.40253,0.0,561,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40759032,1200.0,0.41796264,612.94055,0.0,570,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42261955,1200.0,0.41796264,385.08148,0.0,596,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43018891,1200.0,0.41796264,736.34393,0.0,606,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43773011,1200.0,0.41796264,424.75076,0.0,616,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45278941,1200.0,0.41796264,398.57703,0.0,639,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46039014,1200.0,0.41796264,581.00574,0.0,647,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46795372,1200.0,0.41796264,473.66803,0.0,658,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48302998,1200.0,0.41796264,643.45013,0.0,684,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49060897,1200.0,0.41796264,423.28528,0.0,693,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49816486,1200.0,0.41796264,467.25394,0.0,707,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51318331,1200.0,0.41796264,556.9866,0.0,728,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52071077,1200.0,0.41796264,499.02817,0.0,743,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52830313,1200.0,0.41796264,620.0867,0.0,752,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54347924,1200.0,0.41796264,440.21545,0.0,776,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55091828,1200.0,0.41796264,553.5923,0.0,782,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55847881,1200.0,0.41796264,392.80588,0.0,794,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57349947,1200.0,0.41796264,447.4974,0.0,819,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58113429,1200.0,0.41796264,651.23474,0.0,828,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58868380,1200.0,0.41796264,393.67642,0.0,837,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60369790,1200.0,0.41796264,538.1098,0.0,859,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61119886,1200.0,0.41796264,400.07248,0.0,870,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61878991,1200.0,0.41796264,669.35,0.0,885,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62631991,1200.0,0.41796264,439.28363,0.0,895,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64144579,1200.0,0.41796264,398.14474,0.0,917,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64895959,1200.0,0.41796264,584.9138,0.0,926,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65649081,1200.0,0.41796264,472.1656,0.0,936,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67144161,1200.0,0.41796264,582.25494,0.0,960,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67898158,1200.0,0.41796264,450.2584,0.0,969,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68646886,1200.0,0.41796264,391.295,0.0,982,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70151986,1200.0,0.41796264,557.4661,0.0,1003,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70910830,1200.0,0.41420993,481.61868,0.0,1016,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71661054,1200.0,0.41420993,637.1124,0.0,1026,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73173423,1200.0,0.41420993,407.6323,0.0,1047,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73928940,1200.0,0.41420993,663.0729,0.0,1060,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74690143,1200.0,0.41420993,390.71487,0.0,1069,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76203382,1200.0,0.41420993,472.37692,0.0,1097,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76955601,1200.0,0.41420993,591.36194,0.0,1106,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77714159,1200.0,0.41420993,521.8854,0.0,1115,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79221980,1200.0,0.41420993,538.1098,0.0,1137,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79977886,1200.0,0.41420993,365.06143,0.0,1150,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80736397,1200.0,0.41420993,529.4306,0.0,1165,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82243889,1200.0,0.41420993,675.09906,0.0,1185,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82999890,1200.0,0.41420993,398.84946,0.0,1199,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83757717,1200.0,0.41420993,578.99133,0.0,1206,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85261506,1200.0,0.41420993,348.4672,0.0,1228,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86024639,1200.0,0.41420993,767.67145,0.0,1243,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86778646,1200.0,0.41420993,449.08173,0.0,1252,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88283507,1200.0,0.41420993,369.15982,0.0,1276,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89045128,1200.0,0.41420993,554.4564,0.0,1284,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89792795,1200.0,0.41420993,530.5552,0.0,1295,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91308954,1200.0,0.41420993,573.40875,0.0,1320,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92061870,1200.0,0.41420993,444.00473,0.0,1329,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92821890,1200.0,0.41420993,390.9184,0.0,1343,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94331904,1200.0,0.41420993,558.17487,0.0,1363,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95079883,1200.0,0.41420993,464.3555,0.0,1376,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95830890,1200.0,0.41420993,616.469,0.0,1385,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97338909,1200.0,0.41420993,442.38574,0.0,1406,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98089328,1200.0,0.41420993,632.1044,0.0,1420,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98848946,1200.0,0.41420993,390.8734,0.0,1429,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100357216,1200.0,0.41420993,470.68936,0.0,1456,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101118416,1200.0,0.41420993,589.6062,0.0,1468,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101871053,1200.0,0.41420993,542.10693,0.0,1475,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103378886,1200.0,0.41420993,537.074,0.0,1497,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104137897,1200.0,0.41420993,400.38245,0.0,1511,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104890078,1200.0,0.41420993,492.5693,0.0,1525,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105639984,1200.0,0.41420993,492.5693,0.0,1533,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107155996,1200.0,0.41420993,401.89468,0.0,1559,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107910957,1200.0,0.41420993,580.96533,0.0,1566,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108661039,1200.0,0.41420993,580.96533,0.0,1575,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110180001,1200.0,0.41420993,731.85944,0.0,1603,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110931359,1200.0,0.41420993,451.6599,0.0,1612,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111690115,1200.0,0.41420993,361.88513,0.0,1621,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113202022,1200.0,0.41420993,580.64355,0.0,1646,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113950869,1200.0,0.41420993,566.68286,0.0,1656,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114710000,1200.0,0.41420993,572.1767,0.0,1672,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116222314,1200.0,0.41420993,459.90405,0.0,1691,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116979977,1200.0,0.41420993,390.57504,0.0,1704,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117733667,1200.0,0.41420993,497.4071,0.0,1713,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119237103,1200.0,0.41420993,568.99207,0.0,1739,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120001894,1200.0,0.41420993,616.8033,0.0,1749,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120759840,1200.0,0.41420993,411.93546,0.0,1759,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122272944,1200.0,0.41420993,647.2233,0.0,1784,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123019024,1200.0,0.41420993,426.25958,0.0,1792,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123780997,1200.0,0.41420993,444.1131,0.0,1804,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125288942,1200.0,0.41420993,617.90985,0.0,1831,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126050035,1200.0,0.41420993,486.9965,0.0,1837,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126801805,1200.0,0.41420993,544.16455,0.0,1852,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128309032,1200.0,0.41420993,428.71384,0.0,1873,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129059968,1200.0,0.41420993,493.31885,0.0,1887,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129820474,1200.0,0.41420993,591.6817,0.0,1897,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131335124,1200.0,0.41420993,465.61212,0.0,1922,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132088973,1200.0,0.41420993,603.07465,0.0,1929,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132839096,1200.0,0.41420993,356.87616,0.0,1941,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134345887,1200.0,0.41420993,719.21576,0.0,1966,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135092007,1200.0,0.41420993,427.8171,0.0,1975,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135850974,1200.0,0.41420993,401.08234,0.0,1984,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137369232,1200.0,0.41420993,583.11536,0.0,2009,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138118896,1200.0,0.41420993,529.24445,0.0,2019,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138880393,1200.0,0.41420993,580.4932,0.0,2034,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139638008,1200.0,0.41420993,580.4932,0.0,2045,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141140254,1200.0,0.41420993,333.11224,0.0,2068,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
