timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
14140790,0.0,0.0,0.0,0.01511713,0.021678584,-0.7100923,0.3305999,0,0,1,0
71096838,0.0,0.0,0.0,0.0028885668,-0.004180653,-0.4095838,0.18133953,0,0,1,0
97615561,0.0,0.0,0.0,0.40250856,5.4012604,0.0023064986,1.4321641,0,0,1,0
207017463,0.0,0.0,0.0,1.3794297,5.2499576,0.009047931,1.0198865,0,0,1,0
209843841,0.0,0.0,0.0,1.378491,5.247639,-0.050162178,1.0218092,0,0,1,0
