timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
41905809,4.7453613,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
42404773,4.6599607,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
42904757,4.7066894,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
43404763,4.727637,3.2967772,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
43904777,4.7421384,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
44405627,4.6937985,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
44904762,4.6583495,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
45405793,4.6325684,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
45904760,4.6535153,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
46404759,4.6712403,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
46905460,4.703467,3.2919433,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
47404758,4.6583495,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
47905355,4.705078,3.2967772,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
48404775,4.7340817,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
48904757,4.714746,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
49405105,4.7228026,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
49904758,4.676074,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
50405371,4.690576,3.2919433,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
50904757,4.6937985,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
51405681,4.7083006,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
51904771,4.726025,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
52404757,4.6599607,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
52904762,4.705078,3.2967772,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
53404757,4.690576,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
53905546,4.6937985,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
54404769,4.748584,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
54905357,4.6470704,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
55404775,4.650293,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
55904757,4.679297,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
56404904,4.674463,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
56904758,4.700244,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
57404847,4.587451,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
57904768,4.688965,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
58405795,4.716357,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
58904766,4.680908,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
59404757,4.7308593,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
59904759,4.679297,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
60404757,4.6873536,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
60905286,4.705078,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
61404770,4.753418,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
61905567,4.6873536,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
62404758,4.650293,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
62904782,4.6937985,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
63404989,4.713135,3.2919433,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
63904757,4.688965,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
64404998,4.716357,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
64904758,4.679297,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
65405550,4.651904,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
65904758,4.685742,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
66404756,4.7373047,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
66904762,4.542334,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
67404757,4.674463,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
67905369,4.727637,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
68404766,4.6728516,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
68905787,4.524609,3.2967772,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
69404770,4.7115235,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
69904757,4.6873536,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
70404874,4.713135,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
70904762,4.7228026,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
71405972,4.713135,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
71904780,4.7324705,3.2967772,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
72405771,4.6083984,3.2967772,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
72904776,4.7115235,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
73404770,4.7356935,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
73904864,4.674463,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
74404757,4.7211914,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
74905697,4.714746,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
75404773,4.6599607,3.2967772,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
75904757,4.6937985,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
76404764,4.724414,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
76904757,4.777588,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
77405942,4.676074,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
77904757,4.6921873,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
78405878,4.6937985,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
78904759,4.6696286,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
79404758,4.724414,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
79904839,4.6776853,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
80404758,4.6841307,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
80904802,4.738916,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
81404757,4.6970215,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
81906319,4.4827147,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
82404758,4.703467,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
82904757,4.6986327,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
83404775,4.6776853,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
83904757,4.7373047,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
84405834,4.729248,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
84904766,4.6535153,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
85405464,4.664795,3.2919433,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
85904773,4.6873536,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
86404758,4.6599607,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
86905484,4.7179685,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
87404757,4.664795,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
87904981,4.7340817,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
88404757,4.690576,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
88905628,4.674463,3.2967772,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
89404758,4.679297,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
89904758,4.6873536,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
90404759,4.463379,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
90904757,4.703467,3.2919433,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
91405699,4.7340817,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
91904765,4.7373047,3.2967772,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
92405695,4.639014,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
92904758,4.6841307,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
93404757,4.690576,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
93904893,4.709912,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
94404758,4.6970215,3.2919433,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
94905176,4.639014,3.2919433,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
95404779,4.705078,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
95905689,4.7179685,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
96404762,4.6873536,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
96904758,4.6728516,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
97404763,4.640625,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
97904768,4.6841307,3.2967772,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
98405522,4.7211914,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
98904757,4.650293,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
99404779,4.6873536,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
99904758,4.7179685,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
100404757,4.6470704,3.2919433,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
100905063,4.7211914,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
101404766,4.703467,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
101905374,4.6696286,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
102404771,4.6970215,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
102904757,4.7179685,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
103405216,4.7211914,3.2983887,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
103904757,4.6680174,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
104405421,4.7066894,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
104904797,4.6583495,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
105405813,4.729248,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
105904759,4.6631837,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
106404756,4.701855,3.2967772,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
106904896,4.700244,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
107404771,4.688965,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
107905366,4.6293454,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
108404757,4.6954103,3.2919433,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
108905534,4.6631837,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
109404759,4.726025,3.2919433,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
109904760,4.716357,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
110404824,4.6954103,3.2967772,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
110904757,4.626123,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
111404948,4.713135,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
111904768,4.705078,3.2919433,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
112406131,4.664795,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
112904769,4.7340817,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
113404866,4.713135,3.2919433,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
113904760,4.7356935,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
114404758,4.650293,3.2967772,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
114905369,4.642236,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
115404757,4.6921873,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
115905690,4.688965,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
116404771,4.6873536,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
116904757,4.6712403,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
117404930,4.635791,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
117904763,4.6728516,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
118405424,4.7211914,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
118904770,4.7228026,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
119404757,4.7211914,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
119904764,4.713135,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
120404762,4.71958,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
120904758,4.679297,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
121404758,4.7083006,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
121905670,4.6954103,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
122404757,4.6841307,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
122904756,4.7211914,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
123404803,4.685742,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
123904758,4.676074,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
124405539,4.690576,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
124904809,4.690576,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
125405400,4.7066894,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
125904757,4.674463,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
126404758,4.714746,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
126905423,4.71958,3.295166,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
127404757,4.6937985,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
127905442,4.7421384,3.2935545,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0
