timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
17405879,4.679297,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
17904768,4.484326,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
18404762,4.6728516,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
18904759,4.630957,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
19404757,4.5052733,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
19905379,4.650293,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
20404775,4.6180663,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
20905692,4.690576,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
21404773,4.7308593,3.2967772,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
21904757,4.716357,3.2967772,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
22404763,4.703467,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
22904758,4.6712403,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
23406016,4.6470704,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
23904801,4.703467,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
24406004,4.714746,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
24904771,4.6535153,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
25404770,4.6438475,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
25905087,4.6567383,3.2967772,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
26404757,4.4182615,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
26905132,4.6631837,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
27404757,4.6438475,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
27906370,4.7211914,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
28404771,4.661572,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
28904761,4.627734,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
29404758,4.703467,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
29904759,4.655127,3.2919433,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
30405271,4.679297,3.2967772,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
30904767,4.724414,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
31406277,4.6954103,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
31904759,4.680908,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
32404791,4.6825194,3.2967772,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
32905117,4.650293,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
33404759,4.701855,3.2967772,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
33905627,4.714746,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
34404757,4.666406,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
34906129,4.6776853,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
35404771,4.726025,3.2919433,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
35904757,4.714746,3.2967772,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
36404760,4.7308593,3.2919433,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
36904758,4.7179685,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
37405719,4.6986327,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
37904767,4.6728516,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
38405609,4.666406,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
38904853,4.738916,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
39404758,4.6986327,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
39904986,4.6567383,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
40404757,4.6841307,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
40905089,4.738916,3.295166,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
41404764,4.727637,3.2935545,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0
