timestamp,main_state_changes,main_state
113771052,1,2
114273842,1,2
114775081,1,2
115285018,1,2
115785893,1,2
116289267,1,2
116796205,1,2
117297281,1,2
117800846,1,2
118302886,1,2
118805804,1,2
119309809,1,2
119818144,1,2
120319805,1,2
120825953,1,2
121331806,1,2
121838807,1,2
122341844,1,2
122851830,1,2
123355014,1,2
123862806,1,2
124362839,1,2
124864604,1,2
125369954,1,2
125872841,1,2
126378158,1,2
126884852,1,2
127384883,1,2
127890124,1,2
128395849,1,2
128901812,1,2
129405145,1,2
129908846,1,2
130416620,1,2
130926633,1,2
131428903,1,2
131929804,1,2
132434853,1,2
132939832,1,2
133446184,1,2
133949806,1,2
134450843,1,2
134957434,1,2
135462887,1,2
135972675,1,2
136479846,1,2
136982951,1,2
137483801,1,2
137991043,1,2
138496854,1,2
138998382,1,2
139505408,1,2
140007846,1,2
140509119,1,2
141016103,1,2
141526003,1,2
142030846,1,2
142538803,1,2
143038861,1,2
143539831,1,2
144041831,1,2
144549971,1,2
145050833,1,2
145553806,1,2
146062341,1,2
146566870,1,2
147068244,1,2
147573055,1,2
148083837,1,2
148590935,1,2
149097849,1,2
149601841,1,2
150105802,1,2
150606847,1,2
151109804,1,2
151618803,1,2
152121136,1,2
152631809,1,2
153141808,1,2
153647880,1,2
154150868,1,2
154657327,1,2
155160847,1,2
155662848,1,2
156171829,1,2
156682837,1,2
157185198,1,2
157686337,1,2
158197025,1,2
158702149,1,2
159204889,1,2
159707527,1,2
160208295,1,2
160711808,1,2
161218462,1,2
161719133,1,2
162221858,1,2
162731836,1,2
163235801,1,2
163737258,1,2
164240914,1,2
164747892,1,2
165249804,1,2
165753871,1,2
166262810,1,2
166762836,1,2
167265114,1,2
167775258,1,2
168280880,1,2
168791209,1,2
169298124,1,2
169803807,1,2
170306955,1,2
170808823,1,2
171310364,1,2
171820909,1,2
172323905,1,2
172829421,1,2
173335793,1,2
173845725,1,2
174356728,1,2
174861913,1,2
175365341,1,2
175867007,1,2
176370827,1,2
176881028,1,2
177382947,1,2
177887015,1,2
178394187,1,2
178894856,1,2
179400924,1,2
179905307,1,2
180415817,1,2
180921969,1,2
181430005,1,2
181934953,1,2
182436814,1,2
182939805,1,2
183449542,1,2
183952926,1,2
184460551,1,2
184961809,1,2
185469965,1,2
185976226,1,2
186479915,1,2
186984001,1,2
187486692,1,2
187996555,1,2
188496828,1,2
189000830,1,2
189509874,1,2
190018806,1,2
190525149,1,2
191030102,1,2
191532853,1,2
192032952,1,2
192540949,1,2
193050451,1,2
193561196,1,2
194070100,1,2
194577080,1,2
195083989,1,2
195590906,1,2
196096893,1,2
196602109,1,2
197106273,1,2
197607989,1,2
198118805,1,2
198619092,1,2
199126309,1,2
199630804,1,2
200136530,1,2
200640464,1,2
201140975,1,2
201650839,1,2
202157891,1,2
202658855,1,2
203164115,1,2
203672846,1,2
204178835,1,2
204680807,1,2
205184802,1,2
205684852,1,2
206185975,1,2
206691958,1,2
207017550,1,2
207527832,1,2
208028359,1,2
208530550,1,2
209030841,1,2
209540805,1,2
210046072,1,2
210555808,1,2
211061373,1,2
211572202,1,2
211922351,1,2
212327811,1,2
212827921,1,2
213328019,1,2
213829932,1,2
214336667,1,2
214839801,1,2
215341980,1,2
215848807,1,2
216350831,1,2
216851326,1,2
217361878,1,2
217872805,1,2
218372847,1,2
218873842,1,2
219385048,1,2
219885575,1,2
220394096,1,2
220907574,1,2
221416913,1,2
221918834,1,2
222428937,1,2
222931401,1,2
223440809,1,2
223940821,1,2
224441211,1,2
224950950,1,2
225457914,1,2
225961893,1,2
226471803,1,2
226973907,1,2
227474956,1,2
227985072,1,2
228494948,1,2
229005845,1,2
229507347,1,2
230017779,1,2
230517804,1,2
231025945,1,2
231529836,1,2
232038807,1,2
232538863,1,2
233038868,1,2
233541853,1,2
234043372,1,2
234550837,1,2
235051406,1,2
235561752,1,2
236063848,1,2
236563873,1,2
237073807,1,2
237575031,1,2
238077680,1,2
238586940,1,2
239087869,1,2
239597843,1,2
240105898,1,2
240607779,1,2
241117806,1,2
241620374,1,2
242122382,1,2
242625139,1,2
243135868,1,2
243639936,1,2
244151349,1,2
244658829,1,2
245161807,1,2
245661975,1,2
246166842,1,2
246667114,1,2
247170824,1,2
247672807,1,2
248172936,1,2
248681944,1,2
249183818,1,2
249683849,1,2
250186399,1,2
250694857,1,2
251196880,1,2
251697238,1,2
252198403,1,2
252702056,1,2
253202915,1,2
253705817,1,2
254216165,1,2
254717812,1,2
255227377,1,2
255738341,1,2
256238863,1,2
256740824,1,2
257249981,1,2
257750362,1,2
258260822,1,2
258760848,1,2
259263931,1,2
259763942,1,2
260273869,1,2
260784200,1,2
261288890,1,2
261789897,1,2
262295845,1,2
262804891,1,2
263307822,1,2
263809858,1,2
264319025,1,2
264829957,1,2
265332231,1,2
265838207,1,2
266344294,1,2
266846226,1,2
267350915,1,2
267855287,1,2
268358908,1,2
268859955,1,2
269361837,1,2
269871326,1,2
270382010,1,2
270884855,1,2
271387808,1,2
271896370,1,2
272398040,1,2
272902808,1,2
273407845,1,2
273907870,1,2
274408804,1,2
274911174,1,2
275411805,1,2
275914914,1,2
276417847,1,2
276929038,1,2
277432833,1,2
277937697,1,2
278439789,1,2
278940264,1,2
279444448,1,2
279947067,1,2
280457348,1,2
280967202,1,2
281468809,1,2
281971472,1,2
282473807,1,2
282976515,1,2
283477809,1,2
283980847,1,2
284480874,1,2
284988558,1,2
285498796,1,2
286008109,1,2
286514685,1,2
287025526,1,2
287535806,1,2
288045836,1,2
288548881,1,2
289058806,1,2
289568950,1,2
290077422,1,2
290583666,1,2
291086166,1,2
291586848,1,2
292090952,1,2
292595866,1,2
293102113,1,2
293602869,1,2
294104960,1,2
294613808,1,2
295118866,1,2
295627878,1,2
296128032,1,2
296629082,1,2
297131838,1,2
297639912,1,2
298140803,1,2
298651012,1,2
299159855,1,2
299666822,1,2
300169114,1,2
300675805,1,2
301181970,1,2
301693037,1,2
302193620,1,2
302699338,1,2
303201058,1,2
303704907,1,2
304206494,1,2
304709946,1,2
305210844,1,2
305716806,1,2
306218577,1,2
306722827,1,2
307223955,1,2
307734894,1,2
307982183,1,2
308482934,1,2
