timestamp,time_estimate,safe_time_estimate,valid
105856767,0.0,0.0,0
106857105,0.0,0.0,0
107866486,0.0,0.0,0
108874041,0.0,0.0,0
109886309,0.0,0.0,0
110887167,0.0,0.0,0
111908282,0.0,0.0,0
112955753,0.0,0.0,0
113975642,0.0,0.0,0
114985701,0.0,0.0,0
115997208,0.0,0.0,0
117037852,0.0,0.0,0
118057665,0.0,0.0,0
119066082,0.0,0.0,0
120067083,0.0,0.0,0
121075453,0.0,0.0,0
122095724,0.0,0.0,0
123108398,0.0,0.0,0
124116609,0.0,0.0,0
125117110,0.0,0.0,0
126125963,0.0,0.0,0
127145403,0.0,0.0,0
128146539,0.0,0.0,0
129155745,0.0,0.0,0
130168538,0.0,0.0,0
131184505,0.0,0.0,0
132237176,0.0,0.0,0
133244634,0.0,0.0,0
134257873,0.0,0.0,0
135305889,0.0,0.0,0
136326015,0.0,0.0,0
137337691,0.0,0.0,0
138345796,0.0,0.0,0
139355314,0.0,0.0,0
140407401,0.0,0.0,0
141415684,0.0,0.0,0
142428261,0.0,0.0,0
143444336,0.0,0.0,0
144445368,0.0,0.0,0
145458737,0.0,0.0,0
146466205,0.0,0.0,0
147473835,0.0,0.0,0
148486548,0.0,0.0,0
149506972,0.0,0.0,0
150508076,0.0,0.0,0
151516813,0.0,0.0,0
152524987,0.0,0.0,0
153545517,0.0,0.0,0
154558939,0.0,0.0,0
155565564,0.0,0.0,0
156574631,0.0,0.0,0
157587924,0.0,0.0,0
158588659,0.0,0.0,0
159604973,0.0,0.0,0
160616760,0.0,0.0,0
161616917,0.0,0.0,0
162626678,0.0,0.0,0
163638194,0.0,0.0,0
164646091,0.0,0.0,0
165655538,0.0,0.0,0
166668695,0.0,0.0,0
167675719,0.0,0.0,0
168685321,0.0,0.0,0
169697478,0.0,0.0,0
170706270,0.0,0.0,0
171714375,0.0,0.0,0
172727072,0.0,0.0,0
173735858,0.0,0.0,0
174747095,0.0,0.0,0
175764020,0.0,0.0,0
176777237,0.0,0.0,0
177785040,0.0,0.0,0
178798366,0.0,0.0,0
179806510,0.0,0.0,0
180826611,0.0,0.0,0
181835682,0.0,0.0,0
182886397,0.0,0.0,0
183908296,0.0,0.0,0
184916192,0.0,0.0,0
185925357,0.0,0.0,0
186936480,0.0,0.0,0
187937461,0.0,0.0,0
188954381,0.0,0.0,0
189966494,0.0,0.0,0
190975185,0.0,0.0,0
191988281,0.0,0.0,0
192995538,0.0,0.0,0
194015875,0.0,0.0,0
195036263,0.0,0.0,0
196057798,0.0,0.0,0
197058241,0.0,0.0,0
198066304,0.0,0.0,0
199075536,0.0,0.0,0
200087073,0.0,0.0,0
201096197,0.0,0.0,0
202104403,0.0,0.0,0
203117385,0.0,0.0,0
204125977,0.0,0.0,0
205138041,0.0,0.0,0
206187092,0.0,0.0,0
207225954,0.0,0.0,0
208238912,0.0,0.0,0
209286396,0.0,0.0,0
210294821,0.0,0.0,0
211307281,0.0,0.0,0
212328146,0.0,0.0,0
213387468,0.0,0.0,0
214436459,0.0,0.0,0
215443864,0.0,0.0,0
216456377,0.0,0.0,0
217465433,0.0,0.0,0
218477737,0.0,0.0,0
219485782,0.0,0.0,0
220506100,0.0,0.0,0
221527092,0.0,0.0,0
222535631,0.0,0.0,0
223547540,0.0,0.0,0
224595869,0.0,0.0,0
225604527,0.0,0.0,0
226625351,0.0,0.0,0
227637102,0.0,0.0,0
228657847,0.0,0.0,0
229658402,0.0,0.0,0
230673960,0.0,0.0,0
231686604,0.0,0.0,0
232694927,0.0,0.0,0
233695662,0.0,0.0,0
234703810,0.0,0.0,0
235716309,0.0,0.0,0
236716790,0.0,0.0,0
237725108,0.0,0.0,0
238737757,0.0,0.0,0
239754410,0.0,0.0,0
240766337,0.0,0.0,0
241774423,0.0,0.0,0
242775472,0.0,0.0,0
243795606,0.0,0.0,0
244803591,0.0,0.0,0
245817008,0.0,0.0,0
246825243,0.0,0.0,0
247825688,0.0,0.0,0
248837386,0.0,0.0,0
249838189,0.0,0.0,0
250886000,0.0,0.0,0
251907299,0.0,0.0,0
252954468,0.0,0.0,0
253954545,0.0,0.0,0
254966828,0.0,0.0,0
255995021,0.0,0.0,0
256995924,0.0,0.0,0
258003920,0.0,0.0,0
259016411,0.0,0.0,0
260017307,0.0,0.0,0
261037782,0.0,0.0,0
262045596,0.0,0.0,0
263065825,0.0,0.0,0
264066843,0.0,0.0,0
265086767,0.0,0.0,0
266134360,0.0,0.0,0
267146462,0.0,0.0,0
268167915,0.0,0.0,0
269214972,0.0,0.0,0
270227504,0.0,0.0,0
271235233,0.0,0.0,0
272247542,0.0,0.0,0
273258141,0.0,0.0,0
274264816,0.0,0.0,0
275265417,0.0,0.0,0
276265661,0.0,0.0,0
277286021,0.0,0.0,0
278294605,0.0,0.0,0
279345968,0.0,0.0,0
280346009,0.0,0.0,0
281366254,0.0,0.0,0
282375077,0.0,0.0,0
283375319,0.0,0.0,0
284387392,0.0,0.0,0
285435931,0.0,0.0,0
286467374,0.0,0.0,0
287487392,0.0,0.0,0
288507616,0.0,0.0,0
289516833,0.0,0.0,0
290536650,0.0,0.0,0
291584190,0.0,0.0,0
292593052,0.0,0.0,0
293597498,0.0,0.0,0
294606264,0.0,0.0,0
295625837,0.0,0.0,0
296629143,0.0,0.0,0
297634434,0.0,0.0,0
298646356,0.0,0.0,0
299666557,0.0,0.0,0
300675123,0.0,0.0,0
301687128,0.0,0.0,0
302695475,0.0,0.0,0
303704967,0.0,0.0,0
304710006,0.0,0.0,0
305716165,0.0,0.0,0
306722942,0.0,0.0,0
307734956,0.0,0.0,0
308784824,0.0,0.0,0
