timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
5326806,0.0,-0.0,0.2923992,0.0,0.98933184,0.0,0.0,0.14567934,0.0,0.0,-0.0,0,0,0,0,0
5330751,0.0,-0.0,0.2929201,0.0,0.9892939,0.0,0.0,0.14593701,0.0,0.0,-0.0,0,0,0,0,0
5334786,0.0,-0.0,0.29344168,0.0,0.9892558,0.0,0.0,0.146195,0.0,0.0,-0.0,0,0,0,0,0
5338731,0.0,-0.0,0.29384083,0.0,0.9892266,0.0,0.0,0.14639242,0.0,0.0,-0.0,0,0,0,0,0
5342722,0.0,-0.0,0.29424426,0.0,0.9891971,0.0,0.0,0.14659196,0.0,0.0,-0.0,0,0,0,0,0
5346609,0.0,-0.0,0.29465035,0.0,0.9891673,0.0,0.0,0.14679281,0.0,0.0,-0.0,0,0,0,0,0
5350635,0.0,-0.0,0.294908,0.0,0.9891483,0.0,0.0,0.14692023,0.0,0.0,-0.0,0,0,0,0,0
5354555,0.0,-0.0,0.29516903,0.0,0.9891292,0.0,0.0,0.14704934,0.0,0.0,-0.0,0,0,0,0,0
5358546,0.0,-0.0,0.29487044,0.0,0.9891511,0.0,0.0,0.14690167,0.0,0.0,-0.0,0,0,0,0,0
5362456,0.0,-0.0,0.29457894,0.0,0.9891725,0.0,0.0,0.1467575,0.0,0.0,-0.0,0,0,0,0,0
5366419,0.0,-0.0,0.294293,0.0,0.9891935,0.0,0.0,0.14661606,0.0,0.0,-0.0,0,0,0,0,0
5370390,0.0,-0.0,0.2938864,0.0,0.98922324,0.0,0.0,0.14641497,0.0,0.0,-0.0,0,0,0,0,0
5374258,0.0,-0.0,0.29348162,0.0,0.98925287,0.0,0.0,0.14621475,0.0,0.0,-0.0,0,0,0,0,0
5378197,0.0,-0.0,0.29302278,0.0,0.98928636,0.0,0.0,0.1459878,0.0,0.0,-0.0,0,0,0,0,0
5382168,0.0,-0.0,0.29256344,0.0,0.9893199,0.0,0.0,0.14576058,0.0,0.0,-0.0,0,0,0,0,0
5386102,0.0,-0.0,0.29210326,0.0,0.9893534,0.0,0.0,0.14553295,0.0,0.0,-0.0,0,0,0,0,0
5390093,0.0,-0.0,0.29173073,0.0,0.9893805,0.0,0.0,0.14534865,0.0,0.0,-0.0,0,0,0,0,0
5394019,0.0,-0.0,0.29135367,0.0,0.9894079,0.0,0.0,0.14516214,0.0,0.0,-0.0,0,0,0,0,0
5397971,0.0,-0.0,0.29105556,0.0,0.98942953,0.0,0.0,0.14501466,0.0,0.0,-0.0,0,0,0,0,0
