timestamp,timestamp_sample,device_id,error_count,pressure,temperature
58413730,58412805,6780449,0,990.78436,48.059998
58500653,58499727,6780449,0,990.77124,48.059998
58630239,58629311,6780449,0,990.7551,48.059998
58716829,58715905,6780449,0,990.76605,48.059998
58803434,58802509,6780449,0,990.763,48.05
58890028,58889106,6780449,0,990.73834,48.05
59019930,59019007,6780449,0,990.78925,48.059998
59106531,59105609,6780449,0,990.7694,48.059998
59193150,59192224,6780449,0,990.77234,48.07
59323229,59322296,6780449,0,990.7653,48.059998
59409647,59408711,6780449,0,990.763,48.059998
59496314,59495305,6780449,0,990.7575,48.059998
59626196,59625236,6780449,0,990.7653,48.059998
59712729,59711806,6780449,0,990.77277,48.07
59799342,59798418,6780449,0,990.7829,48.07
59929236,59928305,6780449,0,990.7751,48.07
60015843,60014907,6780449,0,990.7772,48.07
60102442,60101508,6780449,0,990.7566,48.07
60189295,60188114,6780449,0,990.79034,48.07
60318933,60318007,6780449,0,990.7951,48.07
60405529,60404605,6780449,0,990.7869,48.079998
60492165,60491224,6780449,0,990.7668,48.07
60622035,60621109,6780449,0,990.79443,48.079998
60708632,60707706,6780449,0,990.7869,48.079998
60795231,60794306,6780449,0,990.77386,48.079998
60925166,60924220,6780449,0,990.7783,48.079998
61011921,61010989,6780449,0,990.76294,48.079998
61098329,61097406,6780449,0,990.76117,48.07
61228241,61227310,6780449,0,990.7922,48.079998
61314831,61313908,6780449,0,990.7757,48.079998
61401437,61400510,6780449,0,990.78577,48.079998
61531338,61530412,6780449,0,990.7783,48.079998
61617931,61617007,6780449,0,990.80414,48.079998
61704569,61703638,6780449,0,990.79816,48.09
61791150,61790226,6780449,0,990.788,48.079998
61921035,61920111,6780449,0,990.7828,48.079998
62007634,62006706,6780449,0,990.7951,48.09
62094236,62093307,6780449,0,990.80676,48.079998
62224141,62223217,6780449,0,990.81085,48.09
62310730,62309806,6780449,0,990.788,48.079998
62397331,62396408,6780449,0,990.78015,48.079998
62527250,62526310,6780449,0,990.78546,48.079998
62613831,62612906,6780449,0,990.78766,48.09
62700680,62699749,6780449,0,990.76227,48.079998
