timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],accel_priority[0],accel_priority[1],accel_priority[2],accel_priority[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3],gyro_priority[0],gyro_priority[1],gyro_priority[2],gyro_priority[3]
57629687,2490386,2490386,3670026,0,0,0.055657912,0.055657912,0.0,0.0,2490386,2490386,3670026,0,0,0.0025676778,0.0025676778,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
57827429,2490386,2490386,3670026,0,0,0.060156766,0.06015676,0.0,0.0,2490386,2490386,3670026,0,0,0.0027556506,0.0027556506,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
58033174,2490386,2490386,3670026,0,0,0.06772435,0.06772435,0.0,0.0,2490386,2490386,3670026,0,0,0.0021243466,0.0021243463,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
58230814,2490386,2490386,3670026,0,0,0.059534915,0.05953489,0.0,0.0,2490386,2490386,3670026,0,0,0.0023018403,0.00230184,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
58432527,2490386,2490386,3670026,0,0,0.070690855,0.07069082,0.0,0.0,2490386,2490386,3670026,0,0,0.0020438065,0.002043806,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
58630310,2490386,2490386,3670026,0,0,0.06584898,0.065849006,0.0,0.0,2490386,2490386,3670026,0,0,0.0023862694,0.0023862696,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
58828023,2490386,2490386,3670026,0,0,0.063537054,0.06353706,0.0,0.0,2490386,2490386,3670026,0,0,0.0018988156,0.0018988153,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
59029696,2490386,2490386,3670026,0,0,0.06117302,0.061173018,0.0,0.0,2490386,2490386,3670026,0,0,0.002107482,0.0021074822,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
59227460,2490386,2490386,3670026,0,0,0.0657182,0.06571819,0.0,0.0,2490386,2490386,3670026,0,0,0.0018640934,0.0018640935,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
59433124,2490386,2490386,3670026,0,0,0.056627873,0.05662784,0.0,0.0,2490386,2490386,3670026,0,0,0.002423947,0.0024239474,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
59630865,2490386,2490386,3670026,0,0,0.07100061,0.071000636,0.0,0.0,2490386,2490386,3670026,0,0,0.0016708482,0.0016708483,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
59832636,2490386,2490386,3670026,0,0,0.067369215,0.06736925,0.0,0.0,2490386,2490386,3670026,0,0,0.002182201,0.0021822008,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
60030316,2490386,2490386,3670026,0,0,0.061926052,0.06192608,0.0,0.0,2490386,2490386,3670026,0,0,0.0022459575,0.0022459573,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
60228038,2490386,2490386,3670026,0,0,0.06744918,0.06744921,0.0,0.0,2490386,2490386,3670026,0,0,0.0026780134,0.0026780136,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
60429722,2490386,2490386,3670026,0,0,0.06839432,0.06839434,0.0,0.0,2490386,2490386,3670026,0,0,0.0024688286,0.0024688283,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
60627493,2490386,2490386,3670026,0,0,0.060483612,0.060483605,0.0,0.0,2490386,2490386,3670026,0,0,0.0025782383,0.0025782383,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
60833245,2490386,2490386,3670026,0,0,0.06109279,0.061092723,0.0,0.0,2490386,2490386,3670026,0,0,0.0021684878,0.0021684875,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
61030865,2490386,2490386,3670026,0,0,0.06511669,0.065116696,0.0,0.0,2490386,2490386,3670026,0,0,0.0022016335,0.002201633,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
61232670,2490386,2490386,3670026,0,0,0.06548214,0.06548213,0.0,0.0,2490386,2490386,3670026,0,0,0.0021645115,0.0021645117,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
61430306,2490386,2490386,3670026,0,0,0.0657779,0.0657779,0.0,0.0,2490386,2490386,3670026,0,0,0.0027351547,0.002735155,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
61628075,2490386,2490386,3670026,0,0,0.064858764,0.06485878,0.0,0.0,2490386,2490386,3670026,0,0,0.0019002783,0.0019002783,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
61829752,2490386,2490386,3670026,0,0,0.07102381,0.0710238,0.0,0.0,2490386,2490386,3670026,0,0,0.0032879396,0.0032879412,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
62027507,2490386,2490386,3670026,0,0,0.071833536,0.071833566,0.0,0.0,2490386,2490386,3670026,0,0,0.002154875,0.0021548741,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
62233146,2490386,2490386,3670026,0,0,0.06646492,0.066464946,0.0,0.0,2490386,2490386,3670026,0,0,0.0020428433,0.0020428428,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
62430890,2490386,2490386,3670026,0,0,0.0708912,0.070891224,0.0,0.0,2490386,2490386,3670026,0,0,0.0036115954,0.0036115947,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
62632689,2490386,2490386,3670026,0,0,0.076256014,0.076256014,0.0,0.0,2490386,2490386,3670026,0,0,0.0021570427,0.002157043,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
62830394,2490386,2490386,3670026,0,0,0.06756674,0.067566775,0.0,0.0,2490386,2490386,3670026,0,0,0.0022952529,0.0022952526,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
63028081,2490386,2490386,3670026,0,0,0.07419425,0.074194245,0.0,0.0,2490386,2490386,3670026,0,0,0.0030916773,0.0030916769,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
63229775,2490386,2490386,3670026,0,0,0.050932325,0.050932314,0.0,0.0,2490386,2490386,3670026,0,0,0.0021682754,0.0021682754,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
63427545,2490386,2490386,3670026,0,0,0.07505106,0.075051054,0.0,0.0,2490386,2490386,3670026,0,0,0.003001217,0.0030012177,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
63633179,2490386,2490386,3670026,0,0,0.06495503,0.06495508,0.0,0.0,2490386,2490386,3670026,0,0,0.003396174,0.0033961749,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
63830943,2490386,2490386,3670026,0,0,0.06722865,0.06722865,0.0,0.0,2490386,2490386,3670026,0,0,0.0037728553,0.0037728564,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
64028781,2490386,2490386,3670026,0,0,0.075455755,0.07545577,0.0,0.0,2490386,2490386,3670026,0,0,0.0034250384,0.0034250384,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
64230392,2490386,2490386,3670026,0,0,0.0725848,0.07258475,0.0,0.0,2490386,2490386,3670026,0,0,0.0027242624,0.0027242627,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
64428106,2490386,2490386,3670026,0,0,0.07527213,0.07527212,0.0,0.0,2490386,2490386,3670026,0,0,0.0016769987,0.00167699,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
64629808,2490386,2490386,3670026,0,0,0.08233054,0.08233044,0.0,0.0,2490386,2490386,3670026,0,0,0.003145385,0.0031453802,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
64827538,2490386,2490386,3670026,0,0,0.07334331,0.07334329,0.0,0.0,2490386,2490386,3670026,0,0,0.005458947,0.005458951,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
65033309,2490386,2490386,3670026,0,0,0.06411334,0.06411336,0.0,0.0,2490386,2490386,3670026,0,0,0.004914787,0.0049147764,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
65230943,2490386,2490386,3670026,0,0,0.070734434,0.07073438,0.0,0.0,2490386,2490386,3670026,0,0,0.0063605793,0.006360576,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
65428805,2490386,2490386,3670026,0,0,0.04942081,0.049420916,0.0,0.0,2490386,2490386,3670026,0,0,0.004435965,0.0044359756,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
65630388,2490386,2490386,3670026,0,0,0.058325652,0.05832565,0.0,0.0,2490386,2490386,3670026,0,0,0.0023454076,0.0023454076,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
65828125,2490386,2490386,3670026,0,0,0.046382178,0.046382137,0.0,0.0,2490386,2490386,3670026,0,0,0.0015802882,0.0015802905,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
66029826,2490386,2490386,3670026,0,0,0.049350638,0.049350623,0.0,0.0,2490386,2490386,3670026,0,0,0.0040817684,0.0040817694,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
66227569,2490386,2490386,3670026,0,0,0.056222126,0.0562221,0.0,0.0,2490386,2490386,3670026,0,0,0.0059382636,0.005938261,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
66433340,2490386,2490386,3670026,0,0,0.05896196,0.05896194,0.0,0.0,2490386,2490386,3670026,0,0,0.0020050565,0.0020050567,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
66630966,2490386,2490386,3670026,0,0,0.04351865,0.043518636,0.0,0.0,2490386,2490386,3670026,0,0,0.0031616378,0.0031616378,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
66832768,2490386,2490386,3670026,0,0,0.045272283,0.04527229,0.0,0.0,2490386,2490386,3670026,0,0,0.0033598691,0.0033598691,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
67030474,2490386,2490386,3670026,0,0,0.04227993,0.04227987,0.0,0.0,2490386,2490386,3670026,0,0,0.0025928286,0.0025928284,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
67228159,2490386,2490386,3670026,0,0,0.045974758,0.045974717,0.0,0.0,2490386,2490386,3670026,0,0,0.0027677447,0.0027677442,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
67429851,2490386,2490386,3670026,0,0,0.046383053,0.046383046,0.0,0.0,2490386,2490386,3670026,0,0,0.0026235906,0.0026235904,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
67627660,2490386,2490386,3670026,0,0,0.044814818,0.044814803,0.0,0.0,2490386,2490386,3670026,0,0,0.002358208,0.002358208,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
67833383,2490386,2490386,3670026,0,0,0.04413786,0.044137854,0.0,0.0,2490386,2490386,3670026,0,0,0.0022942903,0.0022942903,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
68030995,2490386,2490386,3670026,0,0,0.048830196,0.04883019,0.0,0.0,2490386,2490386,3670026,0,0,0.0022868598,0.0022868598,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
68228807,2490386,2490386,3670026,0,0,0.045046244,0.04504621,0.0,0.0,2490386,2490386,3670026,0,0,0.0022831794,0.0022831792,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
68430489,2490386,2490386,3670026,0,0,0.04787017,0.047870144,0.0,0.0,2490386,2490386,3670026,0,0,0.0025374058,0.0025374058,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
68628190,2490386,2490386,3670026,0,0,0.048391655,0.04839165,0.0,0.0,2490386,2490386,3670026,0,0,0.0025050545,0.0025050545,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
68829875,2490386,2490386,3670026,0,0,0.04716486,0.047164876,0.0,0.0,2490386,2490386,3670026,0,0,0.0024027075,0.0024027077,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
69027624,2490386,2490386,3670026,0,0,0.04591222,0.045912236,0.0,0.0,2490386,2490386,3670026,0,0,0.0023698655,0.0023698655,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
69233502,2490386,2490386,3670026,0,0,0.047670674,0.04767058,0.0,0.0,2490386,2490386,3670026,0,0,0.002413747,0.002413747,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
69431210,2490386,2490386,3670026,0,0,0.046100095,0.046100073,0.0,0.0,2490386,2490386,3670026,0,0,0.0022770818,0.0022770818,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
69628868,2490386,2490386,3670026,0,0,0.045822594,0.04582253,0.0,0.0,2490386,2490386,3670026,0,0,0.002323669,0.002323669,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
69830467,2490386,2490386,3670026,0,0,0.045222905,0.045222893,0.0,0.0,2490386,2490386,3670026,0,0,0.002336703,0.002336703,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
70028227,2490386,2490386,3670026,0,0,0.047109347,0.047109384,0.0,0.0,2490386,2490386,3670026,0,0,0.0024076777,0.0024076777,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
70229916,2490386,2490386,3670026,0,0,0.04576802,0.045767967,0.0,0.0,2490386,2490386,3670026,0,0,0.0023316422,0.0023316422,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
70427695,2490386,2490386,3670026,0,0,0.045870688,0.045870673,0.0,0.0,2490386,2490386,3670026,0,0,0.002328387,0.002328387,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
70633427,2490386,2490386,3670026,0,0,0.044788793,0.044788744,0.0,0.0,2490386,2490386,3670026,0,0,0.0023808458,0.0023808458,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
70831060,2490386,2490386,3670026,0,0,0.045060277,0.04506025,0.0,0.0,2490386,2490386,3670026,0,0,0.0023692278,0.0023692276,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
71028857,2490386,2490386,3670026,0,0,0.043929145,0.043929152,0.0,0.0,2490386,2490386,3670026,0,0,0.0022621593,0.002262159,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
71230714,2490386,2490386,3670026,0,0,0.042874202,0.04287422,0.0,0.0,2490386,2490386,3670026,0,0,0.0023781927,0.0023781927,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
71428255,2490386,2490386,3670026,0,0,0.04403055,0.044030547,0.0,0.0,2490386,2490386,3670026,0,0,0.0021587315,0.0021587315,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
71629937,2490386,2490386,3670026,0,0,0.046894208,0.046894155,0.0,0.0,2490386,2490386,3670026,0,0,0.0024566478,0.0024566478,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
71827774,2490386,2490386,3670026,0,0,0.04566885,0.045668848,0.0,0.0,2490386,2490386,3670026,0,0,0.0023674779,0.0023674779,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
72033462,2490386,2490386,3670026,0,0,0.043053493,0.043053444,0.0,0.0,2490386,2490386,3670026,0,0,0.0023954527,0.0023954527,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
72231120,2490386,2490386,3670026,0,0,0.044524334,0.044524305,0.0,0.0,2490386,2490386,3670026,0,0,0.0022350443,0.0022350443,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
72428873,2490386,2490386,3670026,0,0,0.046108924,0.046108924,0.0,0.0,2490386,2490386,3670026,0,0,0.0024830436,0.0024830436,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
72630527,2490386,2490386,3670026,0,0,0.042363424,0.04236345,0.0,0.0,2490386,2490386,3670026,0,0,0.0022665642,0.0022665642,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
72828288,2490386,2490386,3670026,0,0,0.045675606,0.04567558,0.0,0.0,2490386,2490386,3670026,0,0,0.0022716462,0.0022716464,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
73030014,2490386,2490386,3670026,0,0,0.04823734,0.048237305,0.0,0.0,2490386,2490386,3670026,0,0,0.0024746442,0.002474644,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
73227755,2490386,2490386,3670026,0,0,0.04540007,0.04540008,0.0,0.0,2490386,2490386,3670026,0,0,0.001999717,0.0019997172,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
73433508,2490386,2490386,3670026,0,0,0.043891843,0.043891843,0.0,0.0,2490386,2490386,3670026,0,0,0.0023714623,0.0023714623,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
73631112,2490386,2490386,3670026,0,0,0.04771462,0.0477146,0.0,0.0,2490386,2490386,3670026,0,0,0.0028644127,0.0028644127,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
73828985,2490386,2490386,3670026,0,0,0.046867978,0.04686797,0.0,0.0,2490386,2490386,3670026,0,0,0.0019352983,0.0019352983,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
74030563,2490386,2490386,3670026,0,0,0.04736364,0.047363624,0.0,0.0,2490386,2490386,3670026,0,0,0.0023956408,0.002395641,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
74228373,2490386,2490386,3670026,0,0,0.045117978,0.04511799,0.0,0.0,2490386,2490386,3670026,0,0,0.002530259,0.002530259,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
74430018,2490386,2490386,3670026,0,0,0.04439951,0.044399507,0.0,0.0,2490386,2490386,3670026,0,0,0.002629887,0.002629887,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
74627900,2490386,2490386,3670026,0,0,0.04746532,0.047465336,0.0,0.0,2490386,2490386,3670026,0,0,0.0023178062,0.0023178062,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
74833553,2490386,2490386,3670026,0,0,0.04259609,0.04259606,0.0,0.0,2490386,2490386,3670026,0,0,0.0024082665,0.0024082665,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
75031215,2490386,2490386,3670026,0,0,0.04553486,0.045534853,0.0,0.0,2490386,2490386,3670026,0,0,0.002667846,0.002667846,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
75228906,2490386,2490386,3670026,0,0,0.04392243,0.04392245,0.0,0.0,2490386,2490386,3670026,0,0,0.0024146093,0.002414609,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
75430741,2490386,2490386,3670026,0,0,0.04148327,0.041483287,0.0,0.0,2490386,2490386,3670026,0,0,0.0024491427,0.0024491427,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
75628362,2490386,2490386,3670026,0,0,0.042549744,0.042549707,0.0,0.0,2490386,2490386,3670026,0,0,0.0022333886,0.0022333888,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
75830122,2490386,2490386,3670026,0,0,0.04582738,0.045827385,0.0,0.0,2490386,2490386,3670026,0,0,0.0022031355,0.0022031355,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
76027881,2490386,2490386,3670026,0,0,0.046067026,0.046067003,0.0,0.0,2490386,2490386,3670026,0,0,0.0023851842,0.0023851842,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
76233605,2490386,2490386,3670026,0,0,0.045547113,0.04554714,0.0,0.0,2490386,2490386,3670026,0,0,0.0022924393,0.0022924393,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
76431381,2490386,2490386,3670026,0,0,0.044021938,0.044021983,0.0,0.0,2490386,2490386,3670026,0,0,0.002212136,0.002212136,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
76628944,2490386,2490386,3670026,0,0,0.044187058,0.044187073,0.0,0.0,2490386,2490386,3670026,0,0,0.0023254442,0.002325444,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
76830621,2490386,2490386,3670026,0,0,0.04664532,0.046645258,0.0,0.0,2490386,2490386,3670026,0,0,0.0021927461,0.0021927464,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
77028374,2490386,2490386,3670026,0,0,0.046617787,0.04661777,0.0,0.0,2490386,2490386,3670026,0,0,0.0023112523,0.0023112523,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
77230090,2490386,2490386,3670026,0,0,0.045525376,0.04552538,0.0,0.0,2490386,2490386,3670026,0,0,0.0022895166,0.0022895164,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
77427825,2490386,2490386,3670026,0,0,0.0449292,0.04492924,0.0,0.0,2490386,2490386,3670026,0,0,0.0022784544,0.0022784546,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
77633580,2490386,2490386,3670026,0,0,0.045213327,0.045213297,0.0,0.0,2490386,2490386,3670026,0,0,0.0021919075,0.0021919075,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
77831212,2490386,2490386,3670026,0,0,0.045487057,0.045487083,0.0,0.0,2490386,2490386,3670026,0,0,0.002177394,0.002177394,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
78029128,2490386,2490386,3670026,0,0,0.042600077,0.04260007,0.0,0.0,2490386,2490386,3670026,0,0,0.0022165023,0.0022165023,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
78230731,2490386,2490386,3670026,0,0,0.043592364,0.04359235,0.0,0.0,2490386,2490386,3670026,0,0,0.0021169698,0.0021169698,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
78428462,2490386,2490386,3670026,0,0,0.043869942,0.043869868,0.0,0.0,2490386,2490386,3670026,0,0,0.0022627118,0.0022627118,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
78630108,2490386,2490386,3670026,0,0,0.04251627,0.042516235,0.0,0.0,2490386,2490386,3670026,0,0,0.0021515803,0.0021515803,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
78827865,2490386,2490386,3670026,0,0,0.043963242,0.043963216,0.0,0.0,2490386,2490386,3670026,0,0,0.002207983,0.002207983,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
79033623,2490386,2490386,3670026,0,0,0.04537167,0.045371685,0.0,0.0,2490386,2490386,3670026,0,0,0.0020565419,0.0020565416,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
79231258,2490386,2490386,3670026,0,0,0.04538182,0.045381818,0.0,0.0,2490386,2490386,3670026,0,0,0.0022693118,0.0022693118,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
79428999,2490386,2490386,3670026,0,0,0.04437531,0.044375356,0.0,0.0,2490386,2490386,3670026,0,0,0.0023926243,0.0023926243,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
79630707,2490386,2490386,3670026,0,0,0.045551952,0.045551915,0.0,0.0,2490386,2490386,3670026,0,0,0.0023892198,0.0023892198,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
79828440,2490386,2490386,3670026,0,0,0.04363199,0.043631915,0.0,0.0,2490386,2490386,3670026,0,0,0.0022502276,0.0022502278,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
80030185,2490386,2490386,3670026,0,0,0.043392114,0.043392133,0.0,0.0,2490386,2490386,3670026,0,0,0.0023238566,0.0023238566,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
80227914,2490386,2490386,3670026,0,0,0.044006974,0.04400695,0.0,0.0,2490386,2490386,3670026,0,0,0.0023478437,0.0023478437,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
80429594,2490386,2490386,3670026,0,0,0.043808937,0.043808952,0.0,0.0,2490386,2490386,3670026,0,0,0.0024074689,0.0024074689,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
80631287,2490386,2490386,3670026,0,0,0.04344947,0.04344946,0.0,0.0,2490386,2490386,3670026,0,0,0.0024595016,0.0024595016,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
80829028,2490386,2490386,3670026,0,0,0.04305236,0.043052338,0.0,0.0,2490386,2490386,3670026,0,0,0.0023755142,0.0023755142,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
81030756,2490386,2490386,3670026,0,0,0.041767918,0.041767918,0.0,0.0,2490386,2490386,3670026,0,0,0.002304806,0.002304806,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
81228627,2490386,2490386,3670026,0,0,0.042873506,0.042873506,0.0,0.0,2490386,2490386,3670026,0,0,0.002187498,0.0021874981,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
81430173,2490386,2490386,3670026,0,0,0.04220959,0.042209633,0.0,0.0,2490386,2490386,3670026,0,0,0.0024775837,0.0024775837,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
81627935,2490386,2490386,3670026,0,0,0.04211816,0.04211819,0.0,0.0,2490386,2490386,3670026,0,0,0.002224356,0.002224356,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
81833723,2490386,2490386,3670026,0,0,0.043770414,0.04377047,0.0,0.0,2490386,2490386,3670026,0,0,0.002211949,0.002211949,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
82031323,2490386,2490386,3670026,0,0,0.0434791,0.0434791,0.0,0.0,2490386,2490386,3670026,0,0,0.0021773572,0.0021773572,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
82229224,2490386,2490386,3670026,0,0,0.044596426,0.044596456,0.0,0.0,2490386,2490386,3670026,0,0,0.0024893202,0.0024893205,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
