timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],accel_priority[0],accel_priority[1],accel_priority[2],accel_priority[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3],gyro_priority[0],gyro_priority[1],gyro_priority[2],gyro_priority[3]
3226761,2490386,2490386,3670026,0,0,0.04459361,0.044593584,0.0,0.0,2490386,2490386,3670026,0,0,0.0021038349,0.0021038349,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3432388,2490386,2490386,3670026,0,0,0.044375874,0.04437588,0.0,0.0,2490386,2490386,3670026,0,0,0.0022643385,0.0022643385,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3630112,2490386,2490386,3670026,0,0,0.044541426,0.044541452,0.0,0.0,2490386,2490386,3670026,0,0,0.0023548126,0.0023548126,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
3831827,2490386,2490386,3670026,0,0,0.04289388,0.042893864,0.0,0.0,2490386,2490386,3670026,0,0,0.0021818955,0.002181895,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
4029568,2490386,2490386,3670026,0,0,0.04327856,0.043278575,0.0,0.0,2490386,2490386,3670026,0,0,0.002185305,0.002185305,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
4231258,2490386,2490386,3670026,0,0,0.042492475,0.042492464,0.0,0.0,2490386,2490386,3670026,0,0,0.0022103663,0.0022103663,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
4428979,2490386,2490386,3670026,0,0,0.04707589,0.04707589,0.0,0.0,2490386,2490386,3670026,0,0,0.0022606603,0.0022606603,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
4626740,2490386,2490386,3670026,0,0,0.044582706,0.04458274,0.0,0.0,2490386,2490386,3670026,0,0,0.002342613,0.002342613,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
4832381,2490386,2490386,3670026,0,0,0.0444935,0.04449349,0.0,0.0,2490386,2490386,3670026,0,0,0.0021506767,0.0021506767,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
5030105,2490386,2490386,3670026,0,0,0.044673525,0.044673543,0.0,0.0,2490386,2490386,3670026,0,0,0.0022721307,0.0022721307,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
5231797,2490386,2490386,3670026,0,0,0.04721653,0.04721652,0.0,0.0,2490386,2490386,3670026,0,0,0.0022094883,0.0022094883,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
5429539,2490386,2490386,3670026,0,0,0.04494089,0.0449409,0.0,0.0,2490386,2490386,3670026,0,0,0.0021725958,0.0021725956,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
5631311,2490386,2490386,3670026,0,0,0.044552546,0.044552553,0.0,0.0,2490386,2490386,3670026,0,0,0.0022096268,0.0022096268,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
5828974,2490386,2490386,3670026,0,0,0.043569427,0.043569427,0.0,0.0,2490386,2490386,3670026,0,0,0.0022165063,0.0022165063,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
6026764,2490386,2490386,3670026,0,0,0.045858193,0.0458582,0.0,0.0,2490386,2490386,3670026,0,0,0.0022652498,0.0022652498,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
6232495,2490386,2490386,3670026,0,0,0.042054404,0.042054396,0.0,0.0,2490386,2490386,3670026,0,0,0.0020916897,0.0020916897,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
6430096,2490386,2490386,3670026,0,0,0.045243174,0.045243118,0.0,0.0,2490386,2490386,3670026,0,0,0.0021879468,0.0021879468,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
6631798,2490386,2490386,3670026,0,0,0.045049258,0.045049317,0.0,0.0,2490386,2490386,3670026,0,0,0.0020928986,0.0020928986,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
6829544,2490386,2490386,3670026,0,0,0.04331224,0.043312293,0.0,0.0,2490386,2490386,3670026,0,0,0.0023402628,0.0023402628,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
7031244,2490386,2490386,3670026,0,0,0.046169367,0.046169378,0.0,0.0,2490386,2490386,3670026,0,0,0.0022868847,0.002286885,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
7228977,2490386,2490386,3670026,0,0,0.044947833,0.044947837,0.0,0.0,2490386,2490386,3670026,0,0,0.0022972554,0.0022972554,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
7426754,2490386,2490386,3670026,0,0,0.04564542,0.04564544,0.0,0.0,2490386,2490386,3670026,0,0,0.0022525727,0.0022525727,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
7632374,2490386,2490386,3670026,0,0,0.044912774,0.044912767,0.0,0.0,2490386,2490386,3670026,0,0,0.0023981233,0.0023981233,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
7830100,2490386,2490386,3670026,0,0,0.04560245,0.045602474,0.0,0.0,2490386,2490386,3670026,0,0,0.0021296944,0.0021296944,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
8031792,2490386,2490386,3670026,0,0,0.04713727,0.047137294,0.0,0.0,2490386,2490386,3670026,0,0,0.0021309976,0.0021309978,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
8229564,2490386,2490386,3670026,0,0,0.04286487,0.042864855,0.0,0.0,2490386,2490386,3670026,0,0,0.0023256773,0.0023256773,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
8431321,2490386,2490386,3670026,0,0,0.04487039,0.044870418,0.0,0.0,2490386,2490386,3670026,0,0,0.002198148,0.002198148,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
8628954,2490386,2490386,3670026,0,0,0.04436349,0.044363465,0.0,0.0,2490386,2490386,3670026,0,0,0.0022851368,0.0022851368,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
8830665,2490386,2490386,3670026,0,0,0.04497888,0.04497889,0.0,0.0,2490386,2490386,3670026,0,0,0.0021168194,0.0021168196,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
9032383,2490386,2490386,3670026,0,0,0.04630162,0.046301614,0.0,0.0,2490386,2490386,3670026,0,0,0.002468099,0.002468099,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
9230103,2490386,2490386,3670026,0,0,0.044980388,0.04498037,0.0,0.0,2490386,2490386,3670026,0,0,0.0023042182,0.0023042182,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
9431793,2490386,2490386,3670026,0,0,0.04440953,0.044409487,0.0,0.0,2490386,2490386,3670026,0,0,0.0024956053,0.0024956053,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
9629538,2490386,2490386,3670026,0,0,0.04310774,0.043107674,0.0,0.0,2490386,2490386,3670026,0,0,0.0023845527,0.0023845525,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
9831316,2490386,2490386,3670026,0,0,0.04441862,0.04441863,0.0,0.0,2490386,2490386,3670026,0,0,0.0022011553,0.0022011555,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
10028971,2490386,2490386,3670026,0,0,0.046782628,0.04678262,0.0,0.0,2490386,2490386,3670026,0,0,0.0021578795,0.0021578795,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
10226786,2490386,2490386,3670026,0,0,0.04279696,0.04279695,0.0,0.0,2490386,2490386,3670026,0,0,0.002386726,0.0023867257,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
10432403,2490386,2490386,3670026,0,0,0.04657023,0.046570215,0.0,0.0,2490386,2490386,3670026,0,0,0.0022954429,0.0022954429,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
10630189,2490386,2490386,3670026,0,0,0.043849744,0.04384973,0.0,0.0,2490386,2490386,3670026,0,0,0.0024034805,0.0024034805,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
10831851,2490386,2490386,3670026,0,0,0.045837007,0.045836974,0.0,0.0,2490386,2490386,3670026,0,0,0.0021117707,0.0021117707,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
11029536,2490386,2490386,3670026,0,0,0.043551456,0.043551452,0.0,0.0,2490386,2490386,3670026,0,0,0.0020608369,0.0020608369,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
11231271,2490386,2490386,3670026,0,0,0.04406991,0.04406989,0.0,0.0,2490386,2490386,3670026,0,0,0.00238845,0.00238845,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
11428981,2490386,2490386,3670026,0,0,0.044183616,0.04418361,0.0,0.0,2490386,2490386,3670026,0,0,0.0022579546,0.0022579546,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
11626759,2490386,2490386,3670026,0,0,0.044483107,0.04448308,0.0,0.0,2490386,2490386,3670026,0,0,0.0022140143,0.0022140143,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
11832376,2490386,2490386,3670026,0,0,0.043786716,0.043786723,0.0,0.0,2490386,2490386,3670026,0,0,0.0021842837,0.0021842837,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
12030114,2490386,2490386,3670026,0,0,0.04409798,0.044097997,0.0,0.0,2490386,2490386,3670026,0,0,0.002174349,0.002174349,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
12231800,2490386,2490386,3670026,0,0,0.044485684,0.044485655,0.0,0.0,2490386,2490386,3670026,0,0,0.002181231,0.0021812313,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
12429609,2490386,2490386,3670026,0,0,0.04748154,0.047481526,0.0,0.0,2490386,2490386,3670026,0,0,0.002198419,0.0021984188,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
12631261,2490386,2490386,3670026,0,0,0.044007283,0.044007253,0.0,0.0,2490386,2490386,3670026,0,0,0.0020371308,0.0020371308,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
12828978,2490386,2490386,3670026,0,0,0.045309238,0.04530929,0.0,0.0,2490386,2490386,3670026,0,0,0.0021378433,0.002137843,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
13026753,2490386,2490386,3670026,0,0,0.042253114,0.042253137,0.0,0.0,2490386,2490386,3670026,0,0,0.002241116,0.002241116,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
13232393,2490386,2490386,3670026,0,0,0.04485179,0.04485178,0.0,0.0,2490386,2490386,3670026,0,0,0.0022051942,0.0022051942,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
13430114,2490386,2490386,3670026,0,0,0.04442015,0.044420168,0.0,0.0,2490386,2490386,3670026,0,0,0.0021749286,0.0021749286,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
13631806,2490386,2490386,3670026,0,0,0.04831639,0.0483164,0.0,0.0,2490386,2490386,3670026,0,0,0.002087005,0.002087005,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
13829546,2490386,2490386,3670026,0,0,0.048506163,0.048506122,0.0,0.0,2490386,2490386,3670026,0,0,0.0019780288,0.001978029,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
14031410,2490386,2490386,3670026,0,0,0.047471814,0.047471795,0.0,0.0,2490386,2490386,3670026,0,0,0.0022331392,0.0022331395,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
14228989,2490386,2490386,3670026,0,0,0.047572017,0.047571994,0.0,0.0,2490386,2490386,3670026,0,0,0.0021176036,0.0021176036,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
14426758,2490386,2490386,3670026,0,0,0.042048268,0.04204821,0.0,0.0,2490386,2490386,3670026,0,0,0.002132129,0.0021321287,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
14632440,2490386,2490386,3670026,0,0,0.044725172,0.044725146,0.0,0.0,2490386,2490386,3670026,0,0,0.002381709,0.002381709,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
14830142,2490386,2490386,3670026,0,0,0.044695176,0.04469518,0.0,0.0,2490386,2490386,3670026,0,0,0.0022620594,0.0022620596,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
15031913,2490386,2490386,3670026,0,0,0.043488875,0.043488856,0.0,0.0,2490386,2490386,3670026,0,0,0.0021556146,0.0021556146,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
15229628,2490386,2490386,3670026,0,0,0.044756353,0.044756357,0.0,0.0,2490386,2490386,3670026,0,0,0.0021502813,0.0021502816,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
15431325,2490386,2490386,3670026,0,0,0.044982363,0.044982325,0.0,0.0,2490386,2490386,3670026,0,0,0.0021137488,0.0021137488,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
15628996,2490386,2490386,3670026,0,0,0.044686787,0.044686742,0.0,0.0,2490386,2490386,3670026,0,0,0.0022220116,0.0022220113,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
15826760,2490386,2490386,3670026,0,0,0.044530112,0.044530068,0.0,0.0,2490386,2490386,3670026,0,0,0.002087525,0.002087525,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
16032546,2490386,2490386,3670026,0,0,0.04396541,0.043965433,0.0,0.0,2490386,2490386,3670026,0,0,0.002218297,0.002218297,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
16230213,2490386,2490386,3670026,0,0,0.04842212,0.048422076,0.0,0.0,2490386,2490386,3670026,0,0,0.0021527167,0.002152717,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
16431900,2490386,2490386,3670026,0,0,0.045819793,0.04581978,0.0,0.0,2490386,2490386,3670026,0,0,0.00229935,0.0022993502,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
16629635,2490386,2490386,3670026,0,0,0.046140112,0.04614005,0.0,0.0,2490386,2490386,3670026,0,0,0.0022948496,0.0022948498,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
16831270,2490386,2490386,3670026,0,0,0.043716565,0.043716546,0.0,0.0,2490386,2490386,3670026,0,0,0.002034763,0.002034763,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
17029009,2490386,2490386,3670026,0,0,0.043476783,0.043476798,0.0,0.0,2490386,2490386,3670026,0,0,0.00211711,0.00211711,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
17226815,2490386,2490386,3670026,0,0,0.046614878,0.04661487,0.0,0.0,2490386,2490386,3670026,0,0,0.0021658142,0.0021658142,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
17432416,2490386,2490386,3670026,0,0,0.04190982,0.041909795,0.0,0.0,2490386,2490386,3670026,0,0,0.0023805716,0.0023805716,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
17630140,2490386,2490386,3670026,0,0,0.044548415,0.044548385,0.0,0.0,2490386,2490386,3670026,0,0,0.0020849956,0.0020849956,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
17831840,2490386,2490386,3670026,0,0,0.044696286,0.044696305,0.0,0.0,2490386,2490386,3670026,0,0,0.002211787,0.002211787,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
18029645,2490386,2490386,3670026,0,0,0.045176927,0.045176975,0.0,0.0,2490386,2490386,3670026,0,0,0.002157483,0.002157483,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
18231298,2490386,2490386,3670026,0,0,0.045763027,0.045763057,0.0,0.0,2490386,2490386,3670026,0,0,0.002180352,0.002180352,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
18429019,2490386,2490386,3670026,0,0,0.04498037,0.044980343,0.0,0.0,2490386,2490386,3670026,0,0,0.002248811,0.0022488108,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
18626948,2490386,2490386,3670026,0,0,0.045665823,0.04566584,0.0,0.0,2490386,2490386,3670026,0,0,0.0021574898,0.0021574898,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
