timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
4536325,4534996,0,nan,nan,0.014590464,0.019760275,-0.088622086,0.0,0.0,0.0,-0.0032883433,-0.0017837711,0.014259395,-0.10921375,0.0005099842,7.777501e-05,0.0,0.042049065,0.0041427636,-0.03998365,0.27684644,0.2768993,nan,0.1,0.11852342,0.93240106,0.33874908,0.60397816,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,0,1,2
4623314,4622000,0,nan,nan,0.015196139,0.020145325,-0.102579005,0.0,0.0,0.0,0.0008895801,-0.0006877272,0.008750227,-0.11752,0.0005099842,7.777501e-05,0.0,-0.052338235,0.041161194,0.09207003,0.2768926,0.2768993,nan,0.1,0.14572178,0.9409443,0.3832271,0.6053065,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,0,1,2
4733862,4732734,0,nan,nan,0.015473024,0.020381803,-0.124315344,0.0,0.0,0.0,-0.0026875618,-0.0008927809,-0.0004669366,-0.13381623,0.0005099842,7.777501e-05,0.0,0.06350447,0.09102189,-0.02553046,0.27685645,0.2768993,nan,0.1,0.11415767,0.9248709,0.30930033,0.5962902,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,0,1,2
4836661,4835558,0,nan,nan,0.015759949,0.020693462,-0.1466623,0.0,0.0,0.0,-0.0025288295,-0.0010027061,-0.009312934,-0.14993212,0.0005099842,7.777501e-05,0.0,0.0068091084,-0.019691708,-0.0285738,0.27696,0.2768993,nan,0.1,0.1418994,0.9369724,0.35514832,0.59774,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,0,1,2
4923887,4922563,0,nan,nan,0.015940657,0.020794751,-0.16902295,0.0,0.0,0.0,-0.0015048333,0.0003423942,-0.018867437,-0.16686678,0.0005099842,7.777501e-05,0.0,-0.04144983,0.03319245,-0.0157345,0.27699313,0.2768993,nan,0.1,0.17173174,0.9444172,0.39618742,0.5974593,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,0,1,2
5034520,5033297,0,nan,nan,0.016373023,0.02084068,-0.19766045,0.0,0.0,0.0,5.7925783e-05,-0.0008065755,-0.030448172,-0.18655595,0.0005099842,7.777501e-05,0.0,-0.04200628,-0.05425571,-0.0468621,0.26658005,-0.01387076,nan,0.1,0.13450477,0.9608744,0.2951176,0.59963703,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,2
5133208,5132167,0,nan,nan,0.016240325,0.020981295,-0.21818033,0.0,0.0,0.0,-0.00028281525,-8.543713e-05,-0.03794119,-0.19411348,0.0005099842,7.777501e-05,0.0,0.05561583,-0.00481042,0.020225147,0.27429327,-0.01387076,nan,0.1,0.16080071,0.9722189,0.31002116,0.5999051,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,2
5236041,5234991,0,nan,nan,0.016073324,0.021201657,-0.2370714,0.0,0.0,0.0,-0.0010108982,-0.00157122,-0.04437293,-0.19826834,0.0005099842,7.777501e-05,0.0,0.036686953,0.0073496327,-0.031462666,0.2861162,-0.01387076,nan,0.1,0.12411515,0.9834624,0.26270318,0.59996915,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,2
5323084,5321997,0,nan,nan,0.01601367,0.021306587,-0.26024833,0.0,0.0,0.0,-0.0002238057,-0.00032797272,-0.053086158,-0.21093096,0.0005099842,7.777501e-05,0.0,-0.0076512224,-0.045666832,0.015861236,0.29187503,-0.01387076,nan,0.1,0.1437433,0.9893314,0.2973419,0.59817666,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,2
5433781,5432731,0,nan,nan,0.016024476,0.021222297,-0.29533672,0.0,0.0,0.0,-0.00066141284,0.0005567974,-0.06716681,-0.2345531,0.0005099842,7.777501e-05,0.0,0.05333028,0.04173958,0.010588373,0.28947687,-0.01387076,nan,0.1,0.11938633,0.965811,0.29301044,0.5835585,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,2
5536605,5535555,0,nan,nan,0.015947564,0.021125175,-0.33026344,0.0,0.0,0.0,-0.0032181053,-0.0018365729,-0.08045426,-0.2570962,0.0005099842,7.777501e-05,0.0,-0.022761904,0.051223945,-0.025425905,0.29156584,-0.01387076,nan,0.1,0.1433223,0.9751307,0.3442523,0.5824633,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,2
5623865,5622560,0,nan,nan,0.016048707,0.021115525,-0.36377773,0.0,0.0,0.0,0.00025499062,0.0003536513,-0.09377109,-0.27921838,0.0005099842,7.777501e-05,0.0,-0.051100746,-0.046374112,0.050423503,0.28730232,-0.01387076,nan,0.1,0.11763038,0.9791969,0.32238463,0.5796643,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,2
5734441,5733295,0,nan,nan,0.015883226,0.020977233,-0.4062292,0.0,0.0,0.0,-0.0015555889,-0.00021885491,-0.10896843,-0.30347937,0.0005099842,7.777501e-05,0.0,-0.0056845956,0.04392052,-0.070090376,0.2881992,-0.01387076,nan,0.1,0.1478628,0.99263835,0.3768755,0.57960707,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,2
5833214,5832164,0,nan,nan,0.015961405,0.020934964,-0.44749385,0.0,0.0,0.0,-0.00042551494,-0.0019678366,-0.12297726,-0.32621726,0.0005099842,7.777501e-05,0.0,-0.015070984,-0.0017048905,-0.022147086,0.2847787,-0.01387076,nan,0.1,0.122210056,1.0008179,0.33381087,0.5778822,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,2
5936115,5934989,0,nan,nan,0.01577728,0.020932846,-0.49363,0.0,0.0,0.0,-0.0015655003,-0.0008277627,-0.1402606,-0.35397857,0.0005099842,7.777501e-05,0.0,0.049671393,-0.039899614,-0.011125689,0.28713137,-0.01387076,nan,0.1,0.15167758,0.9690703,0.37722725,0.5604001,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,2
