timestamp,pixel_flow_x_integral,pixel_flow_y_integral,gyro_x_rate_integral,gyro_y_rate_integral,gyro_z_rate_integral,ground_distance_m,integration_timespan,time_since_last_sonar_update,max_flow_rate,min_ground_distance,max_ground_distance,frame_count_since_last_readout,gyro_temperature,sensor_id,quality,mode
71910132,0.002,1.7484555e-10,nan,nan,0.0,0.0,23709,0,5.0,0.1,30.0,0,0,123,75,0
71925611,-0.002,-1.7484555e-10,nan,nan,0.0,0.0,15372,0,5.0,0.1,30.0,0,0,123,73,0
71941509,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,77,0
71964692,-0.0019999999,-0.0020000003,nan,nan,0.0,0.0,23190,0,5.0,0.1,30.0,0,0,123,72,0
71980501,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,73,0
71996382,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,78,0
72011469,0.0019999999,0.0020000003,nan,nan,0.0,0.0,15130,0,5.0,0.1,30.0,0,0,123,76,0
72027400,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,72,0
72043329,0.0,0.0,nan,nan,0.0,0.0,15898,0,5.0,0.1,30.0,0,0,123,76,0
72059213,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,80,0
72075102,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,80,0
72091006,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,73,0
72113213,-0.0019999996,-0.004,nan,nan,0.0,0.0,22190,0,5.0,0.1,30.0,0,0,123,72,0
72129521,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,78,0
72145055,-1.7484555e-10,0.002,nan,nan,0.0,0.0,15404,0,5.0,0.1,30.0,0,0,123,82,0
72160523,0.0019999999,0.0020000003,nan,nan,0.0,0.0,15645,0,5.0,0.1,30.0,0,0,123,74,0
72176782,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,78,0
72200363,-1.7484555e-10,0.002,nan,nan,0.0,0.0,23470,0,5.0,0.1,30.0,0,0,123,74,0
72216350,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,76,0
72231779,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,75,0
72261818,3.496911e-10,-0.004,nan,nan,0.0,0.0,30527,0,5.0,0.1,30.0,0,0,123,74,0
72277872,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,79,0
72300928,-0.0020000003,0.0019999999,nan,nan,0.0,0.0,23211,0,5.0,0.1,30.0,0,0,123,79,0
72316796,0.0,0.0,nan,nan,0.0,0.0,15902,0,5.0,0.1,30.0,0,0,123,74,0
72332781,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,70,0
72348157,0.002,1.7484555e-10,nan,nan,0.0,0.0,15140,0,5.0,0.1,30.0,0,0,123,74,0
72371797,-1.7484555e-10,0.002,nan,nan,0.0,0.0,23719,0,5.0,0.1,30.0,0,0,123,71,0
72387002,-0.0019999999,-0.0020000003,nan,nan,0.0,0.0,15391,0,5.0,0.1,30.0,0,0,123,75,0
72402912,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,71,0
72418826,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,74,0
72434670,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,77,0
72450599,0.0,0.0,nan,nan,0.0,0.0,15984,0,5.0,0.1,30.0,0,0,123,70,0
72466575,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,76,0
72482774,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,70,0
72512331,0.002,1.7484555e-10,nan,nan,0.0,0.0,29955,0,5.0,0.1,30.0,0,0,123,73,0
72528235,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,81,0
72551642,-1.7484555e-10,0.002,nan,nan,0.0,0.0,23228,0,5.0,0.1,30.0,0,0,123,72,0
72567619,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,75,0
72584109,0.0,0.0,nan,nan,0.0,0.0,15997,0,5.0,0.1,30.0,0,0,123,78,0
72606252,-0.0019999999,-0.0020000003,nan,nan,0.0,0.0,22625,0,5.0,0.1,30.0,0,0,123,73,0
72630097,1.7484555e-10,-0.002,nan,nan,0.0,0.0,23717,0,5.0,0.1,30.0,0,0,123,74,0
72653196,0.002,1.7484555e-10,nan,nan,0.0,0.0,23468,0,5.0,0.1,30.0,0,0,123,75,0
72676624,-1.7484555e-10,0.002,nan,nan,0.0,0.0,23470,0,5.0,0.1,30.0,0,0,123,75,0
72692528,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,71,0
72708423,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,76,0
72731409,-0.002,-1.7484555e-10,nan,nan,0.0,0.0,22987,0,5.0,0.1,30.0,0,0,123,72,0
72747300,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,75,0
72762448,0.002,1.7484555e-10,nan,nan,0.0,0.0,15154,0,5.0,0.1,30.0,0,0,123,77,0
72778351,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,72,0
72794456,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,67,0
72810148,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,72,0
72826215,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,77,0
72841930,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,77,0
72857857,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,76,0
72880559,1.7484555e-10,-0.002,nan,nan,0.0,0.0,22756,0,5.0,0.1,30.0,0,0,123,76,0
72904827,-0.0020000003,0.0019999999,nan,nan,0.0,0.0,22693,0,5.0,0.1,30.0,0,0,123,73,0
72919906,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,79,0
72942393,0.0019999999,0.0020000003,nan,nan,0.0,0.0,23239,0,5.0,0.1,30.0,0,0,123,76,0
72959390,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,77,0
72974182,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,75,0
72991105,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,75,0
73013012,1.7484555e-10,-0.002,nan,nan,0.0,0.0,22956,0,5.0,0.1,30.0,0,0,123,71,0
73036500,1.7484555e-10,-0.002,nan,nan,0.0,0.0,23486,0,5.0,0.1,30.0,0,0,123,78,0
73051904,-0.002,-1.7484555e-10,nan,nan,0.0,0.0,15383,0,5.0,0.1,30.0,0,0,123,78,0
73067756,-1.7484555e-10,0.002,nan,nan,0.0,0.0,15642,0,5.0,0.1,30.0,0,0,123,73,0
73083633,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,78,0
73099328,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,75,0
73114825,0.004,3.496911e-10,nan,nan,0.0,0.0,15497,0,5.0,0.1,30.0,0,0,123,74,0
73130783,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,75,0
73146013,-0.002,-1.7484555e-10,nan,nan,0.0,0.0,15018,0,5.0,0.1,30.0,0,0,123,75,0
73161894,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,74,0
73177786,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,73,0
73193674,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,75,0
73209564,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,78,0
73225416,0.0,0.0,nan,nan,0.0,0.0,15905,0,5.0,0.1,30.0,0,0,123,70,0
73247692,3.496911e-10,-0.004,nan,nan,0.0,0.0,22215,0,5.0,0.1,30.0,0,0,123,75,0
73264515,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,77,0
73279369,-3.496911e-10,0.004,nan,nan,0.0,0.0,15399,0,5.0,0.1,30.0,0,0,123,77,0
73302498,-1.7484555e-10,0.002,nan,nan,0.0,0.0,23716,0,5.0,0.1,30.0,0,0,123,77,0
73318798,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,82,0
73336113,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,79,0
73365516,5.2453664e-10,-0.006,nan,nan,0.0,0.0,30795,0,5.0,0.1,30.0,0,0,123,74,0
73388730,1.7484555e-10,-0.002,nan,nan,0.0,0.0,23776,0,5.0,0.1,30.0,0,0,123,74,0
73404243,-1.7484555e-10,0.002,nan,nan,0.0,0.0,15036,0,5.0,0.1,30.0,0,0,123,77,0
73427378,-3.496911e-10,0.004,nan,nan,0.0,0.0,23461,0,5.0,0.1,30.0,0,0,123,75,0
73443186,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,73,0
73466712,-1.7484555e-10,0.002,nan,nan,0.0,0.0,23454,0,5.0,0.1,30.0,0,0,123,78,0
73482004,1.7484555e-10,-0.002,nan,nan,0.0,0.0,15390,0,5.0,0.1,30.0,0,0,123,76,0
73497659,1.7484555e-10,-0.002,nan,nan,0.0,0.0,15641,0,5.0,0.1,30.0,0,0,123,79,0
73513553,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,71,0
73529446,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,73,0
73545465,0.0,0.0,nan,nan,0.0,0.0,15903,0,5.0,0.1,30.0,0,0,123,73,0
73561246,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,80,0
73592355,-1.7484555e-10,0.002,nan,nan,0.0,0.0,30540,0,5.0,0.1,30.0,0,0,123,74,0
73608095,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,75,0
73624346,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,72,0
73639771,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,74,0
73656894,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,76,0
73671289,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,73,0
73687580,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,74,0
73703004,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,68,0
73724538,3.496911e-10,-0.004,nan,nan,0.0,0.0,21514,0,5.0,0.1,30.0,0,0,123,70,0
73740441,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,71,0
73755831,-1.7484555e-10,0.002,nan,nan,0.0,0.0,15401,0,5.0,0.1,30.0,0,0,123,73,0
73771624,-1.7484555e-10,0.002,nan,nan,0.0,0.0,15651,0,5.0,0.1,30.0,0,0,123,77,0
73787413,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,78,0
73803288,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,75,0
73818426,0.0019999999,0.0020000003,nan,nan,0.0,0.0,15157,0,5.0,0.1,30.0,0,0,123,71,0
73834330,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,75,0
73849743,1.7484555e-10,-0.002,nan,nan,0.0,0.0,15415,0,5.0,0.1,30.0,0,0,123,75,0
73873447,1.7484555e-10,-0.002,nan,nan,0.0,0.0,23718,0,5.0,0.1,30.0,0,0,123,75,0
73897344,-0.004,-3.496911e-10,nan,nan,0.0,0.0,23543,0,5.0,0.1,30.0,0,0,123,73,0
73912885,0.0,0.0,nan,nan,0.0,0.0,15885,0,5.0,0.1,30.0,0,0,123,74,0
73936843,-3.496911e-10,0.004,nan,nan,0.0,0.0,22899,0,5.0,0.1,30.0,0,0,123,76,0
73952116,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,73,0
73976445,0.002,1.7484555e-10,nan,nan,0.0,0.0,23465,0,5.0,0.1,30.0,0,0,123,74,0
73991336,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,79,0
74007402,1.7484555e-10,-0.002,nan,nan,0.0,0.0,15160,0,5.0,0.1,30.0,0,0,123,73,0
74022854,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,71,0
74037983,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,75,0
74053130,1.7484555e-10,-0.002,nan,nan,0.0,0.0,15132,0,5.0,0.1,30.0,0,0,123,75,0
74068754,-0.002,-1.7484555e-10,nan,nan,0.0,0.0,15640,0,5.0,0.1,30.0,0,0,123,72,0
74084648,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,73,0
74108295,-1.7484555e-10,0.002,nan,nan,0.0,0.0,23459,0,5.0,0.1,30.0,0,0,123,72,0
74131568,0.002,1.7484555e-10,nan,nan,0.0,0.0,23459,0,5.0,0.1,30.0,0,0,123,67,0
74147458,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,85,0
74163348,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,72,0
74179243,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,78,0
74201961,-0.0020000003,0.0019999999,nan,nan,0.0,0.0,22429,0,5.0,0.1,30.0,0,0,123,72,0
74218187,3.496911e-10,-0.004,nan,nan,0.0,0.0,15628,0,5.0,0.1,30.0,0,0,123,77,0
74233017,0.002,1.7484555e-10,nan,nan,0.0,0.0,15728,0,5.0,0.1,30.0,0,0,123,73,0
74248920,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,71,0
74264997,-1.7484555e-10,0.002,nan,nan,0.0,0.0,15291,0,5.0,0.1,30.0,0,0,123,77,0
74280422,-1.7484555e-10,0.002,nan,nan,0.0,0.0,15643,0,5.0,0.1,30.0,0,0,123,82,0
74296603,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,75,0
74311967,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,83,0
74327930,-0.002,-1.7484555e-10,nan,nan,0.0,0.0,15205,0,5.0,0.1,30.0,0,0,123,75,0
74342438,1.7484555e-10,-0.002,nan,nan,0.0,0.0,15582,0,5.0,0.1,30.0,0,0,123,78,0
74358085,3.496911e-10,-0.004,nan,nan,0.0,0.0,15637,0,5.0,0.1,30.0,0,0,123,73,0
74381993,0.002,1.7484555e-10,nan,nan,0.0,0.0,23711,0,5.0,0.1,30.0,0,0,123,76,0
74397681,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,76,0
74413264,-1.7484555e-10,0.002,nan,nan,0.0,0.0,15599,0,5.0,0.1,30.0,0,0,123,76,0
74428721,-1.7484555e-10,0.002,nan,nan,0.0,0.0,15179,0,5.0,0.1,30.0,0,0,123,80,0
74444462,-0.0020000006,0.004,nan,nan,0.0,0.0,15644,0,5.0,0.1,30.0,0,0,123,75,0
74460225,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,74,0
74483447,0.002,1.7484555e-10,nan,nan,0.0,0.0,23465,0,5.0,0.1,30.0,0,0,123,73,0
74498827,3.496911e-10,-0.004,nan,nan,0.0,0.0,15392,0,5.0,0.1,30.0,0,0,123,77,0
74522548,1.7484555e-10,-0.002,nan,nan,0.0,0.0,23714,0,5.0,0.1,30.0,0,0,123,75,0
74538532,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,76,0
74561410,0.0019999996,0.004,nan,nan,0.0,0.0,22959,0,5.0,0.1,30.0,0,0,123,74,0
74577036,-0.002,-1.7484555e-10,nan,nan,0.0,0.0,15637,0,5.0,0.1,30.0,0,0,123,80,0
74592934,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,77,0
74616693,-0.004,-3.496911e-10,nan,nan,0.0,0.0,23216,0,5.0,0.1,30.0,0,0,123,77,0
74631888,1.7484555e-10,-0.002,nan,nan,0.0,0.0,15649,0,5.0,0.1,30.0,0,0,123,70,0
74648521,1.7484555e-10,-0.002,nan,nan,0.0,0.0,16297,0,5.0,0.1,30.0,0,0,123,77,0
74663886,0.004,3.496911e-10,nan,nan,0.0,0.0,15216,0,5.0,0.1,30.0,0,0,123,74,0
74679369,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,76,0
74695837,0.0,0.0,nan,nan,0.0,0.0,15900,0,5.0,0.1,30.0,0,0,123,78,0
74726092,-0.002,-1.7484555e-10,nan,nan,0.0,0.0,30789,0,5.0,0.1,30.0,0,0,123,77,0
74749098,-1.7484555e-10,0.002,nan,nan,0.0,0.0,23207,0,5.0,0.1,30.0,0,0,123,75,0
74772805,0.002,1.7484555e-10,nan,nan,0.0,0.0,23717,0,5.0,0.1,30.0,0,0,123,75,0
74788714,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,73,0
74804610,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,74,0
74820510,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,78,0
74851048,-1.7484555e-10,0.002,nan,nan,0.0,0.0,30547,0,5.0,0.1,30.0,0,0,123,78,0
74867339,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,76,0
74882847,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,78,0
74905821,-0.0019999999,-0.0020000003,nan,nan,0.0,0.0,22697,0,5.0,0.1,30.0,0,0,123,81,0
74921455,1.7484555e-10,-0.002,nan,nan,0.0,0.0,15854,0,5.0,0.1,30.0,0,0,123,72,0
74937223,0.002,1.7484555e-10,nan,nan,0.0,0.0,15856,0,5.0,0.1,30.0,0,0,123,74,0
74960909,-1.7484555e-10,0.002,nan,nan,0.0,0.0,23297,0,5.0,0.1,30.0,0,0,123,75,0
74976955,0.0,0.0,nan,nan,0.0,0.0,16422,0,5.0,0.1,30.0,0,0,123,81,0
75008622,1.7484555e-10,-0.002,nan,nan,0.0,0.0,30508,0,5.0,0.1,30.0,0,0,123,77,0
75024439,0.0,0.0,nan,nan,0.0,0.0,15902,0,5.0,0.1,30.0,0,0,123,72,0
75039784,0.0,0.0,nan,nan,0.0,0.0,15907,0,5.0,0.1,30.0,0,0,123,74,0
75056186,0.0,0.0,nan,nan,0.0,0.0,15893,0,5.0,0.1,30.0,0,0,123,75,0
75071286,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,72,0
75093577,-0.0020000006,0.004,nan,nan,0.0,0.0,22224,0,5.0,0.1,30.0,0,0,123,75,0
75109516,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,82,0
75132663,0.002,1.7484555e-10,nan,nan,0.0,0.0,23474,0,5.0,0.1,30.0,0,0,123,78,0
75148615,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,74,0
75171764,1.7484555e-10,-0.002,nan,nan,0.0,0.0,23227,0,5.0,0.1,30.0,0,0,123,74,0
75195307,1.7484555e-10,-0.002,nan,nan,0.0,0.0,23567,0,5.0,0.1,30.0,0,0,123,73,0
75211236,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,78,0
75234457,-0.0020000003,0.0019999999,nan,nan,0.0,0.0,22869,0,5.0,0.1,30.0,0,0,123,76,0
75250325,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,67,0
75267389,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,75,0
75289395,0.0,0.0,nan,nan,0.0,0.0,23031,0,5.0,0.1,30.0,0,0,123,76,0
75312555,-1.7484555e-10,0.002,nan,nan,0.0,0.0,23649,0,5.0,0.1,30.0,0,0,123,74,0
75328824,0.0020000003,-0.0019999999,nan,nan,0.0,0.0,15400,0,5.0,0.1,30.0,0,0,123,77,0
75344377,0.0,0.0,nan,nan,0.0,0.0,15910,0,5.0,0.1,30.0,0,0,123,78,0
75367676,-1.7484555e-10,0.002,nan,nan,0.0,0.0,23447,0,5.0,0.1,30.0,0,0,123,77,0
75383788,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,79,0
75399486,0.0,0.0,nan,nan,0.0,0.0,15899,0,5.0,0.1,30.0,0,0,123,75,0
75415524,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,72,0
75437701,1.7484555e-10,-0.002,nan,nan,0.0,0.0,22701,0,5.0,0.1,30.0,0,0,123,72,0
75453630,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,80,0
75469515,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,75,0
75485438,0.0,0.0,nan,nan,0.0,0.0,15902,0,5.0,0.1,30.0,0,0,123,78,0
75501301,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,74,0
75531567,-0.0020000003,0.0019999999,nan,nan,0.0,0.0,30252,0,5.0,0.1,30.0,0,0,123,75,0
75548308,1.7484555e-10,-0.002,nan,nan,0.0,0.0,15378,0,5.0,0.1,30.0,0,0,123,75,0
75562846,0.0,0.0,nan,nan,0.0,0.0,15899,0,5.0,0.1,30.0,0,0,123,78,0
75578187,0.002,1.7484555e-10,nan,nan,0.0,0.0,15377,0,5.0,0.1,30.0,0,0,123,76,0
75594084,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,71,0
75609982,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,76,0
75633210,0.002,1.7484555e-10,nan,nan,0.0,0.0,23210,0,5.0,0.1,30.0,0,0,123,76,0
75649841,0.0,0.0,nan,nan,0.0,0.0,16212,0,5.0,0.1,30.0,0,0,123,74,0
75672593,-0.004,-3.496911e-10,nan,nan,0.0,0.0,22649,0,5.0,0.1,30.0,0,0,123,75,0
75688327,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,77,0
75704703,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,74,0
75727796,0.004,3.496911e-10,nan,nan,0.0,0.0,22960,0,5.0,0.1,30.0,0,0,123,76,0
75743956,0.0,0.0,nan,nan,0.0,0.0,15899,0,5.0,0.1,30.0,0,0,123,78,0
75759506,0.0,0.0,nan,nan,0.0,0.0,15900,0,5.0,0.1,30.0,0,0,123,74,0
75773768,-0.002,-1.7484555e-10,nan,nan,0.0,0.0,15133,0,5.0,0.1,30.0,0,0,123,71,0
75789628,0.0,0.0,nan,nan,0.0,0.0,15892,0,5.0,0.1,30.0,0,0,123,76,0
