timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
8746784,8746784,8944643,-0.12915039,-0.48120117,0.5415039,nan,0,1
8796732,8796731,8944643,-0.13354492,-0.48120117,0.53759766,nan,0,1
8846941,8846940,8944643,-0.12927246,-0.48120117,0.5341797,nan,0,1
8896720,8896719,8944643,-0.13342285,-0.47753906,0.5415039,nan,0,1
8946700,8946699,8944643,-0.13793945,-0.4814453,0.5415039,nan,0,1
8997069,8997068,8944643,-0.13354492,-0.4814453,0.5415039,nan,0,1
9096722,9096721,8944643,-0.13793945,-0.47753906,0.5415039,nan,0,1
9196715,9196715,8944643,-0.13366699,-0.47753906,0.5415039,nan,0,1
9296717,9296717,8944643,-0.13366699,-0.4814453,0.5415039,nan,0,1
9397121,9397121,8944643,-0.13366699,-0.4814453,0.5415039,nan,0,1
9496710,9496708,8944643,-0.13366699,-0.47753906,0.5415039,nan,0,1
9596880,9596879,8944643,-0.13366699,-0.4814453,0.5415039,nan,0,1
9697299,9697298,8944643,-0.13378906,-0.47387695,0.5415039,nan,0,1
9796717,9796716,8944643,-0.1295166,-0.47387695,0.5415039,nan,0,1
9896701,9896700,8944643,-0.13378906,-0.47387695,0.5415039,nan,0,1
9997957,9997956,8944643,-0.13378906,-0.4777832,0.54541016,nan,0,1
10096703,10096702,8944643,-0.13378906,-0.4777832,0.5415039,nan,0,1
10196698,10196697,8944643,-0.13378906,-0.4814453,0.53808594,nan,0,1
10296713,10296708,8944643,-0.13391113,-0.47387695,0.54541016,nan,0,1
10397004,10397003,8944643,-0.13391113,-0.4777832,0.5415039,nan,0,1
10496740,10496740,8944643,-0.1381836,-0.4777832,0.5415039,nan,0,1
10596689,10596688,8944643,-0.13391113,-0.4777832,0.5415039,nan,0,1
10697590,10697589,8944643,-0.1295166,-0.4777832,0.53808594,nan,0,1
10797039,10797039,8944643,-0.1381836,-0.4814453,0.5415039,nan,0,1
10897373,10897372,8944643,-0.1381836,-0.4814453,0.5415039,nan,0,1
10996689,10996688,8944643,-0.13391113,-0.4814453,0.5493164,nan,0,1
11097725,11097724,8944643,-0.13830566,-0.4777832,0.5415039,nan,0,1
11196679,11196678,8944643,-0.1340332,-0.4777832,0.5415039,nan,0,1
11297888,11297887,8944643,-0.1340332,-0.4741211,0.54541016,nan,0,1
11396823,11396822,8944643,-0.1340332,-0.4814453,0.5419922,nan,0,1
11498202,11498201,8944643,-0.12963867,-0.4777832,0.5419922,nan,0,1
11596650,11596649,8944643,-0.1340332,-0.4741211,0.5415039,nan,0,1
11698637,11698636,8944643,-0.1340332,-0.4777832,0.5419922,nan,0,1
11797395,11797394,8944643,-0.13842773,-0.48168945,0.54541016,nan,0,1
11898722,11898721,8944643,-0.1340332,-0.4741211,0.53808594,nan,0,1
11997215,11997214,8944643,-0.1340332,-0.4777832,0.5419922,nan,0,1
12097965,12097964,8944643,-0.12976074,-0.4741211,0.5419922,nan,0,1
12197648,12197647,8944643,-0.13415527,-0.48168945,0.5419922,nan,0,1
12298178,12298177,8944643,-0.13415527,-0.48168945,0.54541016,nan,0,1
12396908,12396907,8944643,-0.1385498,-0.48168945,0.5419922,nan,0,1
12497913,12497912,8944643,-0.13842773,-0.48168945,0.5419922,nan,0,1
12597167,12597166,8944643,-0.13415527,-0.48168945,0.5419922,nan,0,1
12698651,12698650,8944643,-0.12976074,-0.4777832,0.54541016,nan,0,1
12797955,12797954,8944643,-0.13415527,-0.48168945,0.5419922,nan,0,1
12898480,12898479,8944643,-0.13415527,-0.48168945,0.54541016,nan,0,1
12997699,12997699,8944643,-0.1385498,-0.48168945,0.5419922,nan,0,1
13098692,13098691,8944643,-0.13415527,-0.47802734,0.54541016,nan,0,1
13197881,13197880,8944643,-0.12988281,-0.47802734,0.53808594,nan,0,1
13296668,13296667,8944643,-0.12988281,-0.47802734,0.54589844,nan,0,1
13399126,13399125,8944643,-0.1385498,-0.47802734,0.54589844,nan,0,1
13496670,13496669,8944643,-0.13427734,-0.47802734,0.5493164,nan,0,1
13597889,13597888,8944643,-0.13000488,-0.48168945,0.5419922,nan,0,1
13696609,13696608,8944643,-0.13427734,-0.4741211,0.53808594,nan,0,1
13798312,13798311,8944643,-0.13867188,-0.47802734,0.5419922,nan,0,1
13897306,13897305,8944643,-0.13000488,-0.4741211,0.5419922,nan,0,1
13998433,13998430,8944643,-0.13867188,-0.47802734,0.53808594,nan,0,1
14096718,14096717,8944643,-0.13439941,-0.47802734,0.53808594,nan,0,1
14198663,14198662,8944643,-0.13867188,-0.48168945,0.5419922,nan,0,1
14296776,14296775,8944643,-0.13439941,-0.47802734,0.5419922,nan,0,1
14396668,14396667,8944643,-0.13000488,-0.48168945,0.5493164,nan,0,1
14496598,14496597,8944643,-0.13439941,-0.4741211,0.5419922,nan,0,1
14597035,14597034,8944643,-0.13879395,-0.47802734,0.54589844,nan,0,1
14696592,14696591,8944643,-0.13012695,-0.47802734,0.5419922,nan,0,1
14796589,14796588,8944643,-0.13012695,-0.47802734,0.54589844,nan,0,1
14896586,14896585,8944643,-0.14318848,-0.47436523,0.5419922,nan,0,1
14997669,14997668,8944643,-0.13879395,-0.47436523,0.5419922,nan,0,1
15096777,15096776,8944643,-0.13012695,-0.47436523,0.54589844,nan,0,1
15196941,15196940,8944643,-0.13012695,-0.47802734,0.5419922,nan,0,1
15297319,15297318,8944643,-0.13012695,-0.47802734,0.53808594,nan,0,1
15396585,15396584,8944643,-0.13024902,-0.4819336,0.5419922,nan,0,1
15496594,15496593,8944643,-0.13012695,-0.47436523,0.54589844,nan,0,1
15596857,15596856,8944643,-0.13024902,-0.47436523,0.53808594,nan,0,1
15697111,15697110,8944643,-0.13012695,-0.47436523,0.54589844,nan,0,1
15796556,15796555,8944643,-0.13891602,-0.47802734,0.5385742,nan,0,1
15896569,15896568,8944643,-0.13024902,-0.47802734,0.5419922,nan,0,1
15996975,15996975,8944643,-0.12585449,-0.47802734,0.5419922,nan,0,1
16096550,16096549,8944643,-0.1303711,-0.47436523,0.5419922,nan,0,1
16196565,16196564,8944643,-0.13464355,-0.47436523,0.5385742,nan,0,1
16296561,16296560,8944643,-0.13464355,-0.47436523,0.5419922,nan,0,1
16397677,16397676,8944643,-0.13464355,-0.47436523,0.5419922,nan,0,1
16496558,16496557,8944643,-0.12597656,-0.47827148,0.5385742,nan,0,1
16596652,16596652,8944643,-0.1303711,-0.47827148,0.5419922,nan,0,1
16697660,16697659,8944643,-0.12597656,-0.47436523,0.5385742,nan,0,1
16796553,16796553,8944643,-0.13476562,-0.4819336,0.54589844,nan,0,1
16896554,16896553,8944643,-0.13916016,-0.47827148,0.5419922,nan,0,1
16996561,16996560,8944643,-0.13476562,-0.47436523,0.54589844,nan,0,1
17097444,17097443,8944643,-0.12609863,-0.4819336,0.5385742,nan,0,1
