timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
4295100,4293753,2490386,-0.0017584283,0.0024157409,0.0028427194,0.34906584,0.0012469231,0.0012472187,5.9100115e-05,2490386,0.00027015246,-0.00014069321,0.013610736,0.4,0.037540726,0.03754116,0.034844816,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
4386045,4384713,2490386,-0.0018696077,0.0025690633,0.0028312595,0.34906584,0.00082799495,0.0008281935,5.369021e-05,2490386,0.00030639704,-9.2294154e-05,0.015379431,0.4,0.037536763,0.03753725,0.034443855,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
4556189,4554768,2490386,-0.0019460217,0.002683412,0.0028309482,0.34906584,0.0005521346,0.0005522666,4.533778e-05,2490386,0.00034157312,-5.3465348e-05,0.016786372,0.4,0.037679344,0.037679967,0.033646923,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
4647020,4645728,2490386,-0.0019541567,0.0026953518,0.0028368584,0.34906584,0.00055684015,0.0005569739,4.187779e-05,2490386,0.0003153149,-4.7189656e-05,0.018958384,0.4,0.038000356,0.038001075,0.033391986,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
4726369,4724824,2490386,-0.0019887278,0.0027429324,0.0028301023,0.34906584,0.0003722383,0.00037232536,3.863202e-05,2490386,0.00032249384,-1.8761692e-05,0.020689698,0.4,0.03778901,0.037789784,0.032709673,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
4817148,4815784,2490386,-0.001988898,0.0027436377,0.0028276762,0.34906584,0.00037234463,0.00037243223,3.556031e-05,2490386,0.00029915868,-1.3400618e-05,0.0224483,0.4,0.037799682,0.03780055,0.03214088,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
4896300,4894880,2490386,-0.0019924908,0.002749086,0.0028322402,0.34906584,0.00037372598,0.00037381417,3.3215278e-05,2490386,0.00027311002,-7.3817664e-06,0.024478188,0.4,0.037939757,0.037940733,0.031669844,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
4987132,4985840,2490386,-0.0020256029,0.00280104,0.0028419497,0.34906584,0.0002568054,0.00025686278,3.2290784e-05,2490386,0.00028255774,1.5886018e-05,0.026166247,0.4,0.038172595,0.038173653,0.03130216,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
5244159,5242901,2490386,-0.002046649,0.0028383364,0.002825111,0.34906584,0.0001849896,0.00018502769,3.2362957e-05,2490386,0.0002503332,3.0507797e-05,0.029544514,0.4,0.038264018,0.038265396,0.029466935,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
5335210,5333861,2490386,-0.0020456917,0.0028375145,0.0028150785,0.34906584,0.00018486848,0.00018490653,3.2340922e-05,2490386,0.00021453167,3.7703267e-05,0.032198295,0.4,0.038238667,0.038240165,0.028789697,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
5426110,5424821,2490386,-0.00206153,0.0028613352,0.0028237368,0.34906584,0.0001470536,0.00014708142,3.2309817e-05,2490386,0.00014586147,1.7293574e-05,0.034239538,0.4,0.038109235,0.038110845,0.028105842,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
5505281,5503917,2490386,-0.0020641892,0.0028653648,0.0028253354,0.34906584,0.00014745702,0.00014748491,3.239555e-05,2490386,0.00011565222,2.3955054e-05,0.036537863,0.4,0.038213465,0.038215194,0.02752352,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
5596169,5594877,2490386,-0.0020791257,0.0028870523,0.0028376137,0.34906584,0.00012958265,0.00012960575,3.2362732e-05,2490386,-5.9319154e-05,-6.366905e-05,0.03908358,0.4,0.037504956,0.037506707,0.026837707,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
5675321,5673973,2490386,-0.002081742,0.002890867,0.0028412302,0.34906584,0.00012991966,0.00012994281,3.2442138e-05,2490386,-7.783517e-05,-5.9590693e-05,0.040496342,0.4,0.037602153,0.03760402,0.026253356,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
5766292,5764933,2490386,-0.0020882718,0.0029027509,0.0028506597,0.34906584,0.00012475313,0.00012477493,3.2402273e-05,2490386,-0.0003335945,-0.00017346904,0.043285944,0.4,0.036185503,0.036187243,0.02557282,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
5857326,5855893,2490386,-0.0020952146,0.0029127486,0.0028648358,0.34906584,0.00012559703,0.00012561896,3.2613847e-05,2490386,-0.000371736,-0.00016517326,0.04613572,0.4,0.036429908,0.03643177,0.02508917,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
5936274,5934989,2490386,-0.002089202,0.0029047073,0.0028341776,0.34906584,0.00012492258,0.0001249444,3.243459e-05,2490386,-0.00038778593,-0.00016317028,0.04737729,0.4,0.036233943,0.036235906,0.02431532,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
6027276,6025949,2490386,-0.0020977624,0.0029176485,0.0028498487,0.34906584,0.00012543293,0.00012545481,3.2639913e-05,2490386,-0.00063516444,-0.00026907935,0.04917161,0.4,0.034899324,0.03490111,0.023837056,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
6114224,6112954,2490386,-0.002096581,0.002916096,0.0028633464,0.34906584,0.00012527946,0.00012530133,3.258808e-05,2490386,-0.00065730885,-0.00026217377,0.050721657,0.4,0.03485627,0.034858163,0.023174595,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
6205355,6203915,2490386,-0.0020940946,0.0029118648,0.0028903333,0.34906584,0.00012485657,0.00012487832,3.252786e-05,2490386,-0.00085153023,-0.0003492838,0.051818736,0.4,0.03355375,0.03355549,0.022515835,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
7154483,7153065,2490386,-0.0020948334,0.0029067453,0.002976332,0.34906584,0.00012294228,0.00012296329,3.2456497e-05,2490386,-0.001187887,-0.0004993962,0.050667755,0.4,0.03201735,0.03201979,0.016572675,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
7324558,7323122,2490386,-0.0020952944,0.002907582,0.0029878027,0.34906584,0.00012292727,0.0001229483,3.23979e-05,2490386,-0.0011939988,-0.0005103681,0.049211647,0.4,0.031977456,0.031980053,0.015631184,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
7585406,7584138,2490386,-0.0020942646,0.0029095737,0.0029655327,0.34906584,0.00012203163,0.0001220526,3.2225984e-05,2490386,-0.0011782759,-0.0005202763,0.047511723,0.4,0.03192189,0.03192472,0.014292254,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
7755650,7754195,2490386,-0.0020958206,0.002919949,0.0029739235,0.34906584,0.000119675155,0.000119695724,3.2118765e-05,2490386,-0.001132448,-0.0005248732,0.045605116,0.4,0.031917267,0.031920258,0.013476863,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
7846531,7845158,2490386,-0.0020956837,0.0029360703,0.0029503366,0.34906584,0.000113925234,0.00011394459,3.2030577e-05,2490386,-0.001034866,-0.00052928797,0.043194164,0.4,0.031799994,0.03180307,0.013061599,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
7933437,7932161,2490386,-0.0021019985,0.0029449223,0.002947889,0.34906584,0.000114623705,0.0001146432,3.2164073e-05,2490386,-0.0010091369,-0.0005383962,0.041308187,0.4,0.031994645,0.03199781,0.012757459,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
8016528,8015212,2490386,-0.0020962819,0.0029362477,0.0029766306,0.34906584,0.000113937785,0.000113957176,3.1905372e-05,2490386,-0.0009901393,-0.00053748384,0.03996424,0.4,0.0318029,0.03180612,0.01231347,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
8186718,8185269,2490386,-0.0021026672,0.0029647788,0.0030136358,0.34906584,0.00010438924,0.00010440646,3.1800453e-05,2490386,-0.0008524861,-0.00052037375,0.03802851,0.4,0.031657968,0.03166135,0.01160979,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
8273614,8272274,2490386,-0.0021187188,0.003005623,0.0029847538,0.34906584,9.172251e-05,9.173668e-05,3.1916265e-05,2490386,-0.00069345464,-0.0004889143,0.03653512,0.4,0.031608038,0.03161153,0.011340997,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
8364474,8363234,2490386,-0.0021117893,0.0030009933,0.0026217666,0.34906584,9.1550835e-05,9.1564994e-05,3.177671e-05,2490386,-0.00065871753,-0.00052171096,0.034867164,0.4,0.031548515,0.031552065,0.010988818,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
8455582,8454195,2490386,-0.0021084563,0.0029976547,0.0025197857,0.34906584,9.138003e-05,9.139418e-05,3.163384e-05,2490386,-0.0006370125,-0.00053314056,0.033551782,0.4,0.031489294,0.031492896,0.010646181,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
8534828,8533291,2490386,-0.0021233556,0.003033205,0.0025237233,0.34906584,7.625054e-05,7.626101e-05,3.164711e-05,2490386,-0.0004735666,-0.0004808811,0.032443352,0.4,0.03123913,0.03124282,0.010355617,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
8716502,8715212,2490386,-0.0021305047,0.0030614212,0.0023471967,0.34906584,6.082807e-05,6.0834904e-05,3.1341508e-05,2490386,-0.00028955712,-0.00043414533,0.03127479,0.4,0.030793022,0.030796826,0.009720427,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
8795659,8794308,2490386,-0.0021321874,0.0030641302,0.0023256964,0.34906584,6.094214e-05,6.0948994e-05,3.135208e-05,2490386,-0.0002637721,-0.00044221274,0.02953624,0.4,0.030850315,0.030854182,0.009455111,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
8886626,8885268,2490386,-0.0021405246,0.003088672,0.002280941,0.34906584,4.786128e-05,4.7865076e-05,3.119235e-05,2490386,-0.000110657915,-0.0003975555,0.028098624,0.4,0.030499151,0.030503063,0.009161689,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
8965724,8964364,2490386,-0.002142612,0.0030915537,0.0022904184,0.34906584,4.7951162e-05,4.795498e-05,3.1146894e-05,2490386,-9.072933e-05,-0.00040230557,0.026716603,0.4,0.030555883,0.030559853,0.008912739,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
9143564,9142331,2490386,-0.0021473516,0.0031314623,0.0022227138,0.34906584,3.7133734e-05,3.7135065e-05,3.1110685e-05,2490386,0.000101775346,-0.00040578205,0.02512237,0.4,0.030422289,0.030426366,0.008435104,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
9313666,9312387,2490386,-0.002152469,0.0031414712,0.0021927783,0.34906584,2.8444945e-05,2.8444354e-05,3.0874642e-05,2490386,0.0001835321,-0.00038639276,0.023061235,0.4,0.030208953,0.03021311,0.0079519255,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
9404764,9403348,2490386,-0.0021498161,0.0031382176,0.0021510161,0.34906584,2.8389419e-05,2.838885e-05,3.0691186e-05,2490386,0.00020426868,-0.00039294735,0.021783603,0.4,0.030149007,0.030153204,0.0077044307,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
9574769,9573404,2490386,-0.002157131,0.0031440419,0.0020385634,0.34906584,2.1800643e-05,2.1798667e-05,3.0498144e-05,2490386,0.00027046542,-0.00036211486,0.019802203,0.4,0.029983338,0.029987605,0.0072614276,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
9756691,9755326,2490386,-0.0021608293,0.0031382714,0.0019473336,0.34906584,1.694741e-05,1.6944468e-05,3.0112407e-05,2490386,0.00029045242,-0.0003251377,0.0187928,0.4,0.029747011,0.029751329,0.0068178745,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
9926781,9925383,2490386,-0.002167494,0.0031365883,0.0018208127,0.34906584,1.3301116e-05,1.3297451e-05,2.9897812e-05,2490386,0.0003065924,-0.00029491307,0.01767142,0.4,0.02964984,0.029654223,0.006427866,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
10092888,10091492,2490386,-0.002171525,0.0031477045,0.0014986661,0.34906584,1.3407245e-05,1.3403587e-05,2.9910569e-05,2490386,0.0003475141,-0.000323096,0.016387064,0.4,0.02988263,0.029887125,0.006110402,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
10654573,10653068,2490386,-0.0021712796,0.0031493793,0.0003874256,0.34906584,6.9185216e-06,6.9137677e-06,2.8844092e-05,2490386,0.00045850378,-0.00029912314,0.015956335,0.4,0.029619157,0.0296238,0.0051125484,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
11393936,11392628,2490386,-0.0021874995,0.0031647289,0.00039482067,0.34906584,3.455982e-06,3.4508357e-06,2.7573671e-05,2490386,0.0005306963,-0.00021031458,0.014862364,0.4,0.029549003,0.029553868,0.003950121,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
12604213,12602793,2490386,-0.0021884253,0.003165234,-0.00039943788,0.34906584,1.821083e-06,1.8162418e-06,2.4918492e-05,2490386,0.00053248246,-0.0001825212,0.016361007,0.4,0.02948818,0.029493334,0.0026706355,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
13296263,13294886,2490386,-0.0021882434,0.003132961,-0.000854676,0.34906584,1.3340433e-06,1.329533e-06,2.3337072e-05,2490386,0.00027919942,-0.00019181569,0.017506626,0.4,0.029336205,0.029341053,0.0021226935,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
13557290,13555904,2490386,-0.0021937296,0.0031293628,-0.0007872498,0.34906584,1.1548382e-06,1.1505365e-06,2.2777152e-05,2490386,0.00012310642,-0.0003546365,0.018910088,0.4,0.0294913,0.02949608,0.0019738798,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
13735337,13733872,2490386,-0.0021962486,0.0031245756,-0.0004469344,0.34906584,1.0178837e-06,1.0136698e-06,2.2340593e-05,2490386,0.00010269663,-0.0003163133,0.020046368,0.4,0.029371664,0.02937648,0.0018673629,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
13996211,13994890,2490386,-0.0021856532,0.0031267665,-9.913965e-05,0.34906584,8.551741e-07,8.5104415e-07,2.1714193e-05,2490386,8.249966e-05,-0.00028491236,0.02121319,0.4,0.029299574,0.029304495,0.0017258106,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
14474619,14473424,2490386,-0.002202176,0.003176904,0.00059345434,0.34906584,6.8147915e-07,6.775455e-07,2.0616713e-05,2490386,0.0008244438,-0.00021748919,0.021902543,0.4,0.029361416,0.029366542,0.0015266576,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
14957857,14955917,2490386,-0.0022008813,0.0031562566,0.0005482313,0.34906584,5.83861e-07,5.80098e-07,1.9526278e-05,2490386,0.0007793097,0.00022593504,0.022813013,0.4,0.029425023,0.029430302,0.0013210818,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
15764004,15762698,2490386,-0.002188582,0.003167832,0.0012032886,0.34906584,4.8772085e-07,4.8432946e-07,1.7717543e-05,2490386,0.00047443094,-0.00021557469,0.023699252,0.4,0.0293468,0.029352242,0.0010654046,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
16357870,16355923,2490386,-0.0022299192,0.0031755448,0.0022656263,0.34906584,4.410781e-07,4.37877e-07,1.646765e-05,2490386,0.0003374355,-0.00026419098,0.024124825,0.4,0.029352346,0.029357873,0.00090970215,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
17057949,17055928,2490386,-0.0022311346,0.0031647559,0.0019006077,0.34906584,3.989492e-07,3.960295e-07,1.5062061e-05,2490386,0.0009191421,0.00062114536,0.024735063,0.4,0.029298367,0.029303906,0.0007637722,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
17247531,17245760,2490386,-0.0022427463,0.0031787155,0.0016658211,0.34906584,3.8981517e-07,3.8694765e-07,1.4778094e-05,2490386,0.0016287746,-0.00022389607,0.024756921,0.4,0.029293627,0.02929917,0.000732193,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
18326820,18325431,2490386,-0.0021978868,0.003165464,0.0008335002,0.34906584,3.4321022e-07,3.4075325e-07,1.2704696e-05,2490386,0.0011714178,-0.0011063925,0.024614796,0.4,0.029035749,0.02904134,0.0005580222,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
20304767,20302850,2490386,-0.0021977748,0.0031865078,-0.0001899341,0.34906584,2.9130928e-07,2.894686e-07,9.80856e-06,2490386,0.0011864146,-0.0014870366,0.024646813,0.4,0.029137006,0.029142667,0.0005009414,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
21174871,21172916,2490386,-0.0022030976,0.0031860545,0.00047700433,0.34906584,2.7498305e-07,2.733617e-07,8.777637e-06,2490386,0.00046097868,-0.0007762869,0.024687065,0.4,0.029110095,0.029115742,0.0005009354,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
22554544,22553157,2490386,-0.0022297618,0.0031888306,0.0015432688,0.34906584,2.5402838e-07,2.5269566e-07,7.3323e-06,2490386,0.00088331307,-0.00056672835,0.025434107,0.4,0.029050766,0.029056417,0.0005007215,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
24733986,24732279,2490386,-0.0022317208,0.0032025634,0.0016837537,0.34906584,2.3077115e-07,2.2976805e-07,5.637816e-06,2490386,0.0006677968,-0.0008930347,0.02638871,0.4,0.029011892,0.029017532,0.00050151796,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
26813804,26812532,2490386,-0.0022319239,0.0032117546,0.0021608223,0.34906584,2.1554033e-07,2.1476404e-07,4.420335e-06,2490386,0.0005291783,-0.0011664322,0.027367132,0.4,0.028915934,0.028921574,0.0005013047,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
27767880,27765652,2490386,-0.0022274258,0.0032120412,0.0025928083,0.34906584,2.0814784e-07,2.0745932e-07,3.9563943e-06,2490386,0.0012314885,-0.0017856464,0.02806277,0.4,0.028678328,0.028683938,0.00049812434,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
28127488,28125544,2490386,-0.0022491766,0.0032115907,0.0027691675,0.34906584,2.0650367e-07,2.0584507e-07,3.8115606e-06,2490386,0.002224753,-0.001342467,0.028527496,0.4,0.028665774,0.02867139,0.0004982966,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
28447792,28445888,2490386,-0.002247148,0.0032302665,0.0027803732,0.34906584,2.0638936e-07,2.0574907e-07,3.7185473e-06,2490386,0.0012976252,-0.001484365,0.0289994,0.4,0.028846554,0.028852236,0.0005018911,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
29274458,29272453,2490386,-0.0022374974,0.0032226448,0.0029168571,0.34906584,2.0255095e-07,2.0196526e-07,3.3992023e-06,2490386,0.00085268245,-0.0013952117,0.029899588,0.4,0.028759165,0.02876478,0.00050134136,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
29764079,29762862,2490386,-0.0022362424,0.0032187128,0.0030602124,0.34906584,2.0032093e-07,1.9976677e-07,3.2273792e-06,2490386,-5.045362e-05,-0.0014598658,0.03037885,0.4,0.028701529,0.028707117,0.0005008719,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
30824947,30822759,2490386,-0.0022397991,0.0032273193,0.0032395767,0.34906584,1.9662579e-07,1.9613177e-07,2.9094467e-06,2490386,-0.00033593312,-0.0018732196,0.031269062,0.4,0.028646907,0.028652482,0.00050098496,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
35906141,35904765,2490386,-0.0022324715,0.003234442,0.002935039,0.34906584,1.8459603e-07,1.8431466e-07,1.8461744e-06,2490386,-1.2578153e-05,-0.0016520985,0.030306524,0.4,0.028378366,0.028383866,0.0004990721,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
38837465,38835322,2490386,-0.0022388762,0.0032352423,0.0029891715,0.34906584,1.8042067e-07,1.8020964e-07,1.4810137e-06,2490386,8.568014e-05,-0.0020414917,0.029363066,0.4,0.028258167,0.028263623,0.00049841666,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
40545667,40543828,2490386,-0.0022477396,0.003243952,0.003002637,0.34906584,1.7949965e-07,1.79315e-07,1.3214324e-06,2490386,0.00050683285,-0.0027580988,0.028806344,0.4,0.028295571,0.02830104,0.0004998788,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
41787742,41785659,2490386,-0.002249325,0.00322358,0.0031011254,0.34906584,1.7791317e-07,1.7774457e-07,1.2142339e-06,2490386,-0.00040324262,-0.0016745493,0.028476655,0.4,0.028159076,0.028164506,0.0004980714,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
42384637,42382847,2490386,-0.0022576214,0.0032509926,0.0032099467,0.34906584,1.7868736e-07,1.7852435e-07,1.1765152e-06,2490386,-0.0008622179,-0.0026447265,0.028301226,0.4,0.028308816,0.0283143,0.00050096866,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
44227642,44225824,2490386,-0.002256805,0.0032626376,0.0031478328,0.34906584,1.7800943e-07,1.7786256e-07,1.0566524e-06,2490386,-9.489499e-05,-0.0028721194,0.029025543,0.4,0.02832289,0.028328335,0.000501877,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
45097182,45095893,2490386,-0.0022587033,0.0032576795,0.0032964011,0.34906584,1.7783805e-07,1.776953e-07,1.0079266e-06,2490386,0.00026667534,-0.002662342,0.02998864,0.4,0.028298138,0.028303571,0.0005017964,4395025,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
