timestamp,imbalanced_prop_metric,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_high_wind,fd_battery,fd_imbalanced_prop
32058959,0.0008944134,0,0,0,0,0,0,0,0
32561169,0.00013721806,0,0,0,0,0,0,0,0
33065256,0.00071748527,0,0,0,0,0,0,0,0
33573503,-5.1746632e-05,0,0,0,0,0,0,0,0
34076290,-0.0009796757,0,0,0,0,0,0,0,0
34578741,-0.000375215,0,0,0,0,0,0,0,0
35088988,-0.00032461132,0,0,0,0,0,0,0,0
35592592,-0.00014926377,0,0,0,0,0,0,0,0
36097029,-0.0003503096,0,0,0,0,0,0,0,0
36601151,-0.00015049306,0,0,0,0,0,0,0,0
37105949,-0.0002910958,0,0,0,0,0,0,0,0
37616631,-0.0010148422,0,0,0,0,0,0,0,0
38119886,-0.0012312665,0,0,0,0,0,0,0,0
38620698,-0.0008517272,0,0,0,0,0,0,0,0
39131701,-0.0022461764,0,0,0,0,0,0,0,0
39632657,-0.0011864358,0,0,0,0,0,0,0,0
40139033,0.0031267987,0,0,0,0,0,0,0,0
40649054,0.008580874,0,0,0,0,0,0,0,0
41152931,0.012826486,0,0,0,0,0,0,0,0
41658451,0.014668162,0,0,0,0,0,0,0,0
42168536,0.027639106,0,0,0,0,0,0,0,0
42674077,0.018944941,0,0,0,0,0,0,0,0
43180846,0.009805114,0,0,0,0,0,0,0,0
43686578,0.0142891705,0,0,0,0,0,0,0,0
44185028,0.019520707,0,0,0,0,0,0,0,0
44695002,0.012374082,0,0,0,0,0,0,0,0
45205565,0.0073713833,0,0,0,0,0,0,0,0
45707562,0.0077828667,0,0,0,0,0,0,0,0
46209379,0.0021385003,0,0,0,0,0,0,0,0
46716386,0.003414916,0,0,0,0,0,0,0,0
47221698,0.0024198752,0,0,0,0,0,0,0,0
47730040,0.0010652883,0,0,0,0,0,0,0,0
48238613,0.048523065,0,0,0,0,0,0,0,0
48744660,0.052017692,0,0,0,0,0,0,0,0
49251617,0.028652884,0,0,0,0,0,0,0,0
49752944,0.014150614,0,0,0,0,0,0,0,0
50262211,0.0062060244,0,0,0,0,0,0,0,0
50762679,0.0024017072,0,0,0,0,0,0,0,0
51263573,0.0012805646,0,0,0,0,0,0,0,0
51770290,0.0016037386,0,0,0,0,0,0,0,0
52279969,-1.3195697,0,0,0,0,0,0,0,0
52786946,-0.843927,0,0,0,0,0,0,0,0
52878582,-0.6969344,0,0,0,0,0,0,0,0
53384147,-0.30694494,0,0,0,0,0,0,0,0
53886131,-23.610655,0,0,0,0,0,0,0,0
54396679,-9.483424,0,0,0,0,0,0,0,0
54530650,-7.90272,1,0,0,0,0,0,0,0
55041648,-3.1770403,1,0,0,0,0,0,0,0
55552131,-1.2705425,1,0,0,0,0,0,0,0
56058040,-0.50147396,1,0,0,0,0,0,0,0
56564572,-0.20191564,1,0,0,0,0,0,0,0
57074772,-0.077730216,1,0,0,0,0,0,0,0
57580652,-0.029935645,1,0,0,0,0,0,0,0
58090582,-0.008958087,1,0,0,0,0,0,0,0
58593115,-0.0012811595,1,0,0,0,0,0,0,0
59098145,-0.0016974955,1,0,0,0,0,0,0,0
59600701,-0.0026459727,1,0,0,0,0,0,0,0
60104611,0.013118484,1,0,0,0,0,0,0,0
60612570,0.003754641,1,0,0,0,0,0,0,0
61116083,0.007404257,1,0,0,0,0,0,0,0
61628427,0.0032372442,1,0,0,0,0,0,0,0
62139287,-0.00028577168,1,0,0,0,0,0,0,0
62643279,-0.00084293354,1,0,0,0,0,0,0,0
63151676,-0.020246195,1,0,0,0,0,0,0,0
63651912,-0.0009549303,1,0,0,0,0,0,0,0
64154627,-0.026907464,1,0,0,0,0,0,0,0
64664783,0.01064937,1,0,0,0,0,0,0,0
64731752,0.01064937,0,0,0,0,0,0,0,0
65241614,0.06893911,0,0,0,0,0,0,0,0
65750589,0.054458473,0,0,0,0,0,0,0,0
66252151,-0.16885091,0,0,0,0,0,0,0,0
66752794,-0.5209306,0,0,0,0,0,0,0,0
67253236,-0.21240017,0,0,0,0,0,0,0,0
67755376,-0.08380084,0,0,0,0,0,0,0,0
68254421,-0.035315316,0,0,0,0,0,0,0,0
68760542,-0.012702888,0,0,0,0,0,0,0,0
69260263,-0.0025316325,0,0,0,0,0,0,0,0
69761950,5.653104e-06,0,0,0,0,0,0,0,0
70272884,0.00207385,0,0,0,0,0,0,0,0
70782649,0.004258279,0,0,0,0,0,0,0,0
71099060,0.002017051,0,0,0,0,0,0,0,0
71605085,0.01534432,0,0,0,0,0,0,0,0
72111820,0.007929465,0,0,0,0,0,0,0,0
72620815,0.0076600322,0,0,0,0,0,0,0,0
73129533,0.0107473675,0,0,0,0,0,0,0,0
73634421,0.029422628,0,0,0,0,0,0,0,0
74142811,0.025477583,0,0,0,0,0,0,0,0
74645849,0.041890685,0,0,0,0,0,0,0,0
75147871,0.02642756,0,0,0,0,0,0,0,0
75654655,0.015081037,0,0,0,0,0,0,0,0
76156522,0.012561207,0,0,0,0,0,0,0,0
76658240,0.0104237795,0,0,0,0,0,0,0,0
77161899,0.0077279625,0,0,0,0,0,0,0,0
77664679,0.0026495222,0,0,0,0,0,0,0,0
78173021,-0.00046009614,0,0,0,0,0,0,0,0
78675775,-0.0020821907,0,0,0,0,0,0,0,0
79178901,-0.0012925598,0,0,0,0,0,0,0,0
79684961,-0.00051253324,0,0,0,0,0,0,0,0
80186024,-0.0005764771,0,0,0,0,0,0,0,0
80693355,-0.0012881571,0,0,0,0,0,0,0,0
81199013,-0.0016017443,0,0,0,0,0,0,0,0
81701060,3.29673e-05,0,0,0,0,0,0,0,0
82207323,-0.00033177773,0,0,0,0,0,0,0,0
82710726,-0.00053066434,0,0,0,0,0,0,0,0
83215919,0.029237932,0,0,0,0,0,0,0,0
83721688,0.1098511,0,0,0,0,0,0,0,0
84223999,0.12556255,0,0,0,0,0,0,0,0
84727466,0.11705645,0,0,0,0,0,0,0,0
85229021,0.08358469,0,0,0,0,0,0,0,0
85737487,-29.650822,0,0,0,0,0,0,0,0
86242137,-11.6656275,0,0,0,0,0,0,0,0
86742140,-4.6868544,0,0,0,0,0,0,0,0
87242118,-2.0053,0,0,0,0,0,0,0,0
87751705,-1.1379174,0,0,0,0,0,0,0,0
88029756,-0.6250057,0,0,0,0,0,0,0,0
88531848,-0.1580659,0,0,0,0,0,0,0,0
89033281,-0.047343355,0,0,0,0,0,0,0,0
89542655,0.009059622,0,0,0,0,0,0,0,0
90053035,0.11816464,0,0,0,0,0,0,0,0
90560698,0.054996643,0,0,0,0,0,0,0,0
91062910,-0.017248025,0,0,0,0,0,0,0,0
91573637,0.03590413,0,0,0,0,0,0,0,0
92083705,0.015820988,0,0,0,0,0,0,0,0
92585841,0.03173806,0,0,0,0,0,0,0,0
93095687,-0.008784212,0,0,0,0,0,0,0,0
93597315,0.10329877,0,0,0,0,0,0,0,0
94096659,0.07143466,0,0,0,0,0,0,0,0
94606174,0.028253673,0,0,0,0,0,0,0,0
95108429,0.050248265,0,0,0,0,0,0,0,0
95610974,0.06699159,0,0,0,0,0,0,0,0
96113759,0.08819918,0,0,0,0,0,0,0,0
96618471,-0.20008022,0,0,0,0,0,0,0,0
97121852,-1.0920756,0,0,0,0,0,0,0,0
97616750,-0.4960607,0,0,0,0,0,0,0,0
98121847,-0.20079255,0,0,0,0,0,0,0,0
98625683,-0.08095028,0,0,0,0,0,0,0,0
99130765,-0.03288165,0,0,0,0,0,0,0,0
99639809,-0.0136365825,0,0,0,0,0,0,0,0
100149798,-0.0058706934,0,0,0,0,0,0,0,0
100653761,-0.0027494407,0,0,0,0,0,0,0,0
101161782,-0.0016397017,0,0,0,0,0,0,0,0
101661747,-0.0010424621,0,0,0,0,0,0,0,0
102163763,-0.00083073275,0,0,0,0,0,0,0,0
102665586,-0.00073845056,0,0,0,0,0,0,0,0
103168531,-0.00070650224,0,0,0,0,0,0,0,0
103674457,-0.00065426476,0,0,0,0,0,0,0,0
104180341,-0.00070703,0,0,0,0,0,0,0,0
104687689,-0.0006940111,0,0,0,0,0,0,0,0
105197437,-0.0006368111,0,0,0,0,0,0,0,0
105699029,-0.0006799913,0,0,0,0,0,0,0,0
106200732,-0.0006794364,0,0,0,0,0,0,0,0
106708349,-0.00069905946,0,0,0,0,0,0,0,0
107208882,-0.0006565539,0,0,0,0,0,0,0,0
107709747,-0.00066731166,0,0,0,0,0,0,0,0
108218765,-0.0006824327,0,0,0,0,0,0,0,0
108720946,-0.0006525565,0,0,0,0,0,0,0,0
109220658,-0.0006809751,0,0,0,0,0,0,0,0
109730689,-0.0006172141,0,0,0,0,0,0,0,0
110233168,-0.00069132756,0,0,0,0,0,0,0,0
110733150,-0.0006485938,0,0,0,0,0,0,0,0
111241751,-0.0006715985,0,0,0,0,0,0,0,0
111746694,-0.0006695395,0,0,0,0,0,0,0,0
112252299,-0.00065412506,0,0,0,0,0,0,0,0
112756193,-0.0006499385,0,0,0,0,0,0,0,0
113264322,-0.00063778984,0,0,0,0,0,0,0,0
113771840,-0.0006221935,0,0,0,0,0,0,0,0
114275032,-0.0006897362,0,0,0,0,0,0,0,0
114776192,-0.0006563211,0,0,0,0,0,0,0,0
115285900,-0.00070664415,0,0,0,0,0,0,0,0
115789000,-0.00069091364,0,0,0,0,0,0,0,0
116290552,-0.0007050455,0,0,0,0,0,0,0,0
116796987,-0.0006633034,0,0,0,0,0,0,0,0
117298092,-0.00066844164,0,0,0,0,0,0,0,0
117802109,-0.0006256668,0,0,0,0,0,0,0,0
118304135,-0.0006638687,0,0,0,0,0,0,0,0
118806590,-0.00070108386,0,0,0,0,0,0,0,0
119312174,-0.0007080396,0,0,0,0,0,0,0,0
119819180,-0.0007455878,0,0,0,0,0,0,0,0
120320728,-0.0006720919,0,0,0,0,0,0,0,0
120827048,-0.0006455871,0,0,0,0,0,0,0,0
121332796,-0.0006348948,0,0,0,0,0,0,0,0
121839613,-0.0006415045,0,0,0,0,0,0,0,0
122342763,-0.00070282083,0,0,0,0,0,0,0,0
122853196,-0.0006942388,0,0,0,0,0,0,0,0
123356947,-0.0006930197,0,0,0,0,0,0,0,0
123863593,-0.00060508517,0,0,0,0,0,0,0,0
124363805,-0.00067217305,0,0,0,0,0,0,0,0
124865444,-0.0006177926,0,0,0,0,0,0,0,0
125371080,-0.00064458605,0,0,0,0,0,0,0,0
125873653,-0.00065615366,0,0,0,0,0,0,0,0
126378996,-0.000642666,0,0,0,0,0,0,0,0
126885916,-0.0006811563,0,0,0,0,0,0,0,0
127388126,-0.00069097365,0,0,0,0,0,0,0,0
127891695,-0.00069465686,0,0,0,0,0,0,0,0
128396696,-0.0006674746,0,0,0,0,0,0,0,0
128902674,-0.0006050052,0,0,0,0,0,0,0,0
129406528,-0.0006560743,0,0,0,0,0,0,0,0
129910652,-0.0006684102,0,0,0,0,0,0,0,0
130417984,-0.00067303696,0,0,0,0,0,0,0,0
130927848,-0.00068016414,0,0,0,0,0,0,0,0
131430140,-0.0006636356,0,0,0,0,0,0,0,0
131931058,-0.00070259016,0,0,0,0,0,0,0,0
132435639,-0.00069089624,0,0,0,0,0,0,0,0
132941437,-0.0007292441,0,0,0,0,0,0,0,0
133446964,-0.00066666503,0,0,0,0,0,0,0,0
133950737,-0.00060795917,0,0,0,0,0,0,0,0
134451632,-0.0006735471,0,0,0,0,0,0,0,0
134958817,-0.00064440456,0,0,0,0,0,0,0,0
135464673,-0.0006750911,0,0,0,0,0,0,0,0
135973713,-0.0007020338,0,0,0,0,0,0,0,0
136480865,-0.0006823661,0,0,0,0,0,0,0,0
136983788,-0.0006698744,0,0,0,0,0,0,0,0
137485127,-0.000721041,0,0,0,0,0,0,0,0
137992772,-0.0007560057,0,0,0,0,0,0,0,0
138497644,-0.0007059437,0,0,0,0,0,0,0,0
138999332,-0.0006867144,0,0,0,0,0,0,0,0
139506198,-0.0006446234,0,0,0,0,0,0,0,0
140008731,-0.0006939628,0,0,0,0,0,0,0,0
140510043,-0.0007072246,0,0,0,0,0,0,0,0
141016956,-0.0007383204,0,0,0,0,0,0,0,0
141527215,-0.00062844524,0,0,0,0,0,0,0,0
142032164,-0.00064933184,0,0,0,0,0,0,0,0
142539611,-0.000597852,0,0,0,0,0,0,0,0
143041011,-0.0006276466,0,0,0,0,0,0,0,0
143540700,-0.00066451635,0,0,0,0,0,0,0,0
144043450,-0.00067931967,0,0,0,0,0,0,0,0
144552075,-0.00069272384,0,0,0,0,0,0,0,0
145051872,-0.000682735,0,0,0,0,0,0,0,0
145557087,-0.00063786004,0,0,0,0,0,0,0,0
146063127,-0.0006192791,0,0,0,0,0,0,0,0
146568615,-0.00065178465,0,0,0,0,0,0,0,0
147069085,-0.00072032574,0,0,0,0,0,0,0,0
147573967,-0.0006794611,0,0,0,0,0,0,0,0
148085041,-0.0006758186,0,0,0,0,0,0,0,0
148593488,-0.00065689074,0,0,0,0,0,0,0,0
149100434,-0.0006500425,0,0,0,0,0,0,0,0
149602909,-0.00064738037,0,0,0,0,0,0,0,0
150106691,-0.0007334521,0,0,0,0,0,0,0,0
150607808,-0.0006730761,0,0,0,0,0,0,0,0
151110592,-0.0007079152,0,0,0,0,0,0,0,0
151619718,-0.0006675671,0,0,0,0,0,0,0,0
152121926,-0.0007358196,0,0,0,0,0,0,0,0
152632696,-0.0006937519,0,0,0,0,0,0,0,0
153142810,-0.0006826452,0,0,0,0,0,0,0,0
153649088,-0.0006382599,0,0,0,0,0,0,0,0
154151845,-0.00063830416,0,0,0,0,0,0,0,0
154658884,-0.0006490678,0,0,0,0,0,0,0,0
155162556,-0.0006379976,0,0,0,0,0,0,0,0
155664974,-0.0006765661,0,0,0,0,0,0,0,0
156173208,-0.0006191727,0,0,0,0,0,0,0,0
156683725,-0.0006424177,0,0,0,0,0,0,0,0
157186011,-0.00069208106,0,0,0,0,0,0,0,0
157687120,-0.00069905806,0,0,0,0,0,0,0,0
158197984,-0.0006892849,0,0,0,0,0,0,0,0
158702936,-0.0006761638,0,0,0,0,0,0,0,0
159205744,-0.0006611065,0,0,0,0,0,0,0,0
159708629,-0.00074050005,0,0,0,0,0,0,0,0
160209592,-0.00075639423,0,0,0,0,0,0,0,0
160712872,-0.0006592343,0,0,0,0,0,0,0,0
161219544,-0.00066805875,0,0,0,0,0,0,0,0
161719986,-0.00065040647,0,0,0,0,0,0,0,0
162222815,-0.0006843305,0,0,0,0,0,0,0,0
162733359,-0.00073051476,0,0,0,0,0,0,0,0
163236755,-0.0007751417,0,0,0,0,0,0,0,0
163738091,-0.0007595394,0,0,0,0,0,0,0,0
164242577,-0.0007091104,0,0,0,0,0,0,0,0
164749524,-0.00067453645,0,0,0,0,0,0,0,0
165251551,-0.00069189206,0,0,0,0,0,0,0,0
165754949,-0.0007079444,0,0,0,0,0,0,0,0
166265143,-0.00069916755,0,0,0,0,0,0,0,0
166764016,-0.00066626735,0,0,0,0,0,0,0,0
167265916,-0.0006626587,0,0,0,0,0,0,0,0
167776664,-0.00063890306,0,0,0,0,0,0,0,0
168281686,-0.00066375657,0,0,0,0,0,0,0,0
168793100,-0.00067799835,0,0,0,0,0,0,0,0
169299077,-0.0006718614,0,0,0,0,0,0,0,0
169804688,-0.00069672184,0,0,0,0,0,0,0,0
170308392,-0.000653455,0,0,0,0,0,0,0,0
170809689,-0.00060910487,0,0,0,0,0,0,0,0
171311309,-0.0005853542,0,0,0,0,0,0,0,0
171821936,-0.00058598584,0,0,0,0,0,0,0,0
172327971,-0.00062460674,0,0,0,0,0,0,0,0
172830341,-0.00062168436,0,0,0,0,0,0,0,0
173336616,-0.00069261284,0,0,0,0,0,0,0,0
173846511,-0.00066202367,0,0,0,0,0,0,0,0
174358113,-0.0006410415,0,0,0,0,0,0,0,0
174862776,-0.0006488294,0,0,0,0,0,0,0,0
175366160,-0.0006811278,0,0,0,0,0,0,0,0
175868094,-0.000699413,0,0,0,0,0,0,0,0
176371714,-0.00070302916,0,0,0,0,0,0,0,0
176882667,-0.0007261172,0,0,0,0,0,0,0,0
177385783,-0.00069910154,0,0,0,0,0,0,0,0
177888528,-0.00069665036,0,0,0,0,0,0,0,0
178395202,-0.00072826,0,0,0,0,0,0,0,0
178897844,-0.000670567,0,0,0,0,0,0,0,0
179403088,-0.00068359816,0,0,0,0,0,0,0,0
179906196,-0.0006632795,0,0,0,0,0,0,0,0
180416649,-0.0006997393,0,0,0,0,0,0,0,0
180922991,-0.00076685805,0,0,0,0,0,0,0,0
181431294,-0.00064231694,0,0,0,0,0,0,0,0
181935744,-0.0006963047,0,0,0,0,0,0,0,0
182437860,-0.0007145091,0,0,0,0,0,0,0,0
182940668,-0.0005974676,0,0,0,0,0,0,0,0
183450864,-0.0005935538,0,0,0,0,0,0,0,0
183954983,-0.0006098299,0,0,0,0,0,0,0,0
184461399,-0.00066188147,0,0,0,0,0,0,0,0
184963621,-0.0006274199,0,0,0,0,0,0,0,0
185470888,-0.0006028232,0,0,0,0,0,0,0,0
185977103,-0.00061836385,0,0,0,0,0,0,0,0
186481864,-0.0006284757,0,0,0,0,0,0,0,0
186984887,-0.0006510721,0,0,0,0,0,0,0,0
187487700,-0.0006632096,0,0,0,0,0,0,0,0
187997347,-0.000630637,0,0,0,0,0,0,0,0
188498899,-0.0007016275,0,0,0,0,0,0,0,0
189001686,-0.0006673312,0,0,0,0,0,0,0,0
189511747,-0.00064918416,0,0,0,0,0,0,0,0
190020816,-0.00066398707,0,0,0,0,0,0,0,0
190526361,-0.0007352387,0,0,0,0,0,0,0,0
191030893,-0.00070760504,0,0,0,0,0,0,0,0
191534671,-0.0007255032,0,0,0,0,0,0,0,0
192035817,-0.00072672486,0,0,0,0,0,0,0,0
192542035,-0.0006425894,0,0,0,0,0,0,0,0
193051315,-0.00063461927,0,0,0,0,0,0,0,0
193562147,-0.0006515347,0,0,0,0,0,0,0,0
194071586,-0.0006929374,0,0,0,0,0,0,0,0
194577869,-0.00067115965,0,0,0,0,0,0,0,0
195084984,-0.0006958496,0,0,0,0,0,0,0,0
195592821,-0.0007140771,0,0,0,0,0,0,0,0
196098173,-0.00073196704,0,0,0,0,0,0,0,0
196602897,-0.00072270684,0,0,0,0,0,0,0,0
197107420,-0.0006905262,0,0,0,0,0,0,0,0
197608866,-0.0006871692,0,0,0,0,0,0,0,0
198119701,-0.0007892373,0,0,0,0,0,0,0,0
198620136,-0.0006786712,0,0,0,0,0,0,0,0
199127118,-0.0006139277,0,0,0,0,0,0,0,0
199632305,-0.0006352672,0,0,0,0,0,0,0,0
200138250,-0.0006860717,0,0,0,0,0,0,0,0
200641470,-0.0006975087,0,0,0,0,0,0,0,0
201142635,-0.0006474299,0,0,0,0,0,0,0,0
201653512,-0.0006652201,0,0,0,0,0,0,0,0
202160471,-0.0006855948,0,0,0,0,0,0,0,0
202660104,-0.0006801967,0,0,0,0,0,0,0,0
203165184,-0.00066739385,0,0,0,0,0,0,0,0
203674622,-0.00067942025,0,0,0,0,0,0,0,0
204180366,-0.0006782452,0,0,0,0,0,0,0,0
204683021,-0.0006575104,0,0,0,0,0,0,0,0
205185589,-0.0006765817,0,0,0,0,0,0,0,0
205685767,-0.0006580521,0,0,0,0,0,0,0,0
206186913,-0.0006509597,0,0,0,0,0,0,0,0
206693342,-0.0007177676,0,0,0,0,0,0,0,0
207017554,-0.00074022706,0,0,0,0,0,0,0,0
207527836,0.054992814,0,0,0,0,0,0,0,0
208028364,0.043870527,0,0,0,0,0,0,0,0
208530554,0.0430176,0,0,0,0,0,0,0,0
209030845,0.01980957,0,0,0,0,0,0,0,0
209540809,0.041263346,0,0,0,0,0,0,0,0
210046076,-0.2711589,0,0,0,0,0,0,0,0
210555812,-6.569571,0,0,0,0,0,0,0,0
211061377,-7.658028,0,0,0,0,0,0,0,0
211572206,3.094123,0,0,0,0,0,0,0,0
211922355,33.093178,0,0,0,0,0,0,0,1
212327816,26.827345,0,0,0,0,0,0,0,0
212827925,19.04906,0,0,0,0,0,0,0,0
213328023,12.62597,0,0,0,0,0,0,0,0
213829936,7.1277847,0,0,0,0,0,0,0,0
214336671,18.777676,0,0,0,0,0,0,0,0
214839805,9.777618,0,0,0,0,0,0,0,0
215341984,-1.9667379,0,0,0,0,0,0,0,0
215848811,-6.344846,0,0,0,0,0,0,0,0
216350838,-9.303673,0,0,0,0,0,0,0,0
216851330,-8.992862,0,0,0,0,0,0,0,0
217361882,-10.588911,0,0,0,0,0,0,0,0
217872809,-11.107309,0,0,0,0,0,0,0,0
218372851,-9.321574,0,0,0,0,0,0,0,0
218873846,-10.210977,0,0,0,0,0,0,0,0
219385052,-9.074583,0,0,0,0,0,0,0,0
219885580,-7.620349,0,0,0,0,0,0,0,0
220394100,-9.307311,0,0,0,0,0,0,0,0
220907579,-9.150511,0,0,0,0,0,0,0,0
221416917,-8.624512,0,0,0,0,0,0,0,0
221918838,-10.300506,0,0,0,0,0,0,0,0
222428941,-11.189119,0,0,0,0,0,0,0,0
222931406,-9.044444,0,0,0,0,0,0,0,0
223440813,-7.7448745,0,0,0,0,0,0,0,0
223940825,-8.887905,0,0,0,0,0,0,0,0
224441216,-9.056661,0,0,0,0,0,0,0,0
224950954,-9.431415,0,0,0,0,0,0,0,0
225457918,-7.591781,0,0,0,0,0,0,0,0
225961898,-8.455476,0,0,0,0,0,0,0,0
226471807,-9.301321,0,0,0,0,0,0,0,0
226973911,-9.622287,0,0,0,0,0,0,0,0
227474960,-9.096015,0,0,0,0,0,0,0,0
227985076,-10.392023,0,0,0,0,0,0,0,0
228494952,-8.368113,0,0,0,0,0,0,0,0
229005850,-7.8185463,0,0,0,0,0,0,0,0
229507352,-6.7461553,0,0,0,0,0,0,0,0
230017783,-6.41758,0,0,0,0,0,0,0,0
230517808,-6.0966225,0,0,0,0,0,0,0,0
231025949,-8.621449,0,0,0,0,0,0,0,0
231529842,-11.078546,0,0,0,0,0,0,0,0
232038811,-7.8296127,0,0,0,0,0,0,0,0
232538867,-7.476822,0,0,0,0,0,0,0,0
233038872,-8.962343,0,0,0,0,0,0,0,0
233541857,-10.276866,0,0,0,0,0,0,0,0
234043376,-9.551791,0,0,0,0,0,0,0,0
234550843,-10.127874,0,0,0,0,0,0,0,0
235051410,-9.4295435,0,0,0,0,0,0,0,0
235561757,-7.9990373,0,0,0,0,0,0,0,0
236063852,-7.1330643,0,0,0,0,0,0,0,0
236563877,-5.157694,0,0,0,0,0,0,0,0
237073811,-6.6893034,0,0,0,0,0,0,0,0
237575035,-9.617518,0,0,0,0,0,0,0,0
238077685,-8.795317,0,0,0,0,0,0,0,0
238586945,-9.163425,0,0,0,0,0,0,0,0
239087873,-9.960436,0,0,0,0,0,0,0,0
239597849,-9.717836,0,0,0,0,0,0,0,0
240105902,-9.03434,0,0,0,0,0,0,0,0
240607783,-10.899841,0,0,0,0,0,0,0,0
241117811,-10.793385,0,0,0,0,0,0,0,0
241620378,-7.0618534,0,0,0,0,0,0,0,0
242122387,-8.456384,0,0,0,0,0,0,0,0
242625144,-8.465564,0,0,0,0,0,0,0,0
243135872,-7.3100505,0,0,0,0,0,0,0,0
243639940,-7.0867743,0,0,0,0,0,0,0,0
244151353,-8.844288,0,0,0,0,0,0,0,0
244658833,-6.75901,0,0,0,0,0,0,0,0
245161811,-9.06623,0,0,0,0,0,0,0,0
245661979,-8.937631,0,0,0,0,0,0,0,0
246166846,-9.793021,0,0,0,0,0,0,0,0
246667118,-9.433936,0,0,0,0,0,0,0,0
247170828,-9.289552,0,0,0,0,0,0,0,0
247672811,-9.673028,0,0,0,0,0,0,0,0
248172940,-8.705843,0,0,0,0,0,0,0,0
248681948,-9.043073,0,0,0,0,0,0,0,0
249183822,-10.028018,0,0,0,0,0,0,0,0
249683853,-10.066399,0,0,0,0,0,0,0,0
250186404,-10.841431,0,0,0,0,0,0,0,0
250696015,-9.709256,0,0,0,0,0,0,0,0
251196884,-10.294983,0,0,0,0,0,0,0,0
251697242,-10.139887,0,0,0,0,0,0,0,0
252198407,-10.206468,0,0,0,0,0,0,0,0
252702063,-8.684816,0,0,0,0,0,0,0,0
253202919,-10.880536,0,0,0,0,0,0,0,0
253705821,-7.8796787,0,0,0,0,0,0,0,0
254216169,-10.343571,0,0,0,0,0,0,0,0
254717816,-8.920749,0,0,0,0,0,0,0,0
