timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
32429114,32428433,0.10607125,-0.012030089,-9.823107
32480513,32479847,0.14722846,-0.03175942,-9.808222
32531940,32531260,0.12449165,-0.021518787,-9.7976465
32579395,32578718,0.11606226,-0.052500963,-9.795147
32626899,32626177,0.20018485,-0.017249422,-9.827693
32682223,32681545,0.07058637,-0.03082805,-9.7925415
32729670,32729003,0.21905856,-0.06410922,-9.861552
32777166,32776461,0.07758622,0.006294073,-9.859743
32832517,32831830,0.12321999,-0.059508547,-9.853852
32879962,32879288,0.21924107,-0.039706405,-9.863358
32931389,32930701,0.0540561,0.0108655635,-9.878055
32978893,32978160,0.103737056,-0.06558313,-9.919271
33030324,33029573,0.14026085,-0.024016807,-9.876621
33081655,33080986,0.17997628,0.00465551,-9.847808
33129248,33128444,0.07061549,-0.05653984,-9.85399
33180530,33179859,0.0929069,-0.029197084,-9.863741
33231955,33231271,0.20727351,-0.00069957884,-9.848051
33279404,33278729,0.11143823,-0.050721943,-9.837666
33327026,33326199,0.10412549,-0.025688441,-9.780858
33382260,33381556,0.13003302,-0.04994805,-9.80021
33429731,33429014,0.17657861,-0.031258076,-9.790499
33477138,33476473,0.15640686,-0.017611492,-9.84319
33532510,33531841,0.09045976,-0.057831332,-9.846404
33579989,33579299,0.16204476,-0.01776966,-9.832349
33631477,33630713,0.11481872,-0.04121415,-9.765933
33678846,33678171,0.16942823,-0.037361957,-9.826002
33730346,33729584,0.12324029,-0.02978572,-9.864025
33781740,33780997,0.12930952,-0.02734279,-9.841666
33829125,33828456,0.15730198,-0.049012844,-9.849029
33880548,33879869,0.12506232,-0.0038975598,-9.791551
33931958,33931286,0.15185153,-0.051773064,-9.819994
33979479,33978741,0.09885893,-0.008554461,-9.84431
34026898,34026200,0.107475944,-0.026528254,-9.835436
34082246,34081567,0.17612532,-0.036111254,-9.845082
34129710,34129029,0.13799794,-0.00994316,-9.830922
34177177,34176484,0.09119813,-0.06180144,-9.839071
34232546,34231853,0.14818837,-0.010067008,-9.835212
34279983,34279311,0.1744128,-0.011986436,-9.798405
34331404,34330724,0.13382027,-0.075139225,-9.80299
34378851,34378182,0.13348573,0.008421334,-9.803291
34430332,34429596,0.12692931,-0.04661006,-9.80522
34481675,34481009,0.13747948,-0.048189506,-9.811983
34529141,34528467,0.1873219,-0.022178048,-9.814646
34580557,34579881,0.11053727,-0.04342588,-9.782385
34632040,34631294,0.11045659,-0.043878023,-9.795396
34679418,34678752,0.18128043,-0.015626315,-9.827241
34726896,34726211,0.13938782,-0.03661875,-9.826357
34782252,34781579,0.11173486,-0.042057857,-9.815606
34829760,34829037,0.16158767,-0.0047977166,-9.808433
34877168,34876496,0.13093811,-0.05667857,-9.810145
34932606,34931864,0.13071059,-0.012288405,-9.813644
34979988,34979322,0.14613721,-0.031626195,-9.831775
35031431,35030735,0.14875856,-0.0381863,-9.826454
35078868,35078194,0.11330229,-0.03032797,-9.803179
35130372,35129607,0.14393035,-0.028090945,-9.794769
35181757,35181021,0.16325782,-0.04077183,-9.807041
35229170,35228479,0.09542343,-0.024191532,-9.811503
35280560,35279892,0.16002677,-0.04224405,-9.81143
35331979,35331306,0.124856144,-0.024030967,-9.814031
35379457,35378767,0.13176955,-0.04006746,-9.805067
35426910,35426223,0.17674278,-0.034693323,-9.790884
35482282,35481591,0.12993215,-0.029813869,-9.791321
35529723,35529049,0.12792513,-0.05490209,-9.799697
35577180,35576508,0.14033857,-0.017359378,-9.7963
35632628,35631876,0.17379196,-0.038111553,-9.798225
