timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
7703479,7702782,2490386,-0.034267012,-0.20388123,-9.912744,46.754227,0,0,0,0,32
7802345,7801652,2490386,0.040177695,-0.22153847,-9.81705,46.81273,0,0,0,0,32
7901223,7900524,2490386,0.06067805,-0.21420623,-9.8568535,46.782536,0,0,0,0,32
8003981,8003347,2490386,0.0787842,-0.20672435,-9.8515415,46.748566,0,0,0,0,32
8098905,8098262,2490386,0.006060323,-0.19071312,-9.795203,46.758003,0,0,0,0,32
8201828,8201087,2490386,0.08851065,-0.20635025,-9.841366,46.814613,0,0,0,0,32
8304537,8303912,2490386,-0.060827687,-0.24697687,-9.887903,46.767437,0,0,0,0,32
8403544,8402782,2490386,0.16916531,-0.21263504,-9.881245,46.8165,0,0,0,0,32
8502347,8501652,2490386,-0.023867197,-0.22019173,-9.9094515,46.80329,0,0,0,0,32
8601282,8600522,2490386,0.02124854,-0.21697453,-9.825729,46.793858,0,0,0,0,32
8703993,8703347,2490386,0.021472996,-0.21585225,-9.889325,46.850468,0,0,0,0,32
8802896,8802217,2490386,0.04945523,-0.18951602,-9.812486,46.863678,0,0,0,0,32
8901779,8901087,2490386,-0.07234978,-0.25176528,-9.939304,46.833485,0,0,0,0,32
9004547,9003912,2490386,0.10474633,-0.2502689,-9.770962,46.875,0,0,0,0,32
9103476,9102782,2490386,0.18652327,-0.2320131,-10.086922,46.86934,0,0,0,0,32
9202347,9201653,2490386,-0.107140526,-0.16647184,-9.725322,46.77121,0,0,0,0,32
9301163,9300523,2490386,0.03823241,-0.26493338,-9.923293,46.80329,0,0,0,0,32
9403981,9403348,2490386,-0.03696049,-0.14080898,-9.873464,46.88255,0,0,0,0,32
9498900,9498263,2490386,0.108936176,-0.16572365,-9.80867,46.89576,0,0,0,0,32
9601810,9601088,2490386,0.04182371,-0.2713678,-9.841066,46.850468,0,0,0,0,32
9704537,9703913,2490386,0.04743512,-0.22453123,-9.877279,46.850468,0,0,0,0,32
9803409,9802783,2490386,0.0059106853,-0.17515081,-9.863961,46.92029,0,0,0,0,32
9902350,9901654,2490386,0.004938041,-0.24765024,-9.894637,46.858017,0,0,0,0,32
10001213,10000524,2490386,0.047659576,-0.23066637,-9.881394,46.899532,0,0,0,0,32
10103968,10103349,2490386,0.048482586,-0.20058921,-9.911322,46.96558,0,0,0,0,32
10198896,10198265,2490386,0.03688567,-0.2371756,-9.892094,46.88821,0,0,0,0,32
10301779,10301089,2490386,0.079008654,-0.218845,-9.838149,46.865566,0,0,0,0,32
10404610,10403914,2490386,0.0014215573,-0.20822074,-9.855207,46.886322,0,0,0,0,32
10503419,10502785,2490386,0.054093994,-0.18727146,-9.8515415,46.89576,0,0,0,0,32
10602407,10601655,2490386,0.044143096,-0.24675241,-9.927033,46.86745,0,0,0,0,32
10701213,10700525,2490386,0.029852703,-0.24525604,-9.861941,46.90142,0,0,0,0,32
10803975,10803351,2490386,0.023942016,-0.2287959,-9.911247,46.931614,0,0,0,0,32
10902921,10902221,2490386,0.04122516,-0.24024318,-9.843685,46.97313,0,0,0,0,32
11001780,11001091,2490386,0.021772271,-0.23575404,-9.892767,46.90897,0,0,0,0,32
11104550,11103916,2490386,0.08551789,-0.20350714,-9.871818,46.88821,0,0,0,0,32
11203487,11202787,2490386,-0.004264672,-0.23799862,-9.889549,46.956146,0,0,0,0,32
11302314,11301657,2490386,0.06569091,-0.22587797,-9.8498955,46.948597,0,0,0,0,32
11401224,11400528,2490386,0.03329437,-0.22744916,-9.893141,47.00521,0,0,0,0,32
11503995,11503353,2490386,0.030526072,-0.24794951,-9.920001,46.954258,0,0,0,0,32
11598961,11598268,2490386,0.01316811,-0.2427122,-9.921348,46.935387,0,0,0,0,32
11701859,11701094,2490386,0.0199018,-0.26927286,-9.923966,47.007095,0,0,0,0,32
11804542,11803919,2490386,-0.00052373164,-0.2279729,-9.90571,47.007095,0,0,0,0,32
11903420,11902789,2490386,0.08447043,-0.097414084,-9.842339,46.90897,0,0,0,0,32
12002346,12001660,2490386,0.024690205,-0.21450551,-9.908105,46.95803,0,0,0,0,32
12101228,12100530,2490386,0.106616795,-0.24301147,-9.827226,46.944824,0,0,0,0,32
12203982,12203356,2490386,-0.017806875,-0.14612113,-9.83351,46.969353,0,0,0,0,32
12298926,12298272,2490386,0.04990414,-0.22887072,-9.833585,47.033516,0,0,0,0,32
12401790,12401097,2490386,0.00808043,-0.26403555,-9.824158,46.941048,0,0,0,0,32
12504567,12503922,2490386,0.009277532,-0.16879122,-9.853337,46.89387,0,0,0,0,32
12603468,12602793,2490386,0.1261445,-0.2124854,-9.886183,47.059933,0,0,0,0,32
12702360,12701663,2490386,-0.065092355,-0.24757542,-9.847651,46.91463,0,0,0,0,32
12801222,12800533,2490386,0.0026186581,-0.131307,-9.809718,46.988224,0,0,0,0,32
12903982,12903362,2490386,0.32329205,-0.2558803,-9.630527,47.016533,0,0,0,0,32
13002930,13002236,2490386,-0.08604162,-0.22789808,-9.894114,46.95992,0,0,0,0,32
13101795,13101101,2490386,-0.031124622,-0.17320552,-9.841665,47.03729,0,0,0,0,32
13204566,13203925,2490386,0.081178404,-0.24570495,-9.807548,47.02974,0,0,0,0,32
13303443,13302796,2490386,0.074818805,-0.13923779,-9.823111,46.999546,0,0,0,0,32
13402364,13401666,2490386,-0.0017208324,-0.14252982,-9.854684,47.080692,0,0,0,0,32
13501238,13500537,2490386,-0.0096516255,-0.28588265,-9.78832,47.014645,0,0,0,0,32
13603993,13603362,2490386,0.11148002,-0.1933318,-9.810242,46.96747,0,0,0,0,32
13698911,13698278,2490386,-0.024839843,-0.20395605,-9.90601,46.937275,0,0,0,0,32
13801793,13801104,2490386,0.0026934769,-0.23418285,-9.828347,47.00521,0,0,0,0,32
13904570,13903929,2490386,0.10923545,-0.18532617,-9.956213,47.090126,0,0,0,0,32
14003435,14002800,2490386,0.032546178,-0.20343232,-9.827524,46.990112,0,0,0,0,32
14102367,14101670,2490386,0.03546411,-0.29695582,-9.90571,46.976902,0,0,0,0,32
14201255,14200542,2490386,-0.040925886,-0.18195933,-9.856106,46.96747,0,0,0,0,32
14304055,14303367,2490386,0.092850134,-0.10729016,-9.867777,47.003323,0,0,0,0,32
14399015,14398283,2490386,0.0413748,-0.27398646,-9.906757,47.020306,0,0,0,0,32
14501792,14501108,2490386,0.08432079,-0.21390696,-10.015619,46.993885,0,0,0,0,32
14604625,14603938,2490386,-0.027084406,-0.20507833,-9.939379,47.022194,0,0,0,0,32
14703502,14702804,2490386,0.119261175,-0.25790042,-9.939005,46.98445,0,0,0,0,32
14802435,14801675,2490386,-0.03247136,-0.28064534,-9.884686,46.982563,0,0,0,0,32
14901252,14900546,2490386,0.041524436,-0.15278,-9.836503,46.988224,0,0,0,0,32
15004063,15003371,2490386,0.0016460137,-0.21211131,-9.820192,47.046726,0,0,0,0,32
15102927,15102241,2490386,0.034566287,-0.26440966,-9.979482,47.020306,0,0,0,0,32
15201819,15201113,2490386,0.04062661,-0.16856676,-9.8855095,47.0354,0,0,0,0,32
15304570,15303938,2490386,0.007182605,-0.23702596,-9.866654,47.065594,0,0,0,0,32
15403499,15402808,2490386,0.004489128,-0.27286416,-9.896433,47.0354,0,0,0,0,32
15502376,15501679,2490386,0.16123453,-0.2192939,-9.9751425,47.06937,0,0,0,0,32
15601243,15600551,2490386,-0.045863926,-0.15801731,-9.881169,47.08824,0,0,0,0,32
15704064,15703375,2490386,-0.08387188,-0.25805005,-9.919252,46.98445,0,0,0,0,32
15802876,15802246,2490386,0.036511578,-0.15083471,-9.862315,47.03729,0,0,0,0,32
15901807,15901117,2490386,0.06980594,-0.24256256,-9.850494,47.080692,0,0,0,0,32
16004570,16003944,2490386,0.03329437,-0.307206,-9.903391,47.044838,0,0,0,0,32
16103457,16102815,2490386,0.14963761,-0.16729484,-9.775151,47.122208,0,0,0,0,32
16202378,16201685,2490386,-0.14859015,-0.2996493,-10.001328,47.08824,0,0,0,0,32
16301188,16300557,2490386,0.023867197,-0.1364695,-9.821988,47.059933,0,0,0,0,32
16404074,16403381,2490386,0.009501988,-0.15300445,-9.835081,47.110886,0,0,0,0,32
16498934,16498296,2490386,0.010773907,-0.23777416,-9.865158,47.07692,0,0,0,0,32
16601823,16601122,2490386,0.18308161,-0.13811551,-9.862764,47.059933,0,0,0,0,32
16704575,16703948,2490386,0.016460137,-0.2534861,-9.864037,47.073143,0,0,0,0,32
16803465,16802820,2490386,-0.03703531,-0.30855274,-9.848249,47.124096,0,0,0,0,32
16902393,16901689,2490386,0.0052373162,-0.14993688,-9.949704,47.001434,0,0,0,0,32
17001259,17000560,2490386,0.10571897,-0.19078794,-9.867403,47.073143,0,0,0,0,32
17104007,17103386,2490386,-0.008903437,-0.28498483,-9.8754835,47.05805,0,0,0,0,32
17202950,17202257,2490386,0.008529344,-0.17567454,-9.859398,47.101448,0,0,0,0,32
17301825,17301128,2490386,0.012868834,-0.19243397,-9.82715,47.137306,0,0,0,0,32
17404573,17403953,2490386,0.042272624,-0.25498247,-9.832088,47.041065,0,0,0,0,32
17503455,17502824,2490386,-0.011971008,-0.25685295,-9.850195,47.12787,0,0,0,0,32
17602389,17601695,2490386,0.031049803,-0.16250645,-9.871818,47.124096,0,0,0,0,32
17701275,17700566,2490386,-0.0039653964,-0.24922143,-9.870919,47.175045,0,0,0,0,32
17804104,17803392,2490386,0.07990648,-0.22864626,-9.850494,47.05805,0,0,0,0,32
17898969,17898308,2490386,0.027159225,-0.21173722,-9.915137,47.156174,0,0,0,0,32
18001830,18001134,2490386,-0.057086747,-0.19363107,-9.897929,47.129757,0,0,0,0,32
18104658,18103959,2490386,0.04062661,-0.1786673,-9.82513,47.14108,0,0,0,0,32
18203507,18202831,2490386,0.0037409402,-0.2617162,-9.912818,47.14674,0,0,0,0,32
18302342,18301701,2490386,0.044816464,-0.2184709,-9.944391,47.099564,0,0,0,0,32
18401205,18400573,2490386,0.06561609,-0.1731307,-9.91409,47.13353,0,0,0,0,32
18504070,18503398,2490386,0.056787472,-0.22198738,-9.888652,47.103336,0,0,0,0,32
18599005,18598314,2490386,-0.0398036,-0.20186113,-9.867253,47.059933,0,0,0,0,32
18701827,18701140,2490386,0.04743512,-0.17238252,-9.832313,47.1524,0,0,0,0,32
18804584,18803966,2490386,0.036511578,-0.19759646,-9.855956,47.08258,0,0,0,0,32
18903487,18902837,2490386,-0.037933134,-0.22146365,-9.832238,47.161835,0,0,0,0,32
19002372,19001708,2490386,0.06935703,-0.20058921,-9.848549,47.092014,0,0,0,0,32
19101291,19100579,2490386,0.105419695,-0.1599626,-9.917083,47.203354,0,0,0,0,32
19204031,19203404,2490386,-0.03942951,-0.24375966,-9.867179,47.078804,0,0,0,0,32
19302963,19302275,2490386,-0.01997662,-0.23762453,-9.876231,47.161835,0,0,0,0,32
19401846,19401146,2490386,0.024615387,-0.17275661,-9.953295,47.08824,0,0,0,0,32
19504748,19503972,2490386,-0.01503858,-0.22834699,-9.903541,47.169384,0,0,0,0,32
19603534,19602843,2490386,-0.026635494,-0.31169513,-9.80044,47.084465,0,0,0,0,32
19702426,19701714,2490386,0.14686932,-0.20620061,-9.962124,47.184483,0,0,0,0,32
19801314,19800586,2490386,0.18053778,0.10766426,-9.858873,47.158062,0,0,0,0,32
19904031,19903411,2490386,0.12083237,-0.33376667,-9.901221,47.171272,0,0,0,0,32
19999030,19998327,2490386,-0.10347441,-0.30922613,-9.849147,47.124096,0,0,0,0,32
20101862,20101158,2490386,0.012569559,0.005087679,-10.023176,47.163723,0,0,0,0,32
20204599,20203979,2490386,0.045340195,-0.2527379,-9.8206415,47.14863,0,0,0,0,32
20303474,20302850,2490386,0.05050269,-0.41247606,-9.84795,47.220337,0,0,0,0,32
20402408,20401721,2490386,0.083572604,-0.12195465,-9.774029,47.124096,0,0,0,0,32
20501287,20500592,2490386,-0.10310031,-0.18891747,-9.801338,47.195805,0,0,0,0,32
20604093,20603418,2490386,0.08342297,-0.2148796,-9.831191,47.188255,0,0,0,0,32
20698962,20698334,2490386,0.121056825,-0.15891513,-9.805603,47.201466,0,0,0,0,32
20801933,20801160,2490386,-0.0053869537,-0.30698156,-9.972524,47.14674,0,0,0,0,32
20904612,20903986,2490386,-0.025812486,-0.23650223,-9.8406925,47.14108,0,0,0,0,32
21003482,21002857,2490386,-0.00089782564,-0.1360954,-9.905411,47.13919,0,0,0,0,32
21102437,21101729,2490386,0.054168813,-0.25303718,-9.869872,47.22222,0,0,0,0,32
21201231,21200600,2490386,-0.0142903915,-0.30743048,-9.854758,47.188255,0,0,0,0,32
21304135,21303426,2490386,0.021398177,-0.20380642,-9.867329,47.14863,0,0,0,0,32
21399023,21398342,2490386,0.032920275,-0.20874447,-9.870919,47.180706,0,0,0,0,32
21501838,21501168,2490386,0.07182605,-0.21682489,-9.849746,47.1524,0,0,0,0,32
21604636,21603994,2490386,0.029179333,-0.27847558,-9.925837,47.195805,0,0,0,0,32
21703491,21702865,2490386,-0.017881693,-0.20986675,-9.903091,47.14863,0,0,0,0,32
21802466,21801736,2490386,0.011447277,-0.2045546,-9.8707695,47.176933,0,0,0,0,32
21901307,21900607,2490386,0.056637835,-0.2332102,-9.861342,47.22977,0,0,0,0,32
22004198,22003433,2490386,0.0066588735,-0.29620764,-9.837775,47.124096,0,0,0,0,32
22099031,22098349,2490386,0.1261445,-0.17724575,-9.835381,47.22222,0,0,0,0,32
22201937,22201175,2490386,-0.09210195,-0.22542906,-9.91409,47.214676,0,0,0,0,32
22304625,22304001,2490386,-0.010998364,-0.23627777,-9.887979,47.227882,0,0,0,0,32
22403497,22402873,2490386,-0.0070329676,-0.22183774,-9.921647,47.192028,0,0,0,0,32
22502444,22501744,2490386,0.08851065,-0.22116438,-9.8824415,47.192028,0,0,0,0,32
22601301,22600615,2490386,0.054093994,-0.16849194,-9.952921,47.24298,0,0,0,0,32
22704093,22703441,2490386,-0.019826982,-0.20193595,-9.934814,47.163723,0,0,0,0,32
22799037,22798357,2490386,0.030451253,-0.23178865,-9.832538,47.21656,0,0,0,0,32
22901847,22901183,2490386,0.03247136,-0.21181203,-9.869573,47.184483,0,0,0,0,32
23004636,23004009,2490386,0.06075287,-0.25079262,-9.85416,47.259964,0,0,0,0,32
23103505,23102881,2490386,0.029478608,-0.23021746,-9.828872,47.233547,0,0,0,0,32
23202386,23201752,2490386,0.027533319,-0.21068975,-9.807399,47.209015,0,0,0,0,32
23301317,23300623,2490386,-0.029703066,-0.24166474,-9.866281,47.22411,0,0,0,0,32
23404143,23403449,2490386,0.07549217,-0.19669864,-9.837251,47.209015,0,0,0,0,32
23499069,23498366,2490386,0.040177695,-0.2682254,-9.879225,47.22222,0,0,0,0,32
23601837,23601193,2490386,0.04317045,-0.26246437,-9.875034,47.241093,0,0,0,0,32
23704642,23704018,2490386,0.056488197,-0.2092682,-9.907207,47.248642,0,0,0,0,32
23803518,23802889,2490386,-0.0047884034,-0.21091421,-9.948956,47.241093,0,0,0,0,32
23902449,23901762,2490386,0.030451253,-0.23223756,-9.853412,47.22977,0,0,0,0,32
24001334,24000631,2490386,0.0262614,-0.24091655,-9.864111,47.254303,0,0,0,0,32
24104086,24103458,2490386,-0.013841478,-0.24166474,-9.842189,47.17316,0,0,0,0,32
24198994,24198374,2490386,0.03868132,-0.21458033,-9.850345,47.284496,0,0,0,0,32
24301893,24301200,2490386,0.03434183,-0.21719898,-9.924864,47.182594,0,0,0,0,32
24404661,24404026,2490386,0.021323359,-0.25775078,-9.911396,47.29393,0,0,0,0,32
24503532,24502898,2490386,0.010699089,-0.21719898,-9.920898,47.233547,0,0,0,0,32
24602454,24601769,2490386,0.05933131,-0.17140988,-9.885883,47.233547,0,0,0,0,32
24701367,24700640,2490386,0.06067805,-0.20941783,-9.855581,47.23921,0,0,0,0,32
24804110,24803466,2490386,0.019228432,-0.24577977,-9.882517,47.24298,0,0,0,0,32
24903086,24902338,2490386,0.041748893,-0.21772271,-9.838223,47.225998,0,0,0,0,32
25001899,25001209,2490386,0.05873276,-0.2088941,-9.870246,47.263737,0,0,0,0,32
25104667,25104035,2490386,0.0026186581,-0.21443069,-9.800365,47.24298,0,0,0,0,32
25203539,25202906,2490386,0.044292733,-0.18338089,-9.813534,47.25619,0,0,0,0,32
25302410,25301778,2490386,0.045340195,-0.23029228,-9.842039,47.265625,0,0,0,0,32
25401341,25400650,2490386,0.046013564,-0.26852468,-9.925612,47.2109,0,0,0,0,32
25504130,25503475,2490386,-0.06344634,-0.261791,-9.968558,47.254303,0,0,0,0,32
25599074,25598392,2490386,-0.082899235,-0.2112883,-9.864037,47.271286,0,0,0,0,32
25701970,25701218,2490386,-0.04885668,-0.18570027,-9.796774,47.297707,0,0,0,0,32
25804671,25804044,2490386,-0.085817166,-0.0362123,-9.797747,47.220337,0,0,0,0,32
25903667,25902916,2490386,0.033369187,-0.3135656,-9.988235,47.265625,0,0,0,0,32
26002486,26001787,2490386,0.10878654,-0.14836569,-9.915811,47.32224,0,0,0,0,32
26101470,26100658,2490386,-0.042347442,-0.2621651,-9.927557,47.233547,0,0,0,0,32
26204118,26203484,2490386,0.032995094,-0.2406921,-9.810316,47.305256,0,0,0,0,32
26299147,26298401,2490386,0.04825813,-0.12674305,-9.951275,47.284496,0,0,0,0,32
26401916,26401228,2490386,0.037708677,-0.24555531,-9.867477,47.286385,0,0,0,0,32
26504679,26504056,2490386,0.012719196,-0.2570026,-9.838523,47.32035,0,0,0,0,32
26603553,26602925,2490386,-0.00082300685,-0.012868834,-9.924265,47.259964,0,0,0,0,32
26702440,26701796,2490386,0.07826047,-0.28715456,-9.908703,47.207127,0,0,0,0,32
26801355,26800668,2490386,-0.28977323,-0.2160767,-9.921272,47.25619,0,0,0,0,32
26904192,26903494,2490386,-0.0966659,-0.27914897,-9.810989,47.2109,0,0,0,0,32
26999039,26998410,2490386,0.11133038,-0.23837271,-9.803358,47.23543,0,0,0,0,32
27101925,27101237,2490386,0.21263504,-0.33331776,-9.928679,47.33356,0,0,0,0,32
27204680,27204063,2490386,0.040327337,-0.12509704,-9.825878,47.29393,0,0,0,0,32
27303561,27302934,2490386,-0.036287118,-0.14275427,-9.933917,47.32035,0,0,0,0,32
27402492,27401806,2490386,-0.04691139,-0.3497779,-9.907431,47.28827,0,0,0,0,32
27501377,27500677,2490386,0.050727148,-0.21360768,-9.877728,47.271286,0,0,0,0,32
27604174,27603503,2490386,-0.046088383,-0.099060096,-9.82513,47.233547,0,0,0,0,32
27699042,27698420,2490386,0.075941086,-0.23627777,-9.826477,47.227882,0,0,0,0,32
27802002,27801246,2490386,0.0077811554,-0.27870005,-9.904064,47.28827,0,0,0,0,32
27904698,27904073,2490386,-0.017432781,-0.021996727,-9.956886,47.17882,0,0,0,0,32
28003571,28002944,2490386,0.029553426,-0.38411975,-9.873688,47.331673,0,0,0,0,32
28102499,28101817,2490386,-0.011522096,-0.37184945,-9.941025,47.267513,0,0,0,0,32
28201392,28200687,2490386,0.048931498,0.011671733,-10.013973,47.286385,0,0,0,0,32
28304217,28303513,2490386,-0.0018704701,-0.28790274,-9.863662,47.305256,0,0,0,0,32
28399052,28398430,2490386,-0.018704701,-0.33930328,-9.864784,47.261852,0,0,0,0,32
28501945,28501256,2490386,0.15031098,-0.09023148,-9.914015,47.29582,0,0,0,0,32
28604734,28604088,2490386,0.024166474,-0.18801965,-9.851018,47.282608,0,0,0,0,32
28703587,28702954,2490386,0.09539397,-0.28707975,-9.880048,47.284496,0,0,0,0,32
28802577,28801827,2490386,-0.009427169,-0.1731307,-9.811364,47.299595,0,0,0,0,32
28901395,28900697,2490386,0.025812486,-0.17657238,-9.88708,47.33545,0,0,0,0,32
29004219,29003523,2490386,-0.023493104,-0.27525836,-9.896358,47.354317,0,0,0,0,32
29099075,29098439,2490386,0.033444006,-0.23665187,-9.7324295,47.297707,0,0,0,0,32
29201897,29201266,2490386,0.04833295,-0.16572365,-9.78817,47.316578,0,0,0,0,32
29304722,29304092,2490386,0.11918636,-0.25917232,-9.821239,47.34677,0,0,0,0,32
29403597,29402964,2490386,-0.12509704,-0.28857613,-9.962198,47.258076,0,0,0,0,32
29502522,29501835,2490386,0.13272856,-0.1814356,-9.792884,47.33545,0,0,0,0,32
29601349,29600707,2490386,-0.017432781,-0.2788497,-9.939828,47.284496,0,0,0,0,32
29704166,29703533,2490386,0.045415014,-0.23291093,-9.981052,47.282608,0,0,0,0,32
29799071,29798450,2490386,-0.027907414,-0.22610243,-9.888277,47.290157,0,0,0,0,32
29901973,29901276,2490386,0.024465749,-0.19505262,-9.889998,47.354317,0,0,0,0,32
30004734,30004102,2490386,0.032770637,-0.18128596,-9.900772,47.344883,0,0,0,0,32
30103624,30102974,2490386,-0.016086042,-0.26560676,-9.909526,47.303368,0,0,0,0,32
30202519,30201849,2490386,0.060528412,-0.21517888,-9.814132,47.371304,0,0,0,0,32
30301422,30300718,2490386,0.04197335,-0.21600188,-9.913567,47.31469,0,0,0,0,32
30404184,30403544,2490386,0.032097265,-0.25849897,-9.930475,47.3128,0,0,0,0,32
30499117,30498460,2490386,0.014514848,-0.23979427,-9.916709,47.34111,0,0,0,0,32
30601973,30601287,2490386,-0.017582418,-0.20964229,-9.872641,47.342995,0,0,0,0,32
30704742,30704113,2490386,0.08334815,-0.18442835,-9.876157,47.337334,0,0,0,0,32
30803604,30802984,2490386,0.029553426,-0.22610243,-9.901072,47.318462,0,0,0,0,32
30902494,30901856,2490386,0.002244564,-0.2200421,-9.906608,47.3279,0,0,0,0,32
31001414,31000728,2490386,0.09898528,-0.21016602,-9.830293,47.273174,0,0,0,0,32
31104193,31103554,2490386,0.015337855,-0.27832595,-9.811139,47.324123,0,0,0,0,32
