timestamp,timestamp_sample,vibe[0],vibe[1],vibe[2],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
89494732,89493459,6.857532e-05,8.051794e-05,0.0004018666,8.2438164e-05,0.02009568,0.07459538,539,0,0.15686458,0.5921659,0.15026258,1.3000244,nan,0.04349786,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1536,367,4,0,4,0,2,0,1,0,0,0,0,0
89704553,89703068,4.6615707e-05,7.520039e-05,0.00036062565,5.165126e-05,0.021011556,0.07948826,539,0,0.20691785,0.58944046,0.031370897,1.3692489,nan,0.043224227,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
89906072,89904768,4.1447664e-05,7.343339e-05,0.0004197072,0.00023202453,0.01880237,0.06677088,539,0,0.26460877,0.59415436,0.13263345,1.2162479,nan,0.0406994,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
90103948,90102512,4.70049e-05,7.010805e-05,0.0004540126,0.00044896101,0.017984148,0.05582483,539,0,0.332142,0.59905213,0.19298862,1.0710987,nan,0.041475914,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
90305517,90304211,3.988602e-05,5.7732723e-05,0.0003930944,0.0010500137,0.020843849,0.061451223,539,0,0.40888578,0.5953865,0.4544077,1.1071202,nan,0.04378829,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
90495312,90494046,3.1487194e-05,4.893238e-05,0.00038030706,0.00059659826,0.124150075,0.61241734,1051,0,0.48855495,0.07732462,0.12382311,1.3499746,nan,0.02795004,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
90704968,90703655,4.5817076e-05,6.8030175e-05,0.0005317839,5.8791305e-05,0.04895672,0.24187571,1051,0,0.5856399,0.04211421,0.043747954,1.3884732,nan,0.013265254,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
90894834,90893489,4.5953195e-05,6.7320914e-05,0.0005261145,0.00018066812,0.008253505,0.0704785,1051,0,0.67712456,0.038507853,0.047643334,1.6394016,nan,0.027350847,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
91104460,91103099,5.0619503e-05,7.008977e-05,0.00053479103,0.00027739583,0.022881135,0.03508688,1051,0,0.78138953,0.039403427,0.12800293,1.8789076,nan,0.03298073,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
91306098,91304798,4.4862518e-05,6.430748e-05,0.0005085384,0.00021158525,0.037120994,0.07756004,1051,0,0.8816701,0.034936413,0.060253207,1.8839161,nan,0.018311828,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
91503852,91502542,3.653135e-05,5.5551558e-05,0.0004045529,0.00015378046,0.0306876,0.08474876,1051,0,0.989168,0.03609809,0.030284563,1.5390561,nan,0.02360057,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
91705556,91704242,2.793878e-05,5.1333314e-05,0.00035782784,0.0001794917,0.031064242,0.09100959,1051,0,1.0988584,0.034189247,0.014936689,1.4567049,nan,0.029206853,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
91895437,91894076,2.7307105e-05,6.027799e-05,0.0003768581,8.348934e-05,0.0234049,0.08318059,1051,0,1.2080041,0.03363863,0.02025768,1.3703133,nan,0.024556415,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
92105077,92103686,1.9439922e-05,5.8543617e-05,0.0003215402,0.00023900904,0.016869662,0.07344677,1051,0,1.3330325,0.033477172,0.1068093,1.3745288,nan,0.0288495,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
92294868,92293521,1.3457758e-05,5.804418e-05,0.00031710454,0.00010291455,0.0143950125,0.067024976,1051,0,1.4493395,0.031135043,0.04509472,1.225097,nan,0.021563007,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
92504456,92503130,1.5951091e-05,6.4302985e-05,0.00037878432,0.00018853213,0.008313464,0.05479524,1051,0,1.5822972,0.03136568,0.07560206,1.1108751,nan,0.01236984,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
92706240,92704835,1.47347e-05,5.8689286e-05,0.00033743956,0.000108246604,0.0081061805,0.04754725,1051,0,1.7116339,0.031270176,0.05406523,1.151218,nan,0.003863985,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
92903934,92902575,1.2323143e-05,5.8679176e-05,0.0003246467,0.0003541568,0.0077420273,0.04225386,1051,0,1.843033,0.030387,0.1485877,1.3797582,nan,0.0025172292,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
93105673,93104275,1.7514794e-05,5.8049245e-05,0.00031588238,0.0006309479,0.0071126684,0.036579248,1051,0,1.977267,0.028132316,0.27178472,1.5302118,nan,0.0056957896,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
93295456,93294118,1.715886e-05,5.3952193e-05,0.0002852845,0.00021656798,0.007180175,0.032437533,1051,0,2.1073205,0.027347475,0.284238,1.629334,nan,0.0065198727,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
93505030,93503720,1.546701e-05,5.78942e-05,0.00033918794,0.00016873269,0.0062494064,0.028391046,1051,0,2.2537582,0.027974755,0.1356802,1.5350853,nan,0.0049231816,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
93694914,93693555,2.3986411e-05,8.008652e-05,0.0003932015,0.00037713896,0.0058062114,0.024352632,1051,0,2.3891387,0.028196134,0.43069872,1.3927562,nan,0.0067741177,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
93904470,93903165,1.8068638e-05,6.840238e-05,0.00032407395,0.0011247,0.004021033,0.022524826,1051,0,2.5416508,0.029571924,0.48156136,1.3849287,nan,0.010685939,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
94106224,94104865,2.0392976e-05,7.09009e-05,0.0003579252,0.0007073607,0.0072428454,0.028236361,1051,0,2.6889694,0.030176226,0.28338686,1.5428716,nan,0.02265576,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
94303919,94302610,2.9681252e-05,8.272429e-05,0.0003885787,0.0011541158,0.0054399124,0.025190549,1051,0,2.839368,0.029718101,0.47053114,1.4204342,nan,0.028611349,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
94505678,94504310,2.9041292e-05,6.855635e-05,0.00034716714,0.00067834574,0.009304536,0.03715242,1051,0,2.992844,0.030142322,0.3079437,1.3661726,nan,0.035854593,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
94695495,94694146,2.7817669e-05,5.9547692e-05,0.0003398673,0.0002905552,0.010309855,0.042349406,1051,0,3.1386797,0.028050413,0.41729861,1.1946375,nan,0.01356678,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,367,4,0,4,0,2,0,1,0,0,0,0,0
94905109,94903755,2.7154241e-05,5.6674493e-05,0.0003547964,0.0012238864,0.16741139,0.6436352,1051,256,1.1516919,0.028798245,0.4250525,3.99568,nan,0.022177631,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,192,4,0,4,0,2,0,1,0,0,0,0,0
95094875,95093590,2.6674625e-05,5.6309364e-05,0.00034339807,0.00025007105,0.07521578,0.2960181,1051,256,1.1669157,0.029028343,0.28972852,3.7724996,nan,0.020711858,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,192,4,0,4,0,2,0,1,0,0,0,0,0
95304783,95303200,2.9865609e-05,6.321353e-05,0.00046241027,0.0005171143,0.027587807,0.10407497,1051,256,1.186285,0.02714542,0.1423804,3.8532245,nan,0.011355512,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,192,4,0,4,0,2,0,1,0,0,0,0,0
95506189,95504900,3.0258125e-05,7.252532e-05,0.0005301291,0.0008645548,0.006105529,0.01426563,1051,256,1.2076623,0.030132923,0.3553849,3.103448,nan,0.009998625,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,192,4,0,4,0,2,0,1,0,0,0,0,0
95703963,95702644,3.1454227e-05,7.529622e-05,0.0005107402,0.0010405085,0.0026535334,0.037510827,1051,256,1.2320981,0.03740319,0.3854529,1.3649437,nan,0.009998625,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,192,4,0,4,0,2,0,1,0,0,0,0,0
95905649,95904344,3.2743163e-05,7.9011166e-05,0.00049990625,0.0006593124,0.0069458936,0.055523977,1051,256,1.2593387,0.042234827,0.30257657,1.3000213,nan,0.01819869,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,192,4,0,4,0,2,0,1,0,0,0,0,0
96103392,96102089,4.1034666e-05,0.0001119726,0.00081335456,0.0011329297,0.008414212,0.064541124,1051,256,1.289775,0.051220622,0.4798227,1.1057352,nan,0.01819869,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,192,4,0,4,0,2,0,1,0,0,0,0,0
96305098,96303790,4.230499e-05,0.00011083054,0.0008113251,0.001158488,0.15494828,0.8190216,1051,256,0.64098406,0.053085387,0.4418443,1.0533128,nan,0.1410693,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,192,4,0,4,0,2,0,0,0,0,0,0,0
96494919,96493623,6.822237e-05,0.00018563318,0.0013711442,0.0004652779,0.063999824,0.35611996,1051,256,0.6441475,0.062308285,0.5824486,1.0328251,nan,0.1410693,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,1024,192,4,0,4,0,2,0,1,0,0,0,0,0
96705161,96703232,6.573828e-05,0.00021816615,0.0017954718,0.00196455,0.17046319,0.4248419,1051,0,0.6120886,0.06017012,0.51507926,0.12796569,nan,0.15460347,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
96906217,96904930,5.7505244e-05,0.00020137597,0.0015944168,0.0015180081,0.06259775,0.12079095,1051,0,0.60866565,0.069419555,0.6492626,0.22671035,nan,0.15460347,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
97104059,97102674,8.760856e-05,0.00036220188,0.0032057215,0.0016014498,0.023804884,0.09866306,1051,0,0.6063334,0.06331028,0.593772,0.3757143,nan,0.10073835,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
97305724,97304373,5.5788274e-05,0.00026350308,0.0024149904,0.0011203584,0.022303533,0.105123915,1051,0,0.6046621,0.07262726,0.5769402,0.23779611,nan,0.10073835,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
97503688,97502118,3.4396493e-05,0.00018909505,0.001763969,0.0009756133,0.028957495,0.12489038,1051,0,0.6030641,0.06454785,0.43326697,0.1629761,nan,0.026335357,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
97705715,97703817,2.0541876e-05,0.000120969926,0.0010975953,0.00090649916,0.034181233,0.12472129,1051,0,0.601722,0.07352741,0.45816007,0.13404483,nan,0.026335357,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
97894927,97893652,1.2227303e-05,7.68574e-05,0.00068746886,0.0003496891,0.03480081,0.11730193,1051,0,0.6006465,0.064397216,0.512303,0.12964459,nan,0.022187503,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
98104589,98103261,7.275013e-06,4.9070662e-05,0.00043818116,0.0012272169,0.03300303,0.11008631,1051,0,0.599687,0.073574185,0.504283,0.11081338,nan,0.022187503,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
98306276,98304961,4.32816e-06,3.1533866e-05,0.00028574403,0.00097539695,0.03131614,0.10487089,1051,0,0.59883815,0.06457843,0.46460187,0.092881,nan,0.049968824,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
98504083,98502706,2.5751492e-06,2.0457857e-05,0.00019427616,0.0011599932,0.026162513,0.094057105,67109915,0,0.5981132,0.073227815,0.52109253,0.081335135,nan,0.049968824,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
98705718,98704405,1.5340513e-06,1.3777113e-05,0.000139966,0.00092246075,0.02631465,0.08754737,67109915,0,0.5973703,0.06422022,0.44496998,0.071334034,nan,0.059355237,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
98903497,98902150,9.159217e-07,9.6562135e-06,0.00010804183,0.0011118752,0.020774044,0.07759481,67109915,0,0.5967868,0.072828546,0.47689542,0.06356625,nan,0.059355237,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
99105754,99103850,7.085963e-07,8.183069e-06,9.801559e-05,0.0011520387,0.021989625,0.07451982,67109915,0,0.5961603,0.0638726,0.5107626,0.04584852,nan,0.055664066,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
99294980,99293685,4.2599754e-07,6.3783423e-06,8.434209e-05,0.00035280015,0.015580548,0.062642045,67109915,0,0.5957277,0.072023116,0.46993807,0.051945318,nan,0.055664066,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
99504734,99503294,2.5893084e-07,5.3001095e-06,7.542006e-05,0.001425064,0.016744457,0.062051024,67109915,0,0.5951518,0.06356405,0.5994471,0.056672778,nan,0.045436427,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
99706292,99704994,1.58929e-07,4.512094e-06,7.162509e-05,0.0010081832,0.01170815,0.052251704,67109915,0,0.59468985,0.07218491,0.48180097,0.052959796,nan,0.045436427,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
99904098,99902738,1.00322616e-07,4.1578983e-06,6.96131e-05,0.0010071105,0.009337993,0.04660639,67109915,0,0.5942398,0.08199922,0.3788546,0.044197768,nan,0.045436427,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
100106354,100104438,6.558252e-08,4.000396e-06,6.928555e-05,0.000637412,0.008591359,0.039838515,67109915,0,0.5937602,0.0719006,0.2536223,0.042609796,nan,0.031700153,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
100304115,100302184,4.4461984e-08,3.7330426e-06,6.7463974e-05,0.000808535,0.006975966,0.03426715,67109915,0,0.59335154,0.08172499,0.30354348,0.03881459,nan,0.031700153,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
100505252,100503882,3.178142e-08,3.5466123e-06,6.463174e-05,0.0010068847,0.0058185416,0.031800255,67109915,0,0.5929422,0.07159595,0.46922472,0.03778778,nan,0.017307717,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
100695005,100693717,2.4279819e-08,3.4003256e-06,6.298925e-05,0.00032537946,0.0049764095,0.026937716,67109915,0,0.59257585,0.0808892,0.4238934,0.037464745,nan,0.017307717,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
100904633,100903327,1.934761e-08,3.2390783e-06,6.0751627e-05,0.00087214616,0.004118001,0.025760124,67109915,0,0.59216416,0.071253836,0.3330017,0.033593886,nan,0.008167807,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
101107022,101105025,1.6722703e-08,3.2506912e-06,6.0671424e-05,0.0009513807,0.0033969143,0.023313068,67109915,0,0.59175724,0.0810315,0.43957165,0.035718415,nan,0.008167807,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
101304159,101302769,1.5781646e-08,3.3719307e-06,6.0719827e-05,0.00092697656,0.0027772656,0.01998463,67109915,0,0.59139436,0.070872486,0.36956564,0.047707386,nan,0.0077293892,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
101505877,101504468,1.535218e-08,3.4814252e-06,6.3121304e-05,0.00077325205,0.0022639662,0.01888663,67109915,0,0.5910426,0.08060132,0.33648378,0.039517518,nan,0.0077293892,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
101704209,101702212,1.46997055e-08,3.4158368e-06,6.5128515e-05,0.0012121567,0.002000648,0.01778464,67109915,0,0.5906436,0.07045926,0.50844175,0.04067145,nan,0.0074845054,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
101905312,101903912,1.48084975e-08,3.5493997e-06,6.777936e-05,0.0009963653,0.0013947901,0.015986051,67109915,0,0.5903134,0.08013034,0.44227657,0.037333146,nan,0.0074845054,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
102095114,102093749,1.4786555e-08,3.579739e-06,6.8734116e-05,0.0003545671,0.0011704292,0.012096719,67109915,0,0.58998126,0.06957593,0.41031417,0.03583343,nan,0.004822636,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
102305057,102303356,1.4725062e-08,3.6416423e-06,6.6914115e-05,0.00092649285,0.001468865,0.012505701,67109915,0,0.58964956,0.07963435,0.3378615,0.03604544,nan,0.004822636,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
102507014,102505055,1.4624212e-08,3.630524e-06,6.6057495e-05,0.0007195679,0.0011167263,0.010147671,67109915,0,0.58928555,0.06958008,0.31853357,0.034078665,nan,0.00085774634,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
102704203,102702800,1.4162408e-08,3.567162e-06,6.435526e-05,0.0008028994,0.0014969445,0.008214142,67109915,0,0.5889896,0.079126514,0.28669932,0.032233145,nan,0.00085774634,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
102905892,102904499,1.3599981e-08,3.4596887e-06,6.120536e-05,0.0006722912,0.002111723,0.007320765,67109915,0,0.5886844,0.06913178,0.27385965,0.033062942,nan,0.008877395,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
103103616,103102244,1.4090073e-08,3.4456434e-06,6.0564787e-05,0.00078782166,0.0018638424,0.0065686684,67109915,0,0.5883935,0.07861594,0.31811056,0.035667922,nan,0.008877395,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
103305905,103303944,1.3649545e-08,3.3723868e-06,6.1859464e-05,0.00046391253,0.0028635096,0.0074115037,67109915,0,0.5880789,0.06868484,0.18214647,0.034143407,nan,0.017514726,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
103495642,103493779,1.3903064e-08,3.391634e-06,6.280498e-05,0.00022579548,0.0017028042,0.0056331297,67109915,0,0.58782214,0.07760855,0.24695227,0.031801052,nan,0.017514726,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
103704753,103703388,1.4937058e-08,3.5612197e-06,6.255095e-05,0.00070950395,0.003908505,0.007730037,67109915,0,0.587533,0.06824156,0.30337217,0.03144436,nan,0.02625161,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
103906466,103905087,1.46792045e-08,3.5515827e-06,6.420444e-05,0.0006095335,0.0022046554,0.0049749967,67109915,0,0.58727765,0.07760402,0.28832746,0.031119153,nan,0.02625161,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
104104247,104102841,1.4535803e-08,3.4976076e-06,6.7292465e-05,0.0010809664,0.0048571657,0.00875535,67109915,0,0.5870142,0.06780271,0.42706767,0.034287512,nan,0.034414504,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
104306451,104304532,1.476646e-08,3.5467829e-06,6.9281705e-05,0.0009007023,0.0019147942,0.005137472,67109915,0,0.5867428,0.07710523,0.42088446,0.03127189,nan,0.034414504,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
104503864,104502278,1.4892443e-08,3.5769638e-06,7.2539005e-05,0.00073273806,0.005645621,0.009745272,67109915,0,0.5864956,0.06736815,0.31023195,0.030378656,nan,0.042306438,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
104705309,104703977,1.5004776e-08,3.651936e-06,7.385586e-05,0.00082516694,0.0021073332,0.0045411233,67109915,0,0.5862688,0.07661091,0.38704813,0.021209715,nan,0.042306438,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
104895080,104893812,1.5328496e-08,3.785469e-06,7.734132e-05,0.00028357495,0.006815416,0.011417592,67109915,0,0.58605117,0.066510305,0.3796445,0.028583452,nan,0.04915199,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
105105025,105103422,1.5569332e-08,3.863413e-06,7.6973e-05,0.00022149333,0.0022127905,0.005821566,67109915,0,0.5857933,0.07612038,0.046894554,0.028193567,nan,0.04915199,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
105306425,105305121,1.5119081e-08,3.6904644e-06,7.7452976e-05,0.00040718116,0.007047174,0.012380284,67109915,0,0.585576,0.06651036,0.17020531,0.029627848,nan,0.05412504,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
105504219,105502866,1.4669009e-08,3.672177e-06,7.8285826e-05,0.0004304841,0.0022769629,0.0053624157,67109915,0,0.58536565,0.075633064,0.13414593,0.02850174,nan,0.05412504,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
105705905,105704566,1.495827e-08,3.669397e-06,7.757696e-05,0.00067467376,0.007418624,0.012323912,67109915,0,0.5851638,0.06608637,0.29154426,0.028952627,nan,0.05675278,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
105904201,105902310,1.5260431e-08,3.7403051e-06,7.672546e-05,0.00065055734,0.0020349782,0.004310663,67109915,0,0.5849445,0.07514861,0.26277435,0.029119192,nan,0.05675278,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
106105922,106104010,1.5083014e-08,3.7006425e-06,7.59672e-05,0.00052075676,0.00734441,0.0121611105,67109915,0,0.5847473,0.065665364,0.21354908,0.027575774,nan,0.056921326,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
106295123,106293845,1.5028798e-08,3.673228e-06,7.606459e-05,0.00022190386,0.0021016367,0.005922595,67109915,0,0.5845833,0.07418824,0.260803,0.02913646,nan,0.056921326,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
106504853,106503455,1.5352162e-08,3.6641538e-06,7.690263e-05,0.0006730045,0.0070161214,0.011232188,67109915,0,0.58437186,0.065247364,0.2812726,0.025769629,nan,0.054937217,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
106706490,106705157,1.5581145e-08,3.7238474e-06,7.6523494e-05,0.0007231339,0.0015229498,0.0037439552,67109915,0,0.5841974,0.074187934,0.31985044,0.02596984,nan,0.054937217,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
106904832,106902899,1.5123922e-08,3.6570073e-06,7.5920805e-05,0.0006912712,0.006342331,0.010189646,67109915,0,0.58400583,0.0648324,0.25661138,0.027743425,nan,0.050964266,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
107105927,107104599,1.553255e-08,3.7618477e-06,7.540722e-05,0.0004475243,0.0010821775,0.0020401452,67109915,0,0.5838375,0.0737118,0.20369674,0.023878518,nan,0.050964266,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,367,4,0,4,0,2,0,0,0,0,0,0,0
