timestamp,timestamp_sample,vibe[0],vibe[1],vibe[2],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
3504095,3502797,2.5523317e-08,5.5116457e-06,9.161276e-05,0.00061419705,0.009285799,0.019922217,67109376,0,0.12737648,0.86946875,4.764572e-06,nan,nan,0.0112193385,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3705773,3704491,2.4725098e-08,5.31207e-06,9.121466e-05,0.0007595654,0.016913366,0.042489313,67109376,0,0.12343968,0.85647786,0.00016680434,nan,nan,0.014875884,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3903453,3902235,4.5216083e-08,7.272925e-06,0.00012997015,0.0012139453,0.018061737,0.03857867,67109376,0,0.11958414,0.87498504,0.0002656889,nan,nan,0.016714547,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4105282,4103923,4.0615255e-08,7.1310255e-06,0.0001316516,0.00044224865,0.013885124,0.03001642,67109376,0,0.11764049,0.89789516,0.00031487813,nan,nan,0.02029089,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4295080,4293753,3.875681e-08,7.230894e-06,0.00013010837,1.07639125e-05,0.0201548,0.04446589,67109376,0,0.18969302,0.88927776,0.0006422747,nan,nan,0.017826878,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4504620,4503356,3.4032126e-08,6.701568e-06,0.00012019834,6.6187586e-06,0.014790371,0.032094225,67109376,0,0.18455859,0.9188691,0.00011304025,nan,nan,0.007794263,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4706273,4705050,4.014647e-08,7.973391e-06,0.00012467074,1.8771076e-06,0.012771882,0.026488926,67109376,0,0.17431042,0.94452584,2.8357723e-05,nan,nan,0.01805121,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4904011,4902789,4.199753e-08,8.872582e-06,0.00012268215,1.0652531e-05,0.022020651,0.04458904,67109376,0,0.16471197,0.93510705,0.00038645012,nan,nan,0.01636809,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
5105754,5104483,3.8204437e-08,8.381384e-06,0.0001149073,0.00913368,0.007272631,0.014477808,67109395,0,0.15273455,0.9579009,0.13997182,nan,nan,0.0040142816,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
5303643,5302232,3.3902637e-08,7.532618e-06,9.968993e-05,0.0041657216,0.012017491,0.023090562,67109395,0,0.13913675,0.97965014,0.1336881,nan,nan,0.022144321,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
5505262,5503917,2.9225882e-08,6.5666654e-06,8.640885e-05,0.00059094984,0.025340885,0.051512722,67109395,0,0.13554111,0.9609855,0.027084533,nan,nan,0.017537246,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
5694948,5693751,2.801784e-08,6.0343186e-06,8.716037e-05,0.0011454708,0.020217126,0.04222639,67109395,0,0.13594623,0.9736897,0.05143991,nan,nan,0.010652454,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
5904623,5903351,2.5793366e-08,5.9291156e-06,8.836181e-05,0.003183225,0.02014401,0.04310429,67109395,0,0.142221,0.9942097,0.12856655,nan,nan,0.021105511,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
6106336,6105045,2.1603565e-08,5.1204092e-06,8.477022e-05,0.0005488675,0.009709256,0.021559652,67109395,0,0.14098017,1.0088495,0.0013425401,nan,nan,0.012972086,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
6304086,6302785,2.0482272e-08,4.723644e-06,7.920759e-05,0.0016980317,0.0062269983,0.013420348,67109395,0,0.13570842,0.98142755,0.04621448,nan,nan,0.005812982,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
6505747,6504479,1.8997847e-08,4.4922112e-06,7.583949e-05,0.0011321121,0.009899503,0.022899352,67109395,0,0.13009101,0.99296755,0.024898874,nan,nan,0.0013898091,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
6703606,6702219,1.852398e-08,4.3222e-06,7.616577e-05,0.0013696835,0.01568315,0.037890173,67109395,0,0.12328388,1.0033743,0.09068148,nan,nan,0.0012614547,0.0,0.0,0.0,0.0,2490386,2490386,6780449,4395025,0,0,229,1,0,1,0,2,0,0,0,0,0,0,0
