timestamp,nav_state_timestamp,failsafe_timestamp,armed_time,takeoff_time,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,is_vtol_tailsitter,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,geofence_violated,failure_detector_status,latest_arming_reason,latest_disarming_reason
18441095,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18941906,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19452004,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19956850,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20463860,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20973797,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21484843,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21985792,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22488592,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22989831,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23495952,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23997986,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24498826,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25002824,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25510791,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26013835,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26517795,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27019899,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27522848,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28028184,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28528795,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29029794,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29538306,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
