timestamp,nav_state_timestamp,failsafe_timestamp,armed_time,takeoff_time,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,is_vtol_tailsitter,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,geofence_violated,failure_detector_status,latest_arming_reason,latest_disarming_reason
30041168,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30544843,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31046091,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31552424,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32056831,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32559984,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33063793,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33572625,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34073794,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34577892,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35087534,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35590917,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36096123,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36599877,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37104965,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37615794,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38118872,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38619796,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39130794,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39631832,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40137943,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40648040,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41151851,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41657102,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42167022,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42671936,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43179895,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43683834,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44184192,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44693981,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45204662,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45706664,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46208584,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46713836,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47219865,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47728872,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48237428,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48743583,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49250795,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49750827,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50260797,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50761824,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51261892,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51769394,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52278985,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52785826,17427887,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52877574,52877313,0,0,0,271155244,270630924,271548431,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53383100,52877313,0,0,0,271155244,270630924,271548431,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53885221,52877313,0,0,0,271155244,270630924,271548431,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54395756,52877313,0,0,0,271155244,270630924,271548431,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54529906,52877313,0,0,0,271155244,270630924,271548431,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55040905,52877313,0,0,0,271155244,270630924,3112975,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55550993,52877313,0,0,0,271155244,270630924,3112975,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56056914,52877313,0,0,0,271155244,270630924,3112975,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56563796,52877313,0,0,0,271155244,270630924,3112975,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57073796,52877313,0,0,0,271155244,270630924,3112975,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57579796,52877313,0,0,0,271155244,270630924,3112975,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58089389,52877313,0,0,0,271155244,270630924,3112975,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58591040,52877313,0,0,0,271155244,270630924,3112975,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59097405,52877313,0,0,0,271155244,270630924,3112975,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59599924,52877313,0,0,0,271155244,270630924,3112975,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60103835,52877313,0,0,0,271155244,270630924,3112975,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60610835,52877313,0,0,0,271155244,270630924,3112975,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61115077,52877313,0,0,0,271155244,270630924,3112975,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61626285,52877313,0,0,0,271155244,270630924,3112975,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62136890,52877313,0,0,0,271155244,270630924,3112975,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62641947,52877313,0,0,0,271155244,270630924,3112975,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63149797,52877313,0,0,0,271155244,270630924,3112975,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63650967,52877313,0,0,0,271155244,270630924,3112975,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64153799,52877313,0,0,0,271155244,270630924,3112975,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64663818,52877313,0,0,0,271155244,270630924,3112975,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64730823,52877313,0,0,0,271155244,270630924,3112975,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65240795,52877313,0,0,0,271155244,270630924,271548431,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65749797,52877313,0,0,0,271155244,270630924,271548431,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66249810,52877313,0,0,0,271155244,270630924,271548431,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66751963,52877313,0,0,0,271155244,270630924,271548431,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67252435,52877313,0,0,0,271155212,268533772,1015823,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67752907,52877313,0,0,0,271155212,268533772,1015823,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68253160,52877313,0,0,0,271155244,270630924,271548431,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68757856,52877313,0,0,0,271155212,268533772,1015823,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69258867,52877313,0,0,0,271155244,270630924,271548431,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69761018,52877313,0,0,0,271155244,270630924,271548431,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70271797,52877313,0,0,0,271155244,270630924,271548431,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70781837,52877313,0,0,0,271155244,270630924,271548431,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71097068,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71603828,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72110905,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72619786,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73127798,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73633002,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74141900,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74644847,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75146797,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75653798,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76155484,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76656971,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77160999,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77663794,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78170835,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78674979,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79178050,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79683879,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80185130,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80691887,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81198219,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81699874,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82206468,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82709871,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83214916,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83720412,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84221799,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84726234,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85227800,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85734491,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86240822,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86740923,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87240974,71096843,0,0,0,271155212,268533772,1015823,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87750838,71096843,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88029012,88028794,0,0,0,271155244,270630924,271548431,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88530820,88028794,0,0,0,271155212,268533772,1015823,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89032201,88028794,0,0,0,271155212,268533772,1015823,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89541860,88028794,0,0,0,271155212,268533772,1015823,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90050800,88028794,0,0,0,271155212,268533772,1015823,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90559802,88028794,0,0,0,271155212,268533772,1015823,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91061830,88028794,0,0,0,271155212,268533772,1015823,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91572798,88028794,0,0,0,271155212,268533772,1015823,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92082909,88028794,0,0,0,271155212,268533772,1015823,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92584884,88028794,0,0,0,271155212,268533772,1015823,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93094851,88028794,0,0,0,271155212,268533772,1015823,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93594891,88028794,0,0,0,271155212,268533772,1015823,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94095804,88028794,0,0,0,271155212,268533772,1015823,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94605343,88028794,0,0,0,271155212,268533772,1015823,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95107663,88028794,0,0,0,271155212,268533772,1015823,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95609797,88028794,0,0,0,271155212,268533772,1015823,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96112901,88028794,0,0,0,271155212,268533772,1015823,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96617740,88028794,0,0,0,271155212,268533772,1015823,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97120797,88028794,0,0,0,271155212,268533772,1015823,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97615903,97615566,0,0,0,271155212,268533772,1015823,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98120930,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98623935,97615566,0,0,0,271155212,268533772,1015823,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99129795,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99637983,97615566,0,0,0,271155212,268533772,1015823,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100148993,97615566,0,0,0,271155212,268533772,1015823,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100652963,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101159799,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101660946,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102162465,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102662808,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103165930,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103673111,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104179406,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104686649,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105196640,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105696807,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106199072,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106706793,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107206835,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107708911,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108217969,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108719615,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109219797,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109729834,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110231821,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110732209,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111240853,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111745794,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112251001,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112755044,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113263491,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113771043,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114273833,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114775072,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115285009,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115785885,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116289258,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116796198,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117297272,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117800837,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118302874,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118805796,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119309800,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119818137,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120319796,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120825947,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121331797,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121838798,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122341835,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122851819,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123355005,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123862797,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124362828,97615566,0,0,0,271155244,270630924,271548431,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
