timestamp,device_id,min_distance,max_distance,current_distance,variance,h_fov,v_fov,q[0],q[1],q[2],q[3],signal_quality,type,orientation
8614145,9010179,0.3,200.0,0.0670166,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
8631651,9010179,0.3,200.0,0.06201172,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
8653271,9010179,0.3,200.0,0.05999756,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
8671657,9010179,0.3,200.0,0.06100464,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
8693264,9010179,0.3,200.0,0.06100464,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
8712213,9010179,0.3,200.0,0.06100464,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
8733237,9010179,0.3,200.0,0.06201172,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
8751954,9010179,0.3,200.0,0.06100464,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
8773374,9010179,0.3,200.0,0.06100464,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
8791838,9010179,0.3,200.0,0.06100464,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
8813317,9010179,0.3,200.0,0.06100464,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
8831916,9010179,0.3,200.0,0.06100464,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
8853470,9010179,0.3,200.0,0.06100464,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
8871934,9010179,0.3,200.0,0.06100464,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
8893428,9010179,0.3,200.0,0.06100464,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
8911968,9010179,0.3,200.0,0.06100464,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
8934269,9010179,0.3,200.0,0.05999756,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
8952028,9010179,0.3,200.0,0.05999756,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
8973616,9010179,0.3,200.0,0.06100464,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
8992131,9010179,0.3,200.0,0.06201172,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
9018651,9010179,0.3,200.0,0.06201172,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
9032892,9010179,0.3,200.0,0.06201172,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
9053637,9010179,0.3,200.0,0.06201172,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
9072496,9010179,0.3,200.0,0.06201172,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
9093693,9010179,0.3,200.0,0.06201172,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
9112246,9010179,0.3,200.0,0.06201172,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
9133864,9010179,0.3,200.0,0.06100464,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
9152282,9010179,0.3,200.0,0.06100464,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
9173927,9010179,0.3,200.0,0.06201172,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
9192353,9010179,0.3,200.0,0.06201172,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
9215172,9010179,0.3,200.0,0.06201172,0.0,0.10473633,0.10473633,0.0,0.0,0.0,0.0,0,0,25
